sup7_headword	in_mw72	in_mw99	mw99_annexure	class
pratirozitavya	N	Y	N	added-since-mw72
pratisAmarTya	N	Y	N	added-since-mw72
pratisUryam	N	Y	N	added-since-mw72
pratisaMKyAna	N	Y	N	added-since-mw72
pratisaMharaRIya	N	Y	N	added-since-mw72
pratisaMkrAma	N	N	N	never-seen
pratisaMmodana	N	N	N	never-seen
pratisaMstara	N	Y	N	added-since-mw72
pratisaMvinniScayAvatArA	N	Y	N	added-since-mw72
pratisamApana	N	Y	N	added-since-mw72
pratisamAsam	N	N	N	never-seen
pratisarabanDa	N	Y	N	added-since-mw72
pratiskanDam	N	Y	N	added-since-mw72
pratisomodakadvijam	N	Y	N	added-since-mw72
pratisrota	N	Y	N	added-since-mw72
pratisvAhAkAram	N	Y	N	added-since-mw72
pratitAqitavya	N	Y	N	added-since-mw72
prativARi	Y	Y	N	kept
prativArita	N	Y	N	added-since-mw72
prativAsarika	N	Y	N	added-since-mw72
prativAsin	Y	Y	N	kept
prativahana	Y	Y	N	kept
prativaktar	N	N	N	never-seen
prativanitA	N	Y	N	added-since-mw72
prativarzaRa	N	Y	N	added-since-mw72
prativeSma	N	Y	N	added-since-mw72
prativfttAntam	N	Y	N	added-since-mw72
pratiyatra	N	N	N	never-seen
pratiyuvam	N	Y	N	added-since-mw72
pratizWAsu	Y	Y	N	kept
pratizWa	Y	Y	N	kept
pratizevaRa	N	Y	N	added-since-mw72
pratodayazwi	N	Y	N	added-since-mw72
prattadEvata	N	N	N	never-seen
pratyAKyAna	Y	Y	N	kept
pratyAdeSa	Y	Y	N	kept
pratyAhuti	N	Y	N	added-since-mw72
pratyAkalita	Y	Y	N	kept
pratyAkrozwavya	N	Y	N	added-since-mw72
pratyAlayam	N	Y	N	added-since-mw72
pratyArava	N	N	N	never-seen
pratyArdrI	N	N	N	never-seen
pratyArdra	N	Y	N	added-since-mw72
pratyAsanna	Y	Y	N	kept
pratyAstaraRa	N	N	N	never-seen
pratyAsvAdaka	N	Y	N	added-since-mw72
pratyAtmaviniyata	N	Y	N	added-since-mw72
pratyAyya	N	Y	N	added-since-mw72
pratyaMSa	N	Y	Y	added-since-mw72
pratyaMsam	N	Y	N	added-since-mw72
pratyagam	N	Y	N	added-since-mw72
pratyakcetanA	N	Y	N	added-since-mw72
pratyakzAvagama	N	Y	N	added-since-mw72
pratyakzaBUta	N	Y	N	added-since-mw72
pratyakzaDarman	N	Y	N	added-since-mw72
pratyakzabanDu	N	Y	N	added-since-mw72
pratyakzapara	N	Y	N	added-since-mw72
pratyakzin	Y	Y	N	kept
pratyanDakAra	N	Y	N	added-since-mw72
pratyanUkAntam	N	Y	N	added-since-mw72
pratyantajanapada	N	Y	N	added-since-mw72
pratyantima	N	Y	N	added-since-mw72
pratyanuprAsa	N	Y	N	added-since-mw72
pratyapAya	N	Y	N	added-since-mw72
pratyaraRya	N	Y	N	added-since-mw72
pratyavamarSa	Y	Y	N	kept
pratyavekzaRA	N	Y	N	added-since-mw72
pratyaya	Y	Y	N	kept
pratyeka	Y	Y	Y	kept
pratyekanaraka	N	Y	N	added-since-mw72
pratyekarUpa	N	N	N	never-seen
pratyenas	Y	Y	N	kept
pratyudDAra	N	Y	N	added-since-mw72
pratyudyAna	N	Y	N	added-since-mw72
pratyuktatva	N	N	N	never-seen
pratyupaveSana	N	Y	N	added-since-mw72
pratyurasa	Y	Y	N	kept
pravAda	Y	Y	N	kept
pravAha	Y	Y	N	kept
pravAhita	N	Y	N	added-since-mw72
pravAla	N	Y	N	added-since-mw72
pravAlaka	N	Y	N	added-since-mw72
pravAritArTAtisevA	N	N	N	never-seen
pravAsanIya	N	Y	N	added-since-mw72
pravaRa	Y	Y	N	kept
pravaRay	N	N	N	never-seen
pravada	Y	Y	N	kept
pravartamAnatA	N	N	N	never-seen
pravartana	Y	Y	N	kept
pravayaRa	Y	Y	N	kept
praveDa	N	Y	N	added-since-mw72
pravepita	N	Y	N	added-since-mw72
pravezwa	Y	Y	N	kept
pravftta	Y	Y	N	kept
pravfttasaMprahAra	N	N	N	never-seen
praviGawana	N	Y	N	added-since-mw72
pravicAramArga	N	Y	N	added-since-mw72
pravidalana	N	Y	N	added-since-mw72
praviditsu	N	Y	N	added-since-mw72
pravihAra	N	Y	N	added-since-mw72
pravijahya	N	Y	N	added-since-mw72
pravikarza	N	Y	N	added-since-mw72
pravikarzaRa	N	Y	N	added-since-mw72
pravikawa	N	Y	N	added-since-mw72
pravilambita	N	Y	N	added-since-mw72
pravilaya	Y	Y	N	kept
pravisarpin	N	Y	N	added-since-mw72
praviviktatA	N	Y	N	added-since-mw72
pravyAharaRa	N	Y	N	added-since-mw72
prayARa	Y	Y	N	kept
prayAma	Y	Y	N	kept
prayAsa	Y	Y	N	kept
prayatitavya	Y	Y	N	kept
prayogi	N	N	N	never-seen
prayoktavya	Y	Y	N	kept
prayoktra	N	Y	N	added-since-mw72
prazwavya	Y	Y	N	kept
prekzAkArin	N	Y	N	added-since-mw72
prekzaRa	Y	Y	N	kept
pretagati	N	Y	N	added-since-mw72
pretvarI	N	N	N	never-seen
preyasvin	N	Y	N	added-since-mw72
priyAKyAnadAna	N	Y	N	added-since-mw72
priyAKyAyin	N	Y	N	added-since-mw72
priyAjana	N	Y	N	added-since-mw72
priyAy	N	N	N	never-seen
priyasAhasa	N	Y	N	added-since-mw72
priyasena	N	Y	N	added-since-mw72
priyatanaya	N	Y	N	added-since-mw72
priyavacana	N	Y	N	added-since-mw72
priyavadya	N	Y	N	added-since-mw72
prodDAra	N	Y	N	added-since-mw72
prodvIci	N	Y	N	added-since-mw72
prollAsin	N	Y	N	added-since-mw72
prollola	N	Y	N	added-since-mw72
prozaDa	N	Y	N	added-since-mw72
ptA	N	Y	N	added-since-mw72
puMrUpa	N	Y	N	added-since-mw72
puMsI	N	Y	N	added-since-mw72
puMsU	N	Y	N	added-since-mw72
puMsavat	N	Y	N	added-since-mw72
puRaka	N	Y	N	added-since-mw72
puRqakakza	N	Y	N	added-since-mw72
puRqarIka	Y	Y	N	kept
puRqarIkamuKa	N	Y	N	added-since-mw72
puRqarIkekzaRa	N	Y	N	added-since-mw72
puRqarIkinI	N	N	N	never-seen
puRqavarDana	N	Y	N	added-since-mw72
puRyAgni	N	Y	N	added-since-mw72
puRyAha	N	Y	N	added-since-mw72
puRyAhasvana	N	Y	N	added-since-mw72
puRyI	N	N	N	never-seen
puRyaPala	N	Y	N	added-since-mw72
puRyapApekzitar	N	N	N	never-seen
puRyavarDana	N	Y	N	added-since-mw72
puYjay	N	N	N	never-seen
pula	Y	Y	N	kept
pulaka	Y	Y	N	kept
pulakeSin	N	Y	N	added-since-mw72
punArAjABizeka	N	Y	N	added-since-mw72
punaHsaMBava	N	N	N	never-seen
punaScara	N	Y	N	added-since-mw72
punarAhAram	N	Y	N	added-since-mw72
punarRava	N	Y	N	added-since-mw72
punarbAla	N	Y	N	added-since-mw72
punarjIvAtu	N	Y	N	added-since-mw72
punarmfta	N	Y	N	added-since-mw72
punarnigranTam	N	Y	N	added-since-mw72
punarupalabDi	N	Y	N	added-since-mw72
punarvivAha	N	Y	N	added-since-mw72
punastarAm	N	Y	N	added-since-mw72
purA	Y	Y	N	kept
purARadfzwa	N	Y	N	added-since-mw72
purARadvitIyA	N	Y	N	added-since-mw72
purAsura	N	N	N	never-seen
purIzasaMhita	N	N	N	never-seen
pura	Y	Y	N	kept
puraBid	N	Y	N	added-since-mw72
puraHsTa	N	Y	N	added-since-mw72
puraScakram	N	Y	N	added-since-mw72
puraScaryA	N	Y	N	added-since-mw72
puras	Y	Y	N	kept
purastAdanUka	N	Y	N	added-since-mw72
purastAt	Y	Y	N	kept
purastAtpuroqASa	N	Y	N	added-since-mw72
puravara	N	Y	N	added-since-mw72
puroBAga	N	Y	N	added-since-mw72
puroBaktakA	N	Y	N	added-since-mw72
purojava	N	Y	N	added-since-mw72
puroqASa	Y	Y	N	kept
purovAta	N	Y	N	added-since-mw72
puruniHziD	N	Y	N	added-since-mw72
puruzAhuti	N	Y	Y	added-since-mw72
puruzAntara	N	Y	N	added-since-mw72
puruza	Y	Y	N	kept
puruzakzIra	N	Y	N	added-since-mw72
puruzavaDa	N	Y	N	added-since-mw72
putraBARqa	N	Y	N	added-since-mw72
putraBUya	N	Y	N	added-since-mw72
putrasahasraka	N	Y	N	added-since-mw72
puwakAnuvAsana	N	Y	N	added-since-mw72
puwakinI	Y	Y	N	kept
puz	Y	Y	N	kept
puzkarasAda	N	Y	N	added-since-mw72
puzpAkzita	N	N	N	never-seen
puzpAy	N	N	N	never-seen
puzpa	Y	Y	N	kept
puzpaBadra	N	Y	N	added-since-mw72
puzpacUla	N	Y	N	added-since-mw72
puzpaketu	N	Y	N	added-since-mw72
puzpamAlA	N	Y	N	added-since-mw72
puzpamAlin	N	Y	N	added-since-mw72
puzparAga	N	Y	N	added-since-mw72
puzpasraj	N	Y	N	added-since-mw72
puzpavant	N	N	N	never-seen
puzpaviSiKa	N	Y	N	added-since-mw72
puzpayamaka	N	Y	N	added-since-mw72
puzpy	N	N	N	never-seen
puzwikarman	N	Y	N	added-since-mw72
puzyarAga	N	N	N	never-seen
pyA	N	N	N	never-seen
qAla	N	Y	N	added-since-mw72
qItara	Y	N	N	dropped
qamBA	N	Y	N	added-since-mw72
qimBa	Y	Y	N	kept
rABasikatA	N	Y	N	added-since-mw72
rAD	Y	Y	N	kept
rADA	N	Y	N	added-since-mw72
rADeya	Y	Y	N	kept
rASI	N	Y	N	added-since-mw72
rAhuSatru	N	Y	N	added-since-mw72
rAj	Y	Y	N	kept
rAjADIna	N	Y	N	added-since-mw72
rAjAvavAda	N	Y	N	added-since-mw72
rAjAvavAdaka	N	Y	N	added-since-mw72
rAjImatI	N	N	N	never-seen
rAjahaMsAy	N	N	N	never-seen
rAjalakzaRa	N	Y	N	added-since-mw72
rAjamArgI	N	N	N	never-seen
rAjan	Y	Y	N	kept
rAjaputra	N	Y	N	added-since-mw72
rAjin	N	Y	N	added-since-mw72
rAmaRyaka	N	Y	N	added-since-mw72
rAmakAyaRa	N	Y	N	added-since-mw72
rAtA	N	N	N	never-seen
rAti	Y	Y	N	kept
rAtrOBava	N	Y	N	added-since-mw72
rAtriMdivasa	N	Y	N	added-since-mw72
rAtriMmanya	N	N	N	never-seen
rAtricAra	N	Y	N	added-since-mw72
rAzwraBft	N	Y	N	added-since-mw72
rERukeya	Y	Y	N	kept
rIQA	Y	Y	N	kept
rIti	Y	Y	N	kept
rOdrAkza	N	Y	N	added-since-mw72
rOkzacitta	N	Y	N	added-since-mw72
rUkzaka	N	N	N	never-seen
rUkzasvaram	N	Y	N	added-since-mw72
rUkzay	N	N	N	never-seen
rUpAvata	N	Y	N	added-since-mw72
rUpa	Y	Y	N	kept
rUpay	N	N	N	never-seen
rUpiRa	N	Y	N	added-since-mw72
rUpin	Y	Y	N	kept
ra	Y	Y	N	kept
raB	Y	Y	N	kept
raDra	Y	Y	N	kept
raMhi	Y	Y	Y	kept
raNgA	N	Y	N	added-since-mw72
raNgAvali	N	Y	N	added-since-mw72
raNkuka	N	Y	N	added-since-mw72
raRaKala	N	Y	N	added-since-mw72
raRaSIrza	N	Y	N	added-since-mw72
raRakzmA	N	Y	N	added-since-mw72
raSanA	Y	Y	N	kept
raSanasaMmita	N	N	N	never-seen
raTANga	N	Y	N	added-since-mw72
raTAgra	N	Y	N	added-since-mw72
raTAgratas	N	Y	N	added-since-mw72
raTaDurya	N	Y	N	added-since-mw72
raTaSakti	N	Y	N	added-since-mw72
raTaka	Y	Y	N	kept
raTaspazwa	N	Y	N	added-since-mw72
raTatur	N	Y	N	added-since-mw72
raTavAhana	N	Y	N	added-since-mw72
raTavat	N	Y	N	added-since-mw72
raTayAtaka	N	Y	N	added-since-mw72
raToqupa	N	Y	N	added-since-mw72
raYj	Y	Y	N	kept
rac	Y	Y	N	kept
rag	Y	Y	N	kept
rahastas	N	Y	N	added-since-mw72
rahomAnin	N	Y	N	added-since-mw72
raj	Y	Y	N	kept
rajanIBujaMga	N	Y	N	added-since-mw72
rajanikft	N	Y	N	added-since-mw72
rajastur	N	Y	N	added-since-mw72
rajjuDAna	N	Y	N	added-since-mw72
rajjukriyA	N	Y	N	added-since-mw72
rajjuvartana	N	Y	N	added-since-mw72
rajoharaRa	N	Y	N	added-since-mw72
raktASaya	N	Y	N	added-since-mw72
raktAkza	N	Y	N	added-since-mw72
raktakamalinI	N	Y	N	added-since-mw72
raktamaRqalatA	N	Y	N	added-since-mw72
rakz	Y	Y	N	kept
rakzApratisara	N	N	N	never-seen
rakzAsUtra	N	Y	N	added-since-mw72
rakzijana	N	Y	N	added-since-mw72
rakzohan	N	Y	N	added-since-mw72
ram	Y	Y	N	kept
ramaRIya	Y	Y	N	kept
ramaRa	Y	Y	N	kept
ran	Y	Y	N	kept
rasApuz	N	Y	N	added-since-mw72
rasaBedin	N	Y	N	added-since-mw72
rasaharaRa	N	Y	N	added-since-mw72
rasarasAgratA	N	N	N	never-seen
rasavant	N	N	N	never-seen
ratibanDu	N	Y	N	added-since-mw72
ratirAgA	N	N	N	never-seen
ratnAdinandin	N	Y	N	added-since-mw72
ratnAkara	N	Y	N	added-since-mw72
ratnAy	N	N	N	never-seen
ratnakarRikA	N	Y	N	added-since-mw72
ratnaratna	N	Y	N	added-since-mw72
ratnavant	N	N	N	never-seen
ravija	N	Y	N	added-since-mw72
ravita	N	Y	N	added-since-mw72
rayiDAraRapiRqa	N	Y	N	added-since-mw72
reBin	N	Y	N	added-since-mw72
reRulakzman	N	Y	N	added-since-mw72
recaka	Y	Y	N	kept
retovasikta	N	Y	N	added-since-mw72
revatIgraha	N	Y	N	added-since-mw72
ri	Y	Y	N	kept
riB	Y	Y	N	kept
riS	Y	Y	N	kept
riSAdas	Y	Y	N	kept
ric	Y	Y	N	kept
ridviDi	N	N	N	never-seen
riktI	N	Y	N	added-since-mw72
ripav	N	N	N	never-seen
ripukAla	N	Y	N	added-since-mw72
riz	Y	Y	N	kept
rohitarUpa	N	Y	N	added-since-mw72
romasUcI	N	Y	N	added-since-mw72
romasaMvejana	N	Y	N	added-since-mw72
romaviBeda	N	Y	N	added-since-mw72
rozaka	N	Y	N	added-since-mw72
ru	Y	Y	N	kept
ruD	Y	Y	N	kept
ruDiramaya	N	Y	N	added-since-mw72
rud	Y	Y	N	kept
rudantI	N	Y	N	added-since-mw72
rudrAvAsa	N	Y	N	added-since-mw72
rudrI	N	Y	N	added-since-mw72
rudra	Y	Y	N	kept
ruh	Y	Y	N	kept
ruj	Y	Y	N	kept
rukmiRIharaRa	N	Y	N	added-since-mw72
rumA	N	Y	N	added-since-mw72
rumaRa	N	Y	N	added-since-mw72
rurutsA	N	Y	N	added-since-mw72
ruz	Y	Y	N	kept
sABayadakziRam	N	Y	N	added-since-mw72
sABiSaNka	N	Y	N	added-since-mw72
sABisaMskAraparinirvAyin	N	Y	N	added-since-mw72
sADanI	N	Y	N	added-since-mw72
sADyAhAra	N	Y	N	added-since-mw72
sAKilya	N	Y	N	added-since-mw72
sAMSa	N	Y	N	added-since-mw72
sAMkASikA	N	N	N	never-seen
sAMkASina	N	Y	N	added-since-mw72
sAMkArikA	N	Y	N	added-since-mw72
sAMnihitya	N	Y	N	added-since-mw72
sAMyamanika	N	Y	N	added-since-mw72
sANgada	N	Y	N	added-since-mw72
sANgarAga	N	Y	N	added-since-mw72
sAgarApANga	N	Y	N	added-since-mw72
sAgarAy	N	N	N	never-seen
sAgaranAgarAjaparipfcCA	N	Y	N	added-since-mw72
sAhasracUqika	N	Y	N	added-since-mw72
sAkzAtkartavya	N	Y	N	added-since-mw72
sAlopa	N	Y	N	added-since-mw72
sAlva	Y	Y	N	kept
sAmAtyaka	N	Y	N	added-since-mw72
sAmIcI	Y	Y	N	kept
sAmIcInya	N	Y	N	added-since-mw72
sAmaDarmArTanItimant	N	N	N	never-seen
sAmakza	N	Y	N	added-since-mw72
sAmayika	Y	Y	N	kept
sAmiDeni	N	Y	N	added-since-mw72
sAmiganDarva	N	Y	N	added-since-mw72
sAmodBava	Y	Y	N	kept
sAnatkumAra	Y	Y	N	kept
sAntarottara	N	Y	N	added-since-mw72
sAnvaya	Y	Y	N	kept
sApIqa	N	Y	N	added-since-mw72
sApavAdam	N	Y	N	added-since-mw72
sArDaMvihArin	N	Y	N	added-since-mw72
sArTavAha	N	Y	N	added-since-mw72
sAraka	Y	Y	N	kept
sAratara	N	Y	N	added-since-mw72
sArtarava	N	Y	N	added-since-mw72
sArvasuraBi	N	Y	N	added-since-mw72
sAtAgiri	N	Y	N	added-since-mw72
sAtisAra	Y	Y	N	kept
sAvadAnam	N	Y	N	added-since-mw72
sAyamaSana	N	Y	N	added-since-mw72
sIra	Y	Y	N	kept
sODAy	N	N	N	never-seen
sOnIteya	N	Y	N	added-since-mw72
sOpratIka	N	Y	N	added-since-mw72
sOvastika	Y	Y	N	kept
sOvidallaka	N	Y	N	added-since-mw72
sOzupta	N	Y	N	added-since-mw72
sPar	Y	Y	N	kept
sParaRa	Y	Y	N	kept
sParitra	N	Y	N	added-since-mw72
sTA	Y	Y	N	kept
sTARu	Y	Y	N	kept
sTAnaka	Y	Y	N	kept
sTAyaka	N	N	N	never-seen
sTUlaBittikatA	N	N	N	never-seen
sTalacArin	N	Y	N	added-since-mw72
sTalavetasa	N	Y	N	added-since-mw72
sTalay	N	N	N	never-seen
sTaleSvara	N	Y	N	added-since-mw72
sTavirAvalIcarita	N	Y	N	added-since-mw72
sTavirAy	N	N	N	never-seen
sUcIvAnakarman	N	Y	N	added-since-mw72
sUca	Y	Y	N	kept
sUda	Y	Y	N	kept
sUdayA	N	Y	N	added-since-mw72
sUkzmadfzwi	N	Y	N	added-since-mw72
sUnA	Y	Y	N	kept
sUpasaMpanna	N	N	N	never-seen
sUryantI	N	Y	N	added-since-mw72
sUtagrAmaRI	N	Y	N	added-since-mw72
sUtkAra	N	Y	N	added-since-mw72
sUtra	Y	Y	N	kept
sUtray	N	N	N	never-seen
sUtrota	N	Y	N	added-since-mw72
saBAga	N	Y	N	added-since-mw72
saBAjya	N	Y	N	added-since-mw72
saGfRa	N	Y	N	added-since-mw72
saKaRqa	N	Y	N	added-since-mw72
saKaqga	Y	Y	N	kept
saKila	N	Y	N	added-since-mw72
saMBaja	N	N	N	never-seen
saMBfti	N	N	N	never-seen
saMBinnapralApa	N	N	N	never-seen
saMBinnavyaYjanA	N	N	N	never-seen
saMCidA	N	Y	N	added-since-mw72
saMDAna	N	Y	N	added-since-mw72
saMDay	N	N	N	never-seen
saMDicCedana	N	Y	N	added-since-mw72
saMGAtaparvata	N	Y	N	added-since-mw72
saMGAwa	N	Y	N	added-since-mw72
saMGAwasUtra	N	Y	N	added-since-mw72
saMGaBeda	N	Y	N	added-since-mw72
saMGaBedaka	N	Y	N	added-since-mw72
saMSrAvaRa	N	N	N	never-seen
saMbADa	N	N	N	never-seen
saMbIja	N	N	N	never-seen
saMbanDikatva	N	N	N	never-seen
saMcAraRa	N	Y	N	added-since-mw72
saMcAravyADi	N	Y	N	added-since-mw72
saMcaritra	N	Y	N	added-since-mw72
saMcodanA	N	Y	N	added-since-mw72
saMdarBavant	N	N	N	never-seen
saMdfzwika	N	Y	N	added-since-mw72
saMgameSa	N	Y	N	added-since-mw72
saMgameSvara	N	Y	N	added-since-mw72
saMgrAhaka	N	Y	N	added-since-mw72
saMhananavant	N	N	N	never-seen
saMjYAnanA	N	Y	N	added-since-mw72
saMkAyikA	N	Y	N	added-since-mw72
saMkaTya	N	N	N	never-seen
saMkrAmaRI	N	Y	N	added-since-mw72
saMkrIqita	N	Y	N	added-since-mw72
saMkramaRakA	N	Y	N	added-since-mw72
saMlaptaka	N	Y	N	added-since-mw72
saMleKa	N	Y	N	added-since-mw72
saMmodaganDa	N	N	N	never-seen
saMmodanIya	N	N	N	never-seen
saMmuKa	N	N	N	never-seen
saMmuKavinaya	N	N	N	never-seen
saMniDAnin	N	Y	N	added-since-mw72
saMniDikAra	N	Y	N	added-since-mw72
saMnikASay	N	N	N	never-seen
saMnodana	N	Y	N	added-since-mw72
saMpAtAyAta	N	N	N	never-seen
saMpAtaka	N	N	N	never-seen
saMpad	N	N	N	never-seen
saMparivarta	N	N	N	never-seen
saMprAnta	N	N	N	never-seen
saMpraKyAna	N	N	N	never-seen
saMpraharzaRa	N	N	N	never-seen
saMprajAna	N	N	N	never-seen
saMprajYAtAvasTA	N	N	N	never-seen
saMprajYAtayogin	N	N	N	never-seen
saMprajanya	N	N	N	never-seen
saMpratiBAsa	N	N	N	never-seen
saMpratigraha	N	N	N	never-seen
saMpravAdana	N	N	N	never-seen
saMprayuktaka	N	N	N	never-seen
saMpriyatA	N	N	N	never-seen
saMpuzka	N	N	N	never-seen
saMrADana	Y	Y	N	kept
saMramBavant	N	N	N	never-seen
saMramBitA	N	Y	N	added-since-mw72
saMsIdana	N	Y	N	added-since-mw72
saMsPowa	Y	Y	N	kept
saMsTa	Y	Y	N	kept
saMsevana	Y	Y	N	kept
saMskAravant	N	N	N	never-seen
saMskftamaya	N	Y	N	added-since-mw72
saMsnAna	N	Y	N	added-since-mw72
saMsneha	N	N	N	never-seen
saMsrAvaRa	N	Y	N	added-since-mw72
saMstutaka	N	Y	N	added-since-mw72
saMtfdya	N	Y	N	added-since-mw72
saMvAda	Y	Y	N	kept
saMvAditA	N	Y	N	added-since-mw72
saMvarRana	N	Y	N	added-since-mw72
saMvargaRa	N	Y	N	added-since-mw72
saMvarta	Y	Y	N	kept
saMvartakalpa	N	Y	N	added-since-mw72
saMvartanI	N	Y	N	added-since-mw72
saMvasaTa	Y	Y	N	kept
saMveSana	Y	Y	N	kept
saMvejanIya	N	Y	N	added-since-mw72
saMviBAgI	N	N	N	never-seen
saMviDitsu	N	Y	N	added-since-mw72
saMvijYAna	N	Y	N	added-since-mw72
saMyamanin	N	N	N	never-seen
saMyati	N	Y	N	added-since-mw72
saMyojana	Y	Y	N	kept
saNga	Y	Y	N	kept
saPalIkaraRa	N	Y	N	added-since-mw72
saPalatA	N	N	N	never-seen
saSiKara	N	Y	N	added-since-mw72
saSibira	N	Y	N	added-since-mw72
saYj	Y	Y	N	kept
sabanDa	N	Y	N	added-since-mw72
sabrahmaka	Y	Y	N	kept
sad	Y	Y	N	kept
sadAgama	N	Y	N	added-since-mw72
sadAmattaka	N	Y	N	added-since-mw72
sadAmudita	N	Y	N	added-since-mw72
sadApa	N	Y	N	added-since-mw72
sadAprasravaRI	N	Y	N	added-since-mw72
sadDI	N	Y	N	added-since-mw72
sadaMpuzpA	N	N	N	never-seen
sadamBa	N	Y	N	added-since-mw72
sadant	N	N	N	never-seen
sadasya	Y	Y	N	kept
sadaya	Y	Y	N	kept
sadojira	N	Y	N	added-since-mw72
sadopavAmin	N	N	N	never-seen
sadrUpatva	N	Y	N	added-since-mw72
sadravya	N	Y	N	added-since-mw72
sadyaHkfttota	N	Y	N	added-since-mw72
sagraha	N	Y	N	added-since-mw72
sahArTanASa	N	Y	N	added-since-mw72
sahAya	Y	Y	N	kept
sahaBUmi	N	N	N	never-seen
sahakaraRa	N	Y	N	added-since-mw72
sahanftya	N	Y	N	added-since-mw72
sahanivAsitA	N	Y	N	added-since-mw72
sahasraSala	N	Y	N	added-since-mw72
sahasrapozapuzi	N	Y	N	added-since-mw72
sahasraruc	N	Y	N	added-since-mw72
sahasreDma	N	Y	N	added-since-mw72
sahima	N	Y	N	added-since-mw72
sahodana	N	Y	N	added-since-mw72
sajapa	N	Y	N	added-since-mw72
sakAyikA	N	Y	N	added-since-mw72
sakalapAWa	N	Y	N	added-since-mw72
sakalay	N	N	N	never-seen
sakazwam	N	Y	N	added-since-mw72
sakfdaBizuta	N	Y	N	added-since-mw72
saktuprasTeSvara	N	N	N	never-seen
sakvaRa	N	Y	N	added-since-mw72
salagnaka	N	Y	N	added-since-mw72
salileSvara	N	Y	N	added-since-mw72
sallaya	N	Y	N	added-since-mw72
samADi	Y	Y	N	kept
samAMSaBAgin	N	Y	N	added-since-mw72
samAdAnika	N	Y	N	added-since-mw72
samAnABihAra	N	Y	N	added-since-mw72
samAnaDizRya	N	Y	N	added-since-mw72
samAnajYAtitvamaya	N	Y	N	added-since-mw72
samAnakartftva	N	Y	N	added-since-mw72
samAnapAtra	N	Y	N	added-since-mw72
samAraka	N	Y	N	added-since-mw72
samAvartin	N	Y	N	added-since-mw72
samAveSana	N	Y	N	added-since-mw72
samI	N	Y	N	added-since-mw72
samIpasaptamI	N	Y	N	added-since-mw72
samaByAsa	N	Y	N	added-since-mw72
samaDizWAna	N	Y	N	added-since-mw72
samaSas	N	Y	N	added-since-mw72
samaYjana	N	Y	N	added-since-mw72
samacitta	N	Y	N	added-since-mw72
samaganDa	N	Y	N	added-since-mw72
samakriya	N	Y	N	added-since-mw72
samanDakArI	N	N	N	never-seen
samantaBadra	N	Y	N	added-since-mw72
samanvaya	Y	Y	N	kept
samanvezaRa	N	Y	N	added-since-mw72
samapawavAsa	N	Y	N	added-since-mw72
samarasIkaraRa	N	Y	N	added-since-mw72
samarasa	N	Y	N	added-since-mw72
samarcA	N	Y	N	added-since-mw72
samarcaka	N	Y	N	added-since-mw72
samatikrama	Y	Y	N	kept
samavAyika	N	Y	N	added-since-mw72
samavAyin	Y	Y	N	kept
samavasarga	N	Y	N	added-since-mw72
samavyAptika	N	Y	N	added-since-mw72
samuccAra	N	Y	N	added-since-mw72
samucca	N	Y	N	added-since-mw72
samudAnItatva	N	Y	N	added-since-mw72
samudAnayana	N	Y	N	added-since-mw72
samudAnetavya	N	Y	N	added-since-mw72
samudGAta	N	Y	N	added-since-mw72
samuditvara	N	Y	N	added-since-mw72
samudrAnta	N	Y	N	added-since-mw72
samudrakaleKaka	N	N	N	never-seen
samujjihIrzu	Y	Y	N	kept
samunnidra	N	Y	N	added-since-mw72
samupanayana	N	Y	N	added-since-mw72
samutTApaka	N	Y	N	added-since-mw72
samutkampin	N	Y	N	added-since-mw72
samutkawa	N	Y	N	added-since-mw72
samutkzepa	N	Y	N	added-since-mw72
samutpatizRu	N	Y	N	added-since-mw72
samutpipatizu	Y	Y	N	kept
samyagAjYA	N	Y	N	added-since-mw72
samyagvftti	N	Y	N	added-since-mw72
samyakkarmAnta	N	Y	N	added-since-mw72
samyaktvamiTyAtvasarvasaMgrasana	N	Y	N	added-since-mw72
sant	N	N	N	never-seen
saparzatka	N	Y	N	added-since-mw72
sapatni	N	N	N	never-seen
sapfzWI	N	N	N	never-seen
sapfzata	N	Y	N	added-since-mw72
sapratiBaya	N	Y	N	added-since-mw72
sapratiGa	N	Y	N	added-since-mw72
saptASva	N	Y	N	added-since-mw72
saptaBUmi	N	Y	N	added-since-mw72
saptaSana	N	N	N	never-seen
saptahaya	N	Y	N	added-since-mw72
saptakfdBavaparama	N	Y	N	added-since-mw72
saptapattra	N	Y	N	added-since-mw72
saptasAgara	N	Y	N	added-since-mw72
saptaviMSatiSata	N	Y	N	added-since-mw72
saputrajYAtibAnDava	N	Y	N	added-since-mw72
sar	N	N	N	never-seen
sarAjaka	Y	Y	N	kept
sarUpin	N	Y	N	added-since-mw72
sara	Y	Y	N	kept
sarajasa	Y	Y	N	kept
sargakAlIna	N	Y	N	added-since-mw72
sarisrut	N	Y	N	added-since-mw72
saritsuraNgA	N	Y	N	added-since-mw72
sarj	Y	Y	N	kept
sarp	N	N	N	never-seen
sarpAsyA	N	Y	N	added-since-mw72
sarpAy	N	N	N	never-seen
sarpavfScikaromavant	N	N	N	never-seen
sarpin	Y	Y	N	kept
sarvABayaMkara	N	Y	N	added-since-mw72
sarvABiSaNkin	N	Y	N	added-since-mw72
sarvAmaratva	N	Y	N	added-since-mw72
sarva	Y	Y	N	kept
