pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
217695	7-344-c	taTAkArin	tathākārin	nearform0.94		tatkArin		tatkArin	confirmed-missing	1	sch	1	126,59	0	0	94	add-check:auto-confirmed-false-friend: near form 'tatkArin' is a separate pw.txt entry at 3-003-c (candidate at 7-344-c) carrying its own distinct sense - omission stands
217696	7-344-c	taTAgatacintyaguhyanirdeSa	tathāgatacintyaguhyanirdeśa	NO-MATCH	B		B:taTAtA		confirmed-missing	1	sch	1	65,30	0	0	361	
217717	7-344-d	tanitar	tanitar	nearform0.80		tandrita		tandrita	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'tandrita' is a separate pw.txt entry at 3-009-c (candidate at 7-344-d) carrying its own distinct sense - omission stands
217722	7-344-d	tanUkartar	tanūkartar	nearform0.90		tanUkaraRa		tanUkaraRa	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'tanUkaraRa' is a separate pw.txt entry at 3-008-b (candidate at 7-344-d) carrying its own distinct sense - omission stands
217727	7-344-d	tantumant	tantumant	nearform0.94		tantumat		tantumat	near-form-needs-eyes	4	cae;ccs;pwg;sch	0		0	0	46	
217728	7-344-d	tantrapati	tantrapati	NO-MATCH	B		B:tantrAvApa		confirmed-missing	2	ieg;sch	0		0	0	47	
217730	7-344-d	tantrya	tantrya	nearform0.93		tantraya		tantraya	near-form-needs-eyes	1	sch	0		0	0	39	
217731	7-344-d	tandrAy	tandrāy	nearform0.93		tandrayu		tandrayu	confirmed-missing	4	cae;ccs;pwg;sch	0		1	0	118	add-check:auto-confirmed-false-friend: near form 'tandrayu' is a separate pw.txt entry at 3-009-c (candidate at 7-344-d) carrying its own distinct sense - omission stands
217747	7-345-a	tamanI	tamanī	stem				tamana	covered-by-MW-stem-form	1	sch	0		0	0	38	
217751	7-345-a	tamastamaHparAyaRa	tamastamaḥparāyaṇa	NO-MATCH	B		B:tamaskARqa		confirmed-missing	1	sch	1	147	0	0	86	
217752	7-345-a	tamAKu	tamākhu	NO-MATCH	B		B:tamISvara		confirmed-missing	1	sch	0		0	0	38	
217754	7-345-a	tamojyotizparAyaRa	tamojyotiṣparāyaṇa	NO-MATCH	B		B:tamISvara;B:tamoBAga		confirmed-missing	1	sch	1	147	0	0	86	
217757	7-345-a	tar	tar	stem				tarI;tara;taras	covered-by-MW-stem-form	9	ae;bor;cae;ccs;fri;gra;pwg;sch;stc	0		0	0	370	
217761	7-345-a	tarattAra	tarattāra	nearform0.94		tAratAra		tAratAra	confirmed-missing	1	sch	0		0	0	142	add-check:auto-confirmed-false-friend: near form 'tAratAra' is a separate pw.txt entry at 3-024-a (candidate at 7-345-a) carrying its own distinct sense - omission stands
217769	7-345-b	tarutar	tarutar	nearform0.92		tarutA		tarutA	confirmed-missing	3	ccs;pwg;sch	0		0	0	58	add-check:auto-confirmed-false-friend: near form 'tarutA' is a separate pw.txt entry at 3-016-b (candidate at 7-345-b) carrying its own distinct sense - omission stands
217773	7-345-b	tarq	tarḍ	nearform0.86		taq		taq	near-form-needs-eyes	1	sch	0		0	0	69	auto-confirm withheld: a case-folded MW headword exists (Akalita/akalita trap: SLP1 case is phonemic) - needs eyes
217774	7-345-b	tarham	tarham	stem				tarha;tarhi	covered-by-MW-stem-form	1	sch	0		0	0	71	
217778	7-345-b	talavarga	talavarga	nearform0.94		talavara		talavara	near-form-needs-eyes	2	bhs;sch	0		0	0	105	
217785	7-345-b	talloka	talloka	nearform0.93		talaloka		talaloka	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'talaloka' is a separate pw.txt entry at 3-018-c (candidate at 7-345-b) carrying its own distinct sense - omission stands
217786	7-345-b	tavasvant	tavasvant	nearform0.94		tavasvat		tavasvat	near-form-needs-eyes	4	cae;ccs;pwg;sch	0		0	0	47	
217791	7-345-b	tAwAvacara	tāṭāvacara	nearform0.90		tAlAvacara		tAlAvacara	confirmed-missing	1	sch	1	218,16	0	0	109	add-check:auto-confirmed-false-friend: near form 'tAlAvacara' is a separate pw.txt entry at 3-025-c (candidate at 7-345-b) carrying its own distinct sense - omission stands
217803	7-345-c	tAmasavana	tāmasavana	nearform1.00		tamasAvana		tamasAvana	covered-by-fold-twin-flagged	2	pwg;sch	0		0	0	74	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217825	7-345-c	tAvaMtka	tāvaṃtka	nearform0.93		tAvatka		tAvatka	near-form-needs-eyes	0		0		0	0	70	
217827	7-345-c	tigmateja	tigmateja	stem				tigmatejas	covered-by-MW-stem-form	1	sch	0		0	0	98	
217830	7-345-d	tintrIRIkA	tintrīṇīkā	NO-MATCH	B		B:tij;B:tinduki		confirmed-missing	1	sch	0		0	0	144	
217832	7-345-d	timitimiMgala	timitimiṃgala	nearform0.92		timitimiMgila		timitimiMgila	confirmed-missing	1	sch	0		0	0	106	add-check:auto-confirmed-false-friend: near form 'timitimiMgila' is a separate pw.txt entry at 3-028-c (candidate at 7-345-d) carrying its own distinct sense - omission stands
217849	7-345-d	tilakocavaka	tilakocavaka	NO-MATCH	B		B:tilakAvala;B:tilaDenu		confirmed-missing	2	bhs;sch	1	238,29	0	0	100	
217856	7-345-d	tITenAvA	tīthenāvā	NO-MATCH	B		B:tIkzRalavaRa;B:tIm		confirmed-missing	0		0		0	0	40	
217858	7-345-d	tIyikA	tīyikā	nearform0.83		tIrikA		tIrikA	confirmed-missing	1	sch	0		0	0	230	add-check:auto-confirmed-false-friend: near form 'tIrikA' is a separate pw.txt entry at 3-032-b (candidate at 7-345-d) carrying its own distinct sense - omission stands
217862	7-346-a	tIrTikAvakrAntaka	tīrthikāvakrāntaka	NO-MATCH	B		B:tIrTa		confirmed-missing	1	sch	1	271,4	0	0	138	
217863	7-346-a	tIrTodgAraprakIrRaka	tīrthodgāraprakīrṇaka	NO-MATCH	B		B:tuNganATa		confirmed-missing	1	sch	0		0	0	94	
217866	7-346-a	tuRava	tuṇava	NO-MATCH	B		B:tuj;B:tuRqicela		confirmed-missing	2	bhs;sch	1	218,8	1	1	139	
217899	7-346-b	tUzRoMviprakramaRa	tūṣṇoṃviprakramaṇa	nearform0.94		tUzRIMviprakramaRa		tUzRIMviprakramaRa	near-form-needs-eyes	0		1	261,81	0	0	171	
217910	7-346-b	tfzwAvarutrI	tṛṣṭāvarutrī	nearform0.88		tvazwAvarUtrI		tvazwAvarUtrI	confirmed-missing	1	sch	0		0	0	188	add-check:auto-confirmed-false-friend: near form 'tvazwAvarUtrI' is a separate pw.txt entry at 7-347-a (candidate at 7-346-b) carrying its own distinct sense - omission stands
217914	7-346-b	tejovant	tejovant	nearform0.93		tejovat		tejovat	near-form-needs-eyes	4	cae;ccs;pwg;sch	1	21,44	0	0	206	
217915	7-346-b	tejovEdagDyaSIlavant	tejovaidagdhyaśīlavant	nearform0.97		tejovEdagDyaSIlavat		tejovEdagDyaSIlavat	near-form-needs-eyes	1	sch	0		0	0	52	
217931	7-346-c	trAyin	trāyin	nearform0.91		tAyin		tAyin	confirmed-missing	2	bhs;sch	0		0	0	127	add-check:auto-confirmed-false-friend: near form 'tAyin' is a separate pw.txt entry at 5-255-b (candidate at 7-346-c) carrying its own distinct sense - omission stands
217933	7-346-c	triMSadBAga	triṃśadbhāga	nearform0.91		triMSadaNga		triMSadaNga	near-form-needs-eyes	2	md;sch	0		0	0	43	
217934	7-346-c	triMSanmAna	triṃśanmāna	nearform0.82		triMSAMSaka		triMSAMSaka	near-form-needs-eyes	1	sch	0		0	0	43	auto-confirm withheld: near form is a pw cross-reference entry with no own sense
217935	7-346-c	triHpiba	triḥpiba	nearform0.93		tripiba		tripiba	near-form-needs-eyes	1	sch	0		0	0	40	auto-confirm withheld: candidate's own pw entry equates it to the near form (tripiba) - variant/editorial call, not a clean omission
217937	7-346-c	trikARqaka	trikāṇḍaka	nearform0.90		tridaRqaka		tridaRqaka	confirmed-missing	1	sch	1	245,313	0	0	66	add-check:auto-confirmed-false-friend: near form 'tridaRqaka' is a separate pw.txt entry at 3-050-a (candidate at 7-346-c) carrying its own distinct sense - omission stands
217938	7-346-c	trikowita	trikoṭita	NO-MATCH	B		B:trigaRa		confirmed-missing	1	sch	0		0	0	238	
217951	7-346-c	triparivartam	triparivartam	stem				triparivarta	covered-by-MW-stem-form	1	sch	1	64,1	0	0	194	
217960	7-346-d	triprAtihAryasaMpanna	triprātihāryasaṃpanna	nearform1.00		triprAtihAryasampanna		triprAtihAryasampanna	covered-by-fold-twin-flagged	1	sch	1	1,73	0	0	120	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217985	7-346-d	triHSyeta	triḥśyeta	nearform0.94		triSyeta		triSyeta	confirmed-missing	1	sch	0		0	0	46	add-check:auto-confirmed-false-friend: near form 'triSyeta' is a separate pw.txt entry at 3-055-a (candidate at 7-346-d) carrying its own distinct sense - omission stands
217988	7-346-d	trizwAvarutrI	triṣṭāvarutrī	nearform1.00		trizwAvarUtrI		trizwAvarUtrI	covered-by-fold-twin-flagged	1	sch	0		0	0	117	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217989	7-346-d	triHzamfdDatva	triḥṣamṛddhatva	nearform0.93		triHsamfdDatva		triHsamfdDatva	confirmed-missing	0		0		0	0	96	add-check:auto-confirmed-false-friend: near form 'triHsamfdDatva' is a separate pw.txt entry at 6-302-a (candidate at 7-346-d) carrying its own distinct sense - omission stands
217994	7-347-a	trIrAtrIRa	trīrātrīṇa	nearform1.00		trirAtrIRA		trirAtrIRA	covered-by-fold-twin-flagged	3	cae;ccs;sch	0		0	0	42	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217997	7-347-a	trEdaSaka	traidaśaka	nearform0.89		trEdaSika		trEdaSika	confirmed-missing	1	sch	0		0	0	119	add-check:auto-confirmed-false-friend: near form 'trEdaSika' is a separate pw.txt entry at 3-056-c (candidate at 7-347-a) carrying its own distinct sense - omission stands
218015	7-347-a	daMzwrAkarAlavant	daṃṣṭrākarālavant	nearform0.97		daMzwrAkarAlavat		daMzwrAkarAlavat	near-form-needs-eyes	1	sch	0		0	0	125	
218017	7-347-a	dakzaka	dakṣaka	nearform1.00		dAkzaka		dAkzaka	covered-by-fold-twin-flagged	2	pui;sch	0		1	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218021	7-347-a	dakziRajAnvakta	dakṣiṇajānvakta	nearform0.93		dakziRajAnvakna		dakziRajAnvakna	near-form-needs-eyes	2	md;sch	0		0	0	102	
218022	7-347-b	dakziRatOpacAra	dakṣiṇataupacāra	nearform0.90		dakziRataupacAra		dakziRataupacAra	near-form-needs-eyes	0		0		0	0	47	
218025	7-347-b	dakziRadeSana	dakṣiṇadeśana	nearform1.00		dakziRAdeSana		dakziRAdeSana	covered-by-fold-twin-flagged	1	sch	0		0	0	165	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218050	7-347-b	dattArka	dattārka	nearform0.88		dattAkza		dattAkza	confirmed-missing	2	acc;sch	0		0	0	91	add-check:auto-confirmed-false-friend: near form 'dattAkza' is a separate pw.txt entry at 3-066-a (candidate at 7-347-b) carrying its own distinct sense - omission stands
218053	7-347-c	daDigaRa	dadhigaṇa	nearform0.80		DigvaRa		DigvaRa	confirmed-missing	0		0		0	0	40	add-check:auto-confirmed-false-friend: near form 'DigvaRa' is a separate pw.txt entry at 3-160-c (candidate at 7-347-c) carrying its own distinct sense - omission stands
218064	7-347-c	danDana	dandhana	nearform0.93		danDvana		danDvana	confirmed-missing	0		0		0	0	61	add-check:auto-confirmed-false-friend: near form 'danDvana' is a separate pw.txt entry at 3-263-c (candidate at 7-347-c) carrying its own distinct sense - omission stands
218070	7-347-c	darImant	darīmant	nearform0.93		darIman		darIman	confirmed-missing	1	sch	0		0	0	100	add-check:auto-confirmed-false-friend: near form 'darIman' is a separate pw.txt entry at 3-070-c (candidate at 7-347-c) carrying its own distinct sense - omission stands
218073	7-347-c	darpaR	darpaṇ	stem				darpaRa	covered-by-MW-stem-form	0		0		0	0	38	
218074	7-347-c	darB	darbh	stem				darBa;darBi	covered-by-MW-stem-form	5	ccs;fri;gra;pwg;sch	0		0	0	133	
218076	7-347-c	darBaRa	darbhaṇa	nearform1.00		darBara		darBara	covered-by-fold-twin-flagged	3	cae;ccs;sch	0		1	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218080	7-347-c	darS	darś	stem				darSa	covered-by-MW-stem-form	4	ccs;fri;pwg;sch	0		0	0	408	
218093	7-347-d	daSaraTalalitavrata	daśarathalalitavrata	nearform1.00		daSaraTalalitAvrata		daSaraTalalitAvrata	covered-by-fold-twin-flagged	0		0		0	0	77	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218098	7-347-d	daSAvant	daśāvant	nearform0.93		daSAvat		daSAvat	near-form-needs-eyes	1	sch	0		0	0	40	
218101	7-347-d	dahyA	dahyā	stem				dahyu	covered-by-MW-stem-form	1	sch	0		0	0	37	
218115	7-348-a	dAnavaSI	dānavaśī	NO-MATCH	B		B:dAnamaya;B:dAnaSAlA		confirmed-missing	1	sch	0		0	0	40	
218124	7-348-a	dArasaMbanDa	dārasaṃbandha	nearform1.00		dArasambanDa		dArasambanDa	covered-by-fold-twin-flagged	1	sch	0		0	0	44	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218129	7-348-a	dArvIca	dārvīca	nearform0.80		dAravIya		dAravIya	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'dAravIya' is a separate pw.txt entry at 3-083-a (candidate at 7-348-a) carrying its own distinct sense - omission stands
218130	7-348-a	dArSI	dārśī	stem				dArSa	covered-by-MW-stem-form	1	sch	0		0	0	146	
218131	7-348-a	dAvadahanajvAlAkalApAy	dāvadahanajvālākalāpāy	stem				dAvadahanajvAlAkalApAya	covered-by-MW-stem-form	1	sch	0		0	0	61	
218135	7-348-a	dAsIka	dāsīka	stem				dAsIkf	covered-by-MW-stem-form	2	mw72;sch	0		1	0	38	
218141	7-348-a	digvilokita	digvilokita	nearform0.82		digvilokana		digvilokana	confirmed-missing	2	bhs;sch	1	21,19	0	0	119	add-check:auto-confirmed-false-friend: near form 'digvilokana' is a separate pw.txt entry at 3-086-c (candidate at 7-348-a) carrying its own distinct sense - omission stands
218143	7-348-a	diNnAda	diṅnāda	nearform0.86		diNnATa		diNnATa	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'diNnATa' is a separate pw.txt entry at 3-087-a (candidate at 7-348-a) carrying its own distinct sense - omission stands
218145	7-348-a	diRqika	diṇḍika	nearform0.86		dARqika		dARqika	confirmed-missing	2	inm;sch	0		0	0	52	add-check:auto-confirmed-false-friend: near form 'dARqika' is a separate pw.txt entry at 3-080-c (candidate at 7-348-a) carrying its own distinct sense - omission stands
218157	7-348-b	divyavarzasahasraka	divyavarṣasahasraka	NO-MATCH	B		B:divyatA;B:diS		confirmed-missing	1	sch	0		0	0	51	
218163	7-348-b	dIkzitadaRqa	dīkṣitadaṇḍa	NO-MATCH	B		B:dIkz		confirmed-missing	1	sch	0		0	0	107	
218164	7-348-b	dIkzitayAjYika	dīkṣitayājñika	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	46	
218165	7-348-b	dIkzya	dīkṣya	nearform0.83		dAkzya		dAkzya	confirmed-missing	1	sch	0		0	1	38	add-check:auto-confirmed-false-friend: near form 'dAkzya' is a separate pw.txt entry at 3-080-b (candidate at 7-348-b) carrying its own distinct sense - omission stands
218170	7-348-b	dIpAvatI	dīpāvatī	nearform1.00		dIpavatI		dIpavatI	covered-by-fold-twin-flagged	2	bhs;sch	0		1	0	110	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218173	7-348-b	dIrGay	dīrghay	stem				dIrGaya	covered-by-MW-stem-form	0		0		1	0	140	
218179	7-348-c	duHKaSokavant	duḥkhaśokavant	nearform0.96		duHKaSokavat		duHKaSokavat	near-form-needs-eyes	1	sch	0		0	0	45	
218183	7-348-c	duHKilatA	duḥkhilatā	nearform0.82		duHKAnta		duHKAnta	confirmed-missing	2	bhs;sch	1	85,16	0	0	79	add-check:auto-confirmed-false-friend: near form 'duHKAnta' is a separate pw.txt entry at 3-097-c (candidate at 7-348-c) carrying its own distinct sense - omission stands
218193	7-348-c	duraBisaMBava	durabhisaṃbhava	nearform1.00		duraBisamBava		duraBisamBava	covered-by-fold-twin-flagged	3	bhs;fri;sch	1	245,804	0	0	228	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218204	7-348-c	durgAsAvitri	durgāsāvitri	stem				durgAsAvitrI	covered-by-MW-stem-form	1	sch	0		0	0	44	
218223	7-348-d	duHSlizwa	duḥśliṣṭa	nearform0.82		duHSizya		duHSizya	confirmed-missing	1	sch	0		1	1	41	add-check:auto-confirmed-false-friend: near form 'duHSizya' is a separate pw.txt entry at 3-106-a (candidate at 7-348-d) carrying its own distinct sense - omission stands
218226	7-348-d	duzWulapraticCAdana	duṣṭhulapraticchādana	NO-MATCH	B		B:duzkuhaka		confirmed-missing	1	sch	1	261,54	0	0	162	
218227	7-348-d	duzWulArocana	duṣṭhulārocana	NO-MATCH	B		B:duzparimfzwa		confirmed-missing	1	sch	1	261,6	0	0	151	
218235	7-348-d	duHzamAprABfta	duḥṣamāprābhṛta	NO-MATCH	B		B:duzyanta;B:duh		confirmed-missing	1	sch	0		0	0	101	
218242	7-348-d	dUray	dūray	stem				dUraya	covered-by-MW-stem-form	3	cae;pwg;sch	0		0	0	79	
218245	7-349-a	dUrAdDi	dūrāddhi	nearform0.92		durADi		durADi	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'durADi' is a separate pw.txt entry at 5-256-b (candidate at 7-349-a) carrying its own distinct sense - omission stands
218248	7-349-a	dUzay	dūṣay	stem				dUzaya;dUzayat	covered-by-MW-stem-form	4	cae;ccs;fri;sch	0		1	0	164	
218254	7-349-a	dfQikA	dṛḍhikā	nearform0.83		dAQikA		dAQikA	confirmed-missing	1	sch	0		0	0	97	add-check:auto-confirmed-false-friend: near form 'dAQikA' is a separate pw.txt entry at 3-080-c (candidate at 7-349-a) carrying its own distinct sense - omission stands
218258	7-349-a	dfSvarI	dṛśvarī	NO-MATCH	A		A:dfSIku		confirmed-missing	1	sch	0		0	0	40	
218259	7-349-a	dfzant	dṛṣant	nearform0.91		dfzan		dfzan	near-form-needs-eyes	2	pwg;sch	0		0	0	43	
218265	7-349-a	dfzwAntavant	dṛṣṭāntavant	nearform0.96		dfzwAntavat		dfzwAntavat	near-form-needs-eyes	0		0		0	0	135	
218269	7-349-a	dfzwipanTan	dṛṣṭipanthan	nearform0.82		dfzwinipAta		dfzwinipAta	confirmed-missing	2	pwg;sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'dfzwinipAta' is a separate pw.txt entry at 3-113-c (candidate at 7-349-a) carrying its own distinct sense - omission stands
218296	7-349-b	devikAhavis	devikāhavis	NO-MATCH	A		B:devaheqana;A:devI		confirmed-missing	1	sch	0		0	0	91	
218306	7-349-b	dehaMBaravArttika	dehaṃbharavārttika	nearform1.00		dehamBaravArttika		dehamBaravArttika	covered-by-fold-twin-flagged	1	sch	0		0	0	49	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218327	7-349-c	dOzWulya	dauṣṭhulya	nearform0.88		dOzkulya		dOzkulya	confirmed-missing	1	bhs	1	109,20	1	1	104	add-check:auto-confirmed-false-friend: near form 'dOzkulya' is a separate pw.txt entry at 3-125-b (candidate at 7-349-c) carrying its own distinct sense - omission stands
218335	7-349-c	dyumaryAdavant	dyumaryādavant	nearform0.96		dyumaryAdavat		dyumaryAdavat	near-form-needs-eyes	1	sch	0		0	0	166	
218345	7-349-d	dravant	dravant	stem				dravantI	covered-by-MW-stem-form	2	pwg;sch	0		0	0	44	
218352	7-349-d	dravyamAtrA	dravyamātrā	stem				dravyamAtra	covered-by-MW-stem-form	1	sch	0		0	0	43	
218363	7-349-d	dvaMdvasaMprahAra	dvaṃdvasaṃprahāra	nearform1.00		dvaMdvasamprahAra		dvaMdvasamprahAra	covered-by-fold-twin-flagged	2	ben;sch	0		0	0	49	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218367	7-349-d	dvAdaSamaYjarikAstotra	dvādaśamañjarikāstotra	nearform0.95		dvAdaSapaYjarikAstotra		dvAdaSapaYjarikAstotra	confirmed-missing	0		0		0	0	94	add-check:auto-confirmed-false-friend: near form 'dvAdaSapaYjarikAstotra' is a separate pw.txt entry at 3-264-b (candidate at 7-349-d) carrying its own distinct sense - omission stands
218370	7-350-a	dvAdaSavarzika	dvādaśavarṣika	nearform1.00		dvAdaSavArzika		dvAdaSavArzika	covered-by-fold-twin-flagged	2	ccs;sch	0		0	0	46	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218373	7-350-a	dvArakozWaka	dvārakoṣṭhaka	nearform1.00		dvArakozwaka		dvArakozwaka	covered-by-fold-twin-flagged	3	bhs;ieg;sch	0		0	0	156	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218377	7-350-a	dvAsAha	dvāsāha	nearform0.93		devasaha		devasaha	confirmed-missing	1	sch	0		0	0	93	add-check:auto-confirmed-false-friend: near form 'devasaha' is a separate pw.txt entry at 3-118-c (candidate at 7-350-a) carrying its own distinct sense - omission stands
218386	7-350-a	dvinizWa	dviniṣṭha	nearform0.88		dvinizka		dvinizka	confirmed-missing	1	sch	0		0	0	90	add-check:auto-confirmed-false-friend: near form 'dvinizka' is a separate pw.txt entry at 3-136-a (candidate at 7-350-a) carrying its own distinct sense - omission stands
218389	7-350-a	dvipitar	dvipitar	nearform0.80		dvipari		dvipari	confirmed-missing	1	sch	0		0	0	102	add-check:auto-confirmed-false-friend: near form 'dvipari' is a separate pw.txt entry at 3-136-b (candidate at 7-350-a) carrying its own distinct sense - omission stands
218398	7-350-a	dvivfntAy	dvivṛntāy	stem				dvivfntAya	covered-by-MW-stem-form	0		0		0	0	43	
218404	7-350-a	dvIpavant	dvīpavant	nearform0.94		dvIpavat		dvIpavat	near-form-needs-eyes	3	ben;pwg;sch	0		0	0	72	
218412	7-350-b	dvyaRukIy	dvyaṇukīy	stem				dvyaRukIya	covered-by-MW-stem-form	0		0		0	0	41	
218417	7-350-b	DanadAy	dhanadāy	stem				DanadAya	covered-by-MW-stem-form	0		0		0	0	103	
218419	7-350-b	Danav	dhanav	stem				Danava;Danavat	covered-by-MW-stem-form	1	sch	0		0	0	37	
218422	7-350-b	DanasaMmata	dhanasaṃmata	nearform1.00		Danasammata		Danasammata	covered-by-fold-twin-flagged	2	bhs;sch	0		0	0	115	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218424	7-350-b	DanAy	dhanāy	stem				DanAyA;DanAya;DanAyu	covered-by-MW-stem-form	2	pwg;sch	0		1	0	97	
218426	7-350-b	DanuzkalApaka	dhanuṣkalāpaka	NO-MATCH	B		B:DanurmArga		confirmed-missing	2	bhs;sch	1	217,33	0	0	107	
218427	7-350-b	DanuzketakI	dhanuṣketakī	nearform0.95		DanuketakI		DanuketakI	confirmed-missing	2	bhs;sch	1	240,34	0	0	110	add-check:auto-confirmed-false-friend: near form 'DanuketakI' is a separate pw.txt entry at 3-141-c (candidate at 7-350-b) carrying its own distinct sense - omission stands
218434	7-350-b	DanvArti	dhanvārti	nearform0.80		DAnAvat		DAnAvat	near-form-needs-eyes	2	cae;sch	0		0	0	140	
218435	7-350-b	Dayadvant	dhayadvant	nearform0.94		Dayadvat		Dayadvat	near-form-needs-eyes	1	sch	0		0	0	47	
218436	7-350-b	Dar	dhar	stem				DarA;Dara	covered-by-MW-stem-form	4	ccs;fri;pwg;sch	0		0	0	173	
218445	7-350-c	Darm	dharm	stem				Darma;Darman	covered-by-MW-stem-form	1	pwg	0		0	0	37	
218452	7-350-c	DarmaDvajavant	dharmadhvajavant	NO-MATCH	B		B:DarmaDAraya;B:DarmapASa		confirmed-missing	1	sch	0		0	0	104	
218455	7-350-c	Darmay	dharmay	stem				Darmayu	covered-by-MW-stem-form	0		0		1	0	40	
218461	7-350-c	DarmaviroDavant	dharmavirodhavant	nearform0.97		DarmaviroDavat		DarmaviroDavat	near-form-needs-eyes	1	sch	0		0	0	47	
