sup7_headword	class	verdict	pw_L	pw_pc	pwkvn_L	pwkvn_pc	bhs_L	bhs_pc	mahavy	mahavy_refs	corr_n	corr_dicts	review_note
pratidvaMdvay	never-seen	covered-by-MW-stem-form	633453	7-360-c	65416	7-360-c			0		0		MW99 stem-family forms: pratidvaMdvaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
pratigrAmasamIyam	never-seen	confirmed-missing	633420	7-360-b	65383	7-360-b			0		0		
pratikaRWakayA	never-seen	confirmed-missing	633405	7-360-b	65368	7-360-b			0		1	sch	
pratimAsaMprokzaRa	never-seen	covered-by-fold-twin-flagged	596894	6-303-c	29221	6-303-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pratinisfjya	never-seen	confirmed-missing	633474	7-360-c	65437	7-360-c			1	130	0		MAHAVY 130,1
pratisaMkrAma	never-seen	covered-by-fold-twin-flagged	295043	4-147-c	65617	7-361-a			0		2	pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pratisaMmodana	never-seen	covered-by-fold-twin-flagged	633663	7-361-a	65626	7-361-a	10197	372,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
pratisamAsam	never-seen	covered-by-MW-stem-form	587004	4-302-b	19393	4-302-b			0		1	sch	MW99 stem-family forms: pratisamAs
prativaktar	never-seen	confirmed-missing	633576	7-360-d	65539	7-360-d			0		1	sch	
pratiyatra	never-seen	confirmed-missing	633558	7-360-d	65521	7-360-d			0		0		
prattadEvata	never-seen	confirmed-missing	587007	4-302-b	19396	4-302-b			0		1	sch	
pratyArava	never-seen	confirmed-missing	633783	7-361-b	65746	7-361-b			0		0		
pratyArdrI	never-seen	covered-by-MW-stem-form	296848	4-154-a	65752	7-361-b			0		1	sch	MW99 stem-family forms: pratyArdrA;pratyArdra
pratyAstaraRa	never-seen	confirmed-missing	633798	7-361-b	65761	7-361-b			0		1	sch	
pratyekarUpa	never-seen	confirmed-missing	633828	7-361-c	65791	7-361-c			0		1	sch	
pratyuktatva	never-seen	confirmed-missing	592912	5-260-c	25258	5-260-c			0		1	sch	
pravAritArTAtisevA	never-seen	confirmed-missing	634005	7-362-a	65968	7-362-a			1	261	1	sch	MAHAVY 261,78
pravaRay	never-seen	covered-by-MW-stem-form	633984	7-361-d	65947	7-361-d			0		0		MW99 stem-family forms: pravaRaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
pravartamAnatA	never-seen	confirmed-missing	592933	5-261-a	25279	5-261-a			0		1	sch	
pravfttasaMprahAra	never-seen	covered-by-fold-twin-flagged	596948	6-304-a	29275	6-304-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
prayogi	never-seen	covered-by-MW-stem-form	633966	7-361-d	65929	7-361-d			0		1	sch	MW99 stem-family forms: prayoga
pretvarI	never-seen	confirmed-missing	308649	4-195-b	66346	7-363-a			0		1	sch	
priyAy	never-seen	covered-by-MW-stem-form	308032	4-193-b	25363	5-261-a			0		2	gra;sch	MW99 stem-family forms: priyAya
puRqarIkinI	never-seen	confirmed-missing	586896	4-302-a	19285	4-302-a			0		0		
puRyI	never-seen	covered-by-MW-stem-form	592711	5-260-a	25057	5-260-a			0		1	sch	MW99 stem-family forms: puRyA;puRya
puRyapApekzitar	never-seen	confirmed-missing	632768	7-358-c	64735	7-358-c			0		1	sch	
puYjay	never-seen	covered-by-MW-stem-form	278897	4-091-b	25039	5-260-a			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: puYjaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
punaHsaMBava	never-seen	covered-by-fold-twin-flagged	280354	4-096-c	29158	6-303-c			0		5	cae;ccs;lrv;pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
purAsura	never-seen	confirmed-missing	642789	7-389-a	74608	7-389-a			0		1	sch	
purIzasaMhita	never-seen	confirmed-missing	596837	6-303-c	29164	6-303-c			0		1	sch	
puzpAkzita	never-seen	confirmed-missing	632987	7-359-a	64954	7-359-a			0		1	sch	
puzpAy	never-seen	covered-by-MW-stem-form	592765	5-260-b	25111	5-260-b			0		0		MW99 stem-family forms: puzpAya
puzpavant	never-seen	confirmed-missing	283312	4-106-c	19318	4-302-a			0		6	ben;cae;ccs;mci;pwg;sch	
puzpy	never-seen	covered-by-MW-stem-form	283604	4-107-c	64963	7-359-b			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: puzpya
puzyarAga	never-seen	confirmed-missing	632999	7-359-b	64966	7-359-b			0		2	ieg;sch	
pyA	never-seen	confirmed-missing	289280	4-126-b	25174	5-260-b			0		7	cae;ccs;gra;lan;pwg;sch;stc	
rAjImatI	never-seen	confirmed-missing	593868	5-264-b	26212	5-264-b			0		1	sch	
rAjahaMsAy	never-seen	covered-by-MW-stem-form	597431	6-305-c	29755	6-305-c			0		0		MW99 stem-family forms: rAjahaMsAya
rAjamArgI	never-seen	covered-by-MW-stem-form	637394	7-371-a	69295	7-371-a			0		1	sch	MW99 stem-family forms: rAjamArga
rAtA	never-seen	covered-by-MW-stem-form	637421	7-371-a	69322	7-371-a			0		1	sch	MW99 stem-family forms: rAta;rAti
rAtriMmanya	never-seen	covered-by-fold-twin-flagged	388578	5-183-c	74842	7-389-d			0		5	ap;ap90;lrv;pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
rUkzaka	never-seen	confirmed-missing	637556	7-371-b	69445	7-371-b	12834	456,2	0		2	bhs;sch	
rUkzay	never-seen	confirmed-missing	392801	5-199-c	69448	7-371-b			0		4	cae;ccs;pwg;sch	named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
rUpay	never-seen	confirmed-missing	393019	5-200-c	69457	7-371-c			0		5	cae;ccs;fri;pwg;sch	named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
raSanasaMmita	never-seen	covered-by-fold-twin-flagged	384988	5-172-b	26203	5-264-b			0		2	pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
rakzApratisara	never-seen	covered-by-fold-twin-flagged	637216	7-370-c	69118	7-370-c			0		2	cae;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
rasarasAgratA	never-seen	confirmed-missing	637370	7-370-d	69274	7-370-d	12739	453,2	1	17	2	bhs;sch	MAHAVY 17,10
rasavant	never-seen	confirmed-missing	385556	5-174-b	26206	5-264-b			0		5	ben;cae;ccs;pwg;sch	
ratirAgA	never-seen	confirmed-missing	637276	7-370-c	69178	7-370-c	12574	450,2	1	197	2	bhs;sch	MAHAVY 197,56
ratnAy	never-seen	confirmed-missing	637291	7-370-c	69193	7-370-c			0		0		
ratnavant	never-seen	confirmed-missing	382970	5-165-b	74833	7-389-d	12654	452,1	0		6	bhs;cae;ccs;fri;pwg;sch	
ridviDi	never-seen	confirmed-missing	597437	6-305-c	29761	6-305-c			0		1	sch	
ripav	never-seen	confirmed-missing	593874	5-264-b	26218	5-264-b			0		0		
sAMkASikA	never-seen	confirmed-missing	640796	7-382-c	72628	7-382-c			0		1	sch	
sAgarAy	never-seen	covered-by-MW-stem-form	640790	7-382-b	72622	7-382-b			0		0		MW99 stem-family forms: sAgarAya
sAmaDarmArTanItimant	never-seen	confirmed-missing	640850	7-382-c	72682	7-382-c			0		1	sch	
sODAy	never-seen	covered-by-MW-stem-form	641139	7-383-c	72973	7-383-c			0		0		MW99 stem-family forms: sODAya
sTAyaka	never-seen	confirmed-missing	641225	7-384-a	73057	7-384-a			0		1	sch	
sTUlaBittikatA	never-seen	confirmed-missing	641228	7-384-a	73060	7-384-a			1	85	1	sch	MAHAVY 85
sTalay	never-seen	covered-by-MW-stem-form	641200	7-383-d	73033	7-383-d			0		0		MW99 stem-family forms: sTalaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
sTavirAy	never-seen	covered-by-MW-stem-form	641209	7-383-d	73042	7-383-d			0		0		MW99 stem-family forms: sTavirAya
sUpasaMpanna	never-seen	covered-by-fold-twin-flagged	641118	7-383-c	72952	7-383-c			1	48	1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
sUtray	never-seen	covered-by-MW-stem-form	536624	7-178-b	72937	7-383-c			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: sUtraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
saMBaja	never-seen	covered-by-fold-twin-flagged	640539	7-381-b	72379	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMBfti	never-seen	covered-by-fold-twin-flagged	505709	7-073-b	72388	7-381-b			0		6	ben;cae;ccs;lrv;pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMBinnapralApa	never-seen	covered-by-fold-twin-flagged	640542	7-381-b	72382	7-381-b	16328	580,1	1	92	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMBinnavyaYjanA	never-seen	covered-by-fold-twin-flagged	640545	7-381-b	72385	7-381-b			1	271. 284	1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMDay	never-seen	covered-by-MW-stem-form	497457	7-042-b	72079	7-380-b			0		5	cae;ccs;fri;pwg;sch	MW99 stem-family forms: saMDaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
saMSrAvaRa	never-seen	covered-by-fold-twin-flagged	640001	7-379-b	71851	7-379-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMbADa	never-seen	covered-by-fold-twin-flagged	505378	7-072-a	72373	7-381-b	16309	579,2	0		10	ap;ap90;ben;bhs;cae;ccs;fri;lrv;pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMbIja	never-seen	covered-by-fold-twin-flagged	640536	7-381-b	72376	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMbanDikatva	never-seen	covered-by-fold-twin-flagged	640530	7-381-b	72370	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMdarBavant	never-seen	confirmed-missing	640232	7-380-b	72073	7-380-b			0		1	sch	
saMhananavant	never-seen	confirmed-missing	640034	7-379-c	71884	7-379-c			0		0		
saMkaTya	never-seen	covered-by-fold-twin-flagged	640073	7-379-c	71923	7-379-c	15508	544,2	1	245	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMmodaganDa	never-seen	covered-by-fold-twin-flagged	640557	7-381-b	72397	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMmodanIya	never-seen	covered-by-fold-twin-flagged	640560	7-381-c	72400	7-381-c	16361	582,1	1	145	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMmuKa	never-seen	covered-by-fold-twin-flagged	506025	7-074-b	72391	7-381-b	16351	581,1	0		11	ap;ap90;bhs;cae;ccs;fri;lrv;md;pwg;sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMmuKavinaya	never-seen	covered-by-fold-twin-flagged	640554	7-381-b	72394	7-381-b	16353	581,2	1	264	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMnikASay	never-seen	confirmed-missing	640247	7-380-b	72088	7-380-b			0		0		named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
saMpAtAyAta	never-seen	covered-by-fold-twin-flagged	640488	7-381-a	72328	7-381-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpAtaka	never-seen	covered-by-fold-twin-flagged	640485	7-381-a	72325	7-381-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpad	never-seen	covered-by-fold-twin-flagged	504447	7-068-b	72319	7-381-a			0		10	ap;ap90;ben;cae;ccs;fri;lrv;pwg;sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMparivarta	never-seen	covered-by-fold-twin-flagged	640482	7-381-a	72322	7-381-a	16199	575,2	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMprAnta	never-seen	covered-by-fold-twin-flagged	640524	7-381-b	72364	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpraKyAna	never-seen	covered-by-fold-twin-flagged	640494	7-381-b	72334	7-381-b	16221	576,2	1	133	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpraharzaRa	never-seen	covered-by-fold-twin-flagged	505168	7-071-a	72361	7-381-b	16295	579,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMprajAna	never-seen	covered-by-fold-twin-flagged	640500	7-381-b	72340	7-381-b	16230	577,1	1	281	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMprajYAtAvasTA	never-seen	covered-by-fold-twin-flagged	640506	7-381-b	72346	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMprajYAtayogin	never-seen	covered-by-fold-twin-flagged	640503	7-381-b	72343	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMprajanya	never-seen	covered-by-fold-twin-flagged	640497	7-381-b	72337	7-381-b	16229	577,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpratiBAsa	never-seen	covered-by-fold-twin-flagged	640512	7-381-b	72352	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpratigraha	never-seen	covered-by-fold-twin-flagged	640509	7-381-b	72349	7-381-b	16235	577,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpravAdana	never-seen	covered-by-fold-twin-flagged	640518	7-381-b	72358	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMprayuktaka	never-seen	covered-by-fold-twin-flagged	640515	7-381-b	72355	7-381-b			1	114	2	ap;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpriyatA	never-seen	covered-by-fold-twin-flagged	640527	7-381-b	72367	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMpuzka	never-seen	covered-by-fold-twin-flagged	640491	7-381-b	72331	7-381-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
saMramBavant	never-seen	confirmed-missing	639947	7-379-b	71797	7-379-b			0		1	sch	
saMskAravant	never-seen	confirmed-missing	488879	7-009-b	71860	7-379-c			0		2	pwg;sch	
saMsneha	never-seen	confirmed-missing	640025	7-379-c	71875	7-379-c			0		1	sch	
saMviBAgI	never-seen	covered-by-MW-stem-form	639992	7-379-b	71842	7-379-b			0		1	sch	MW99 stem-family forms: saMviBAga
saMyamanin	never-seen	confirmed-missing	639941	7-379-b	71791	7-379-b			0		1	sch	
saPalatA	never-seen	confirmed-missing	640304	7-380-c	72145	7-380-c			0		2	fri;sch	
sadaMpuzpA	never-seen	confirmed-missing	495159	7-034-a	72019	7-380-a			0		1	sch	
sadant	never-seen	confirmed-missing	640175	7-380-a	72016	7-380-a			0		2	ccs;sch	
sadopavAmin	never-seen	confirmed-missing	640211	7-380-a	72052	7-380-a			0		0		
sahaBUmi	never-seen	confirmed-missing	513002	7-100-c	72577	7-382-b			0		1	sch	
sakalay	never-seen	covered-by-MW-stem-form	640040	7-379-c	71890	7-379-c			0		0		MW99 stem-family forms: sakalaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
saktuprasTeSvara	never-seen	confirmed-missing	640052	7-379-c	71902	7-379-c			0		1	sch	
samanDakArI	never-seen	covered-by-MW-stem-form	640343	7-380-c	72184	7-380-c			0		1	sch	MW99 stem-family forms: samanDakAra
samudrakaleKaka	never-seen	confirmed-missing	640467	7-381-a	72307	7-381-a			0		1	sch	
sant	never-seen	covered-by-MW-stem-form	496780	7-039-c	72067	7-380-b			0		8	ben;cae;ccs;fri;lan;pwg;sch;stc	MW99 stem-family forms: santa;santi
sapatni	never-seen	covered-by-MW-stem-form	640259	7-380-b	72100	7-380-b			0		1	sch	MW99 stem-family forms: sapatnI;sapatna
sapfzWI	never-seen	confirmed-missing	640271	7-380-b	72112	7-380-b			0		1	sch	
saptaSana	never-seen	confirmed-missing	640286	7-380-b	72127	7-380-b			0		0		
sar	never-seen	covered-by-MW-stem-form	506410	7-075-c	72418	7-381-c			0		4	ccs;fri;pwg;sch	MW99 stem-family forms: sarA;sarI;sara
sarp	never-seen	covered-by-MW-stem-form	507905	7-082-b	72448	7-381-c			0		4	ccs;fri;pwg;sch	MW99 stem-family forms: sarpI;sarpa;sarpat
sarpAy	never-seen	covered-by-MW-stem-form	640622	7-381-d	72454	7-381-d			0		0		MW99 stem-family forms: sarpAya
sarpavfScikaromavant	never-seen	confirmed-missing	640619	7-381-c	72451	7-381-c			0		1	sch	
sarvaroDaviroDasaMpraSamana	never-seen	covered-by-fold-twin-flagged	640676	7-382-a	72508	7-382-a	16508	585,2	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
satkAryasidDAnta	never-seen	confirmed-missing	640145	7-379-d	71992	7-379-d			0		1	sch	
sattvavant	never-seen	confirmed-missing	640151	7-379-d	71998	7-379-d			0		5	ben;cae;ccs;pwg;sch	
skanDI	never-seen	covered-by-MW-stem-form	641166	7-383-d	73000	7-383-d			0		2	sch;skd	MW99 stem-family forms: skanD;skanDA;skanDa
srA	never-seen	covered-by-MW-stem-form	550301	7-229-a	73111	7-384-b			0		4	gra;md;pwg;sch	MW99 stem-family forms: srU;sras;sru
srotonugata	never-seen	anomaly-exact-hit-in-mw99	641290	7-384-b	73120	7-384-b	17535	615,1	1	21	2	bhs;sch	baseline marked never-seen but hw is exact-present in MW99 mw.txt - re-check baseline extraction
stabakAy	never-seen	confirmed-missing	641175	7-383-d	73009	7-383-d			0		0		
star	never-seen	covered-by-MW-stem-form	543503	7-201-b	73015	7-383-d			0		7	ae;bor;ccs;fri;gra;pwg;sch	MW99 stem-family forms: starI;stara;staru
suSarmanagara	never-seen	confirmed-missing	641058	7-383-b	72892	7-383-b			0		1	sch	
sudurgraha	never-seen	confirmed-missing	640962	7-383-a	72796	7-383-a			0		2	sch;stc	
suranirktariRI	never-seen	confirmed-missing	641022	7-383-b	72856	7-383-b			0		0		
svaDay	never-seen	covered-by-MW-stem-form	551278	7-232-c	73129	7-384-b			0		2	pwg;sch	MW99 stem-family forms: svaDaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
svakArTa	never-seen	confirmed-missing	641293	7-384-b	73123	7-384-b			0		1	sch	
svasvAmisaMbanDa	never-seen	covered-by-fold-twin-flagged	641314	7-384-b	73144	7-384-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
tARqavay	never-seen	confirmed-missing	642478	7-388-a	74299	7-388-a			0		1	sch	named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
tAmasavana	never-seen	covered-by-fold-twin-flagged	185649	3-022-a	59461	7-345-c			0		2	pwg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
tAvaMtka	never-seen	confirmed-missing	627483	7-345-c	59527	7-345-c			0		0		
tAwAvacara	never-seen	confirmed-missing	627381	7-345-b	59425	7-345-b			1	218	1	sch	MAHAVY 218,16
tITenAvA	never-seen	confirmed-missing	586297	4-299-c	18691	4-299-c			0		0		
tIrTikAvakrAntaka	never-seen	confirmed-missing	627609	7-346-a	59653	7-346-a			1	271	1	sch	MAHAVY 271,4
tIrTodgAraprakIrRaka	never-seen	confirmed-missing	627612	7-346-a	59656	7-346-a			0		1	sch	
tIyikA	never-seen	confirmed-missing	627597	7-345-d	59641	7-345-d			0		1	sch	
tUzRoMviprakramaRa	never-seen	confirmed-missing	627733	7-346-b	59776	7-346-b			1	261	0		MAHAVY 261,81
taTAgatacintyaguhyanirdeSa	never-seen	confirmed-missing	627050	7-344-c	59104	7-344-c			1	65	1	sch	MAHAVY 65,30
taTAkArin	never-seen	confirmed-missing	627047	7-344-c	59101	7-344-c			1	126	1	sch	MAHAVY 126,59
tadbudDi	never-seen	confirmed-missing	642463	7-388-a	74284	7-388-a			0		3	cae;md;sch	
