k1	hom	lex	accented	index_token	stem_class	compound_members	irregularities
SAntasUri		m.	SAntasUri	m·3+2	i-stem	SAnta+sUri	compound:2_members
SAntasena		m.	SAntasena	m·1+2	a-stem	SAnta+sena	compound:2_members
SAntAntakara		m.	SAntAntakara	m·1	a-stem		
SAnti		f.	SA/nti	f·3a	i-stem		
SAntika		adj.	SAntika	mfn·1	a-stem		tri_gender_adj
SAntikara		adj.	SAntikara	mfn·1+2	a-stem	SAnti+kara	compound:2_members;tri_gender_adj
SAntikaraRa		n.	SAntikaraRa	n·1+2	a-stem	SAnti+karaRa	compound:2_members
SAntikarman		n.	SAntikarman	n·8n*+2	consonant-stem	SAnti+karman	compound:2_members
SAntikalpa		m.	SAntikalpa	m·1+2	a-stem	SAnti+kalpa	compound:2_members
SAntikft		adj.	SAntikft	mfn·8√+2	consonant-stem	SAnti+kft	compound:2_members;tri_gender_adj
SAntigupta		m.	SAntigupta	m·1+2	a-stem	SAnti+gupta	compound:2_members
SAntiguru		m.	SAntiguru	m·5+2	u-stem	SAnti+guru	compound:2_members
SAntigfha		n.	SAntigfha	n·1+2	a-stem	SAnti+gfha	compound:2_members
SAnticandrikA		f.	SAnticandrikA	f·2+2	ā-stem	SAnti+candrikA	compound:2_members;ā_stem_f(§364)
SAnticaritranAwaka		n.	SAnticaritranAwaka	n·1+2	a-stem	SAnti+caritranAwaka	compound:2_members
SAntida		adj.	SAntida	mfn·1+2	a-stem	SAnti+da	compound:2_members;tri_gender_adj
SAntidIpikA		f.	SAntidIpikA	f·2+2	ā-stem	SAnti+dIpikA	compound:2_members;ā_stem_f(§364)
SAntideva		m.	SAntideva	m·1+2	a-stem	SAnti+deva	compound:2_members
SAntinATa		m.	SAntinATa	m·1+2	a-stem	SAnti+nATa	compound:2_members
SAntipadDati		f.	SAntipadDati	f·3+2	i-stem	SAnti+padDati	compound:2_members
SAntiparvan		n.	SAntiparvan	n·8n*+2	consonant-stem	SAnti+parvan	compound:2_members
SAntipura		n.	SAntipura	n·1+2	a-stem	SAnti+pura	compound:2_members
SAntipurARa		n.	SAntipurARa	n·1+2	a-stem	SAnti+purARa	compound:2_members
SAntipraBa		m.	SAntipraBa	m·1+2	a-stem	SAnti+praBa	compound:2_members
SAntimayUKa		m.	SAntimayUKa	m·1+2	a-stem	SAnti+mayUKa	compound:2_members
SAntirakzita		m.	SAntirakzita	m·1+2	a-stem	SAnti+rakzita	compound:2_members
SAntiratna		n.	SAntiratna	n·1+2	a-stem	SAnti+ratna	compound:2_members
SAntivAcana		n.	SAntivAcana	n·1+2	a-stem	SAnti+vAcana	compound:2_members
SAntivAhana		m.	SAntivAhana	m·1+2	a-stem	SAnti+vAhana	compound:2_members
SAntiSataka		n.	SAntiSataka	n·1+2	a-stem	SAnti+Sataka	compound:2_members
SAntiSIla		m.	SAntiSIla	m·1+2	a-stem	SAnti+SIla	compound:2_members
SAntisadman		n.	SAntisadman	n·8n*+2	consonant-stem	SAnti+sadman	compound:2_members
SAntisarvasva		n.	SAntisarvasva	n·1+2	a-stem	SAnti+sarvasva	compound:2_members
SAntisUkta		n.	SAntisUkta	n·1+2	a-stem	SAnti+sUkta	compound:2_members
SAntisUri		m.	SAntisUri	m·3+2	i-stem	SAnti+sUri	compound:2_members
SAntisoma		m.	SAntisoma	m·1+2	a-stem	SAnti+soma	compound:2_members
SAntihoma		m.	SAntihoma	m·1+2	a-stem	SAnti+homa	compound:2_members
SAntvati		f.	SAntvati	f·3	i-stem		
SApa	1	m.	SApa	m·1	a-stem		
SApa	2	m.	SA/pa	m·1a	a-stem		
SApawika		m.	SApawika	m·1	a-stem		
SApanASana		m.	SApanASana	m·1+2	a-stem	SApa+nASana	compound:2_members
SApAyana		m.	SA/pAyana	m·1a	a-stem		
SApAstra		m.	SApAstra	m·1	a-stem		
SApewa		m.	SApewa	m·1	a-stem		
SApeya		m.	SApeya	m·1	a-stem		
SApeyin		m.	SApeyi/n	m·8ib	consonant-stem		
SAParika		m.	SAParika/	m·1b	a-stem		
SAPAkzi		m.	SAPAkzi	m·3	i-stem		
SAPeya		m.	SAPeya	m·1	a-stem		
SAbara		adj.	SA/bara	mfn·1a	a-stem		tri_gender_adj
SAbarajambuka		adj.	SAbarajambuka	mfn·1	a-stem		tri_gender_adj
SAbaraBAzya		n.	SAbaraBAzya	n·1+2	a-stem	SAbara+BAzya	compound:2_members
SAbaraBedAKya		n.	SAbaraBedAKya	n·1+2	a-stem	SAbara+BedAKya	compound:2_members
SAbarAyaRa		m.	SAbarAyaRa/	m·1b	a-stem		
SAbari		m.	SAbari	m·3	i-stem		
SAbarotsava		m.	SAbarotsava	m·1	a-stem		
SAbalIya		adj.	SAbalI/ya	mfn·1a	a-stem		tri_gender_adj
SAbalya		n.	SAbalya	n·1	a-stem		
SAbasta		m.	SAbasta	m·1	a-stem		
SAbasti		m.	SAbasti	m·3	i-stem		
SAbda		adj.	SAbda/	mfn·1b	a-stem		tri_gender_adj
SAbdatva		n.	SAbdatva	n·1+2	a-stem	SAbda+tva	compound:2_members
SAbdika		adj.	SAbdika/	mfn·1b	a-stem		tri_gender_adj
SAmana		n.	SAmana	n·1	a-stem		
SAmA		f.	SAmA/	f·2b	ā-stem		ā_stem_f(§364)
SAmAka		m.	SAmAka	m·1	a-stem		
SAmAyana		m.	SAmAyana	m·1	a-stem		
SAmAyanIya		m.	SAmAyanIya	m·1	a-stem		
SAmika		m.	SA/mika	m·1a	a-stem		
SAmitra		adj.	SAmitra	mfn·1	a-stem		tri_gender_adj
SAmIla		adj.	SA/mIla	mfn·1a	a-stem		tri_gender_adj
SAmIvata		m.	SAmIvata/	m·1b	a-stem		
SAmIvatya		m.	SA/mIvatya	m·1a	a-stem		
SAmupAla		m.	SAmupAla	m·1	a-stem		
SAmulya		n.	SAmulya^	n·1	a-stem		
SAmUla		n.	SAmUla	n·1	a-stem		
SAmeya		m.	SAmeya	m·1	a-stem		
SAmbara		adj.	SAmbara/	mfn·1b	a-stem		tri_gender_adj
SAmbarika		m.	SAmbarika	m·1	a-stem		
SAmbuka		m.	SAmbuka	m·1	a-stem		
SAmbuvi		m.	SAmbuvi	m·3	i-stem		
SAmbUka		m.	SAmbUka	m·1	a-stem		
SAMBara		m.	SAMBara	m·1	a-stem		
SAMBarAyaRI		f.	SAMBarAyaRI	f·4	ī-stem		
SAMBava		adj.	SAMBava	mfn·1	a-stem		tri_gender_adj
SAMBavadIpikA		f.	SAMBavadIpikA	f·2	ā-stem		ā_stem_f(§364)
SAMBavadeva		m.	SAMBavadeva	m·1	a-stem		
SAMBavAha		m.	SAMBavAha	m·1	a-stem		
SAMmada		n.	SAMmada	n·1	a-stem		
SAmya		adj.	SAmya	mfn·1	a-stem		tri_gender_adj
SAmyAka		adj.	SAmyAka	mfn·1	a-stem		tri_gender_adj
SAya		adj.	SAya	mfn·1	a-stem		tri_gender_adj
SAyaka		adj.	SAyaka	mfn·1	a-stem		tri_gender_adj
SAyaRqAyana		m.	SAyaRqAyana	m·1	a-stem		
SAyasTi		m.	SAyasTi	m·3	i-stem		
SAyitA		f.	SAyitA	f·2	ā-stem		ā_stem_f(§364)
SAyin		adj.	SAyin	mfn·8i	consonant-stem		tri_gender_adj
SAyyika		adj.	SAyyika/	mfn·1b	a-stem		tri_gender_adj
SAra		m.	SAra/	m·1b	a-stem		
SAraRika		adj.	SAraRika	mfn·1	a-stem		tri_gender_adj
SAratalpika		adj.	SAratalpika	mfn·1+2	a-stem	SAra+talpika	compound:2_members;tri_gender_adj
SAratka		adj.	SAratka/	mfn·1b	a-stem		tri_gender_adj
SArada		adj.	SArada/	mfn·1b	a-stem		tri_gender_adj
SAradaRqAyanI		f.	SAradaRqAyanI	f·4+2	ī-stem	SAra+daRqAyanI	compound:2_members
SAradAtilaka		n.	SAradAtilaka	n·1+2	a-stem	SAradA+tilaka	compound:2_members
SAradaka		m.	SA/radaka	m·1a	a-stem		
SAradAmbA		f.	SAradAmbA	f·2	ā-stem		ā_stem_f(§364)
SAradika		adj.	SA/radika	mfn·1a	a-stem		tri_gender_adj
SAradIya		adj.	SAradIya	mfn·1	a-stem		tri_gender_adj
SAradya		adj.	SAradya	mfn·1	a-stem		tri_gender_adj
SAradvata		m.	SA/radvata	m·1a	a-stem		
SAradvatAyana		m.	SAradvatAyana/	m·1b	a-stem		
SAraBa		adj.	SAraBa	mfn·1	a-stem		tri_gender_adj
SArAva		adj.	SArAva/	mfn·1b	a-stem		tri_gender_adj
SAri		f.	SAri	f·3	i-stem		
SArikA		f.	SArikA	f·2	ā-stem		ā_stem_f(§364)
SArikAkUwa		n.	SArikAkUwa	n·1+2	a-stem	SArikA+kUwa	compound:2_members
SArikApIWa		n.	SArikApIWa	n·1+2	a-stem	SArikA+pIWa	compound:2_members
SArikukza		adj.	SArikukza/	mfn·1b+2	a-stem	SAri+kukza	compound:2_members;tri_gender_adj
SAriprastara		m.	SAriprastara	m·1+2	a-stem	SAri+prastara	compound:2_members
SAriPala		m.n.	SAriPala	mn·1+2	a-stem	SAri+Pala	compound:2_members;m_n_common
SAriSfNKalA		f.	SAriSfNKalA	f·2+2	ā-stem	SAri+SfNKalA	compound:2_members;ā_stem_f(§364)
SArIwaka		m.	SArIwaka	m·1	a-stem		
SArIra		adj.	SArIra/	mfn·1b	a-stem		tri_gender_adj
SArIraka		adj.	SArIraka	mfn·1	a-stem		tri_gender_adj
SArIrakanyAyarakzAmaRi		m.	SArIrakanyAyarakzAmaRi	m·3+3	i-stem	SArIraka+nyAya+rakzAmaRi	compound:3_members
SArIrakaBAzyanyAyanirRaya		m.	SArIrakaBAzyanyAyanirRaya	m·1	a-stem		
SArIrakaBAzyavArttika		n.	SArIrakaBAzyavArttika	n·1+3	a-stem	SArIraka+BAzya+vArttika	compound:3_members
SArIrakaBAzyaviBAga		m.	SArIrakaBAzyaviBAga	m·1+3	a-stem	SArIraka+BAzya+viBAga	compound:3_members
SArIrakamImAMsA		f.	SArIrakamImAMsA	f·2+2	ā-stem	SArIraka+mImAMsA	compound:2_members;ā_stem_f(§364)
SArIrakaSAstradarpaRa		m.	SArIrakaSAstradarpaRa	m·1+2	a-stem	SArIraka+SAstradarpaRa	compound:2_members
SArIrakasUtra		n.	SArIrakasUtra	n·1+2	a-stem	SArIraka+sUtra	compound:2_members
SArIravidyA		f.	SArIravidyA	f·2+2	ā-stem	SArIra+vidyA	compound:2_members;ā_stem_f(§364)
SAruka		adj.	SA/ruka	mfn·1a	a-stem		tri_gender_adj
SArupravetasa		n.	SArupravetasa	n·1	a-stem		
SArka		m.	SArka	m·1	a-stem		
SArkaka		m.	SArkaka	m·1	a-stem		
SArkara	1	adj.	SArkara/	mfn·1b	a-stem		tri_gender_adj
SArkaraka		adj.	SArkaraka/	mfn·1b	a-stem		tri_gender_adj
SArkarAkzasa		n.	SArkarAkzasa	n·1	a-stem		
SArkarAkzi		m.	SArkarAkzi	m·3	i-stem		
SArkarAkzya		m.	SA/rkarAkzya	m·1a	a-stem		
SArkarika		adj.	SArkarika/	mfn·1b	a-stem		tri_gender_adj
SArkarIDAna		adj.	SArkarIDAna	mfn·1	a-stem		tri_gender_adj
SArkarIya		adj.	SArkarIya	mfn·1	a-stem		tri_gender_adj
SArkowa		adj.	SA/rkowa	mfn·1a	a-stem		tri_gender_adj
SArNKalatodi		m.	SArNKalatodi	m·3	i-stem		
SArga		m.	SArga/	m·1b	a-stem		
SArNga		adj.	SArNga	mfn·1	a-stem		tri_gender_adj
SArNgaka		m.	SArNgaka	m·1	a-stem		
SArNgadeva		m.	SArNgadeva	m·1+2	a-stem	SArNga+deva	compound:2_members
SArNgaDanvan		adj.	SArNgaDanvan	mfn·8n*+2	consonant-stem	SArNga+Danvan	compound:2_members;tri_gender_adj
SArNgaDara		adj.	SArNgaDara	mfn·1+2	a-stem	SArNga+Dara	compound:2_members;tri_gender_adj
SArNgapARi		adj.	SArNgapARi	mfn·3+2	i-stem	SArNga+pARi	compound:2_members;tri_gender_adj
SArNgaBft		adj.	SArNgaBft	mfn·8√+2	consonant-stem	SArNga+Bft	compound:2_members;tri_gender_adj
SArNgarava		m.	SArNgarava	m·1	a-stem		
SArNgaravin		m.	SArNgaravin	m·8i	consonant-stem		
SArNgazwA		f.	SArNgazwA	f·2	ā-stem		ā_stem_f(§364)
SArNgAyuDa		adj.	SArNgAyuDa	mfn·1	a-stem		tri_gender_adj
SArNgika		m.	SArNgika	m·1	a-stem		
SArNgin		adj.	SArNgin	mfn·8i	consonant-stem		tri_gender_adj
SArdUla		m.	SArdUla/	m·1b	a-stem		
SArdUlakarRa		m.	SArdUlakarRa	m·1+2	a-stem	SArdUla+karRa	compound:2_members
SArdUlalalita		n.	SArdUlalalita	n·1+2	a-stem	SArdUla+lalita	compound:2_members
SArdUlavarman		m.	SArdUlavarman	m·8n*+2	consonant-stem	SArdUla+varman	compound:2_members
SArdUlavAhana		m.	SArdUlavAhana	m·1+2	a-stem	SArdUla+vAhana	compound:2_members
SArdUlavikrIqita		n.	SArdUlavikrIqita	n·1+2	a-stem	SArdUla+vikrIqita	compound:2_members
SAryAta		m.	SAryAta/	m·1b	a-stem		
SAryAtaka		m.	SAryAtaka	m·1	a-stem		
SArva		adj.	SArva	mfn·1	a-stem		tri_gender_adj
SArvara		adj.	SArvara/	mfn·1b	a-stem		tri_gender_adj
SArvarin		m.	SArvarin	m·8i	consonant-stem		
SArvavarmika		adj.	SArvavarmika	mfn·1	a-stem		tri_gender_adj
SAla	1	adj.	SAla/	mfn·1b	a-stem		tri_gender_adj
SAla	2	m.	SAla	m·1	a-stem		
SAla	3	m.	SAla/	m·1b	a-stem		
SAlaka		m.	SAlaka	m·1	a-stem		
SAlakawaNkawa		m.	SAlakawaNkawa	m·1+2	a-stem	SAla+kawaNkawa	compound:2_members
SAlagrAma		m.	SAlagrAma	m·1+2	a-stem	SAla+grAma	compound:2_members
SAlaNkAyana		m.	SAlaNkAyana/	m·1b	a-stem		
SAlaNkAyanaka		adj.	SA/laNkAyanaka	mfn·1a	a-stem		tri_gender_adj
SAlaNkAyanajA		f.	SAlaNkAyanajA	f·2+2	ā-stem	SAlaNkAyana+jA	compound:2_members;ā_stem_f(§364)
SAlaNkAyani		m.	SAlaNkAyani	m·3	i-stem		
SAlaNkAyanin		m.	SAlaNkAyanin	m·8i	consonant-stem		
SAlaNki		m.	SA/laNki	m·3a	i-stem		
SAlaja		m.	SAlaja	m·1+2	a-stem	SAla+ja	compound:2_members
SAlana		m.	SAlana	m·1	a-stem		
SAlapattrA		f.	SAlapattrA	f·2+2	ā-stem	SAla+pattrA	compound:2_members;ā_stem_f(§364)
SAlaparRI		f.	SAlaparRI	f·4+2	ī-stem	SAla+parRI	compound:2_members
SAlapuzpa		n.	SAlapuzpa	n·1+2	a-stem	SAla+puzpa	compound:2_members
SAlaBaYjikA		f.	SAlaBaYjikA	f·2+2	ā-stem	SAla+BaYjikA	compound:2_members;ā_stem_f(§364)
SAlamaya		adj.	SAlama/ya	mfn·1a+2	a-stem	SAla+maya	compound:2_members;tri_gender_adj
SAlarasa		m.	SAlarasa	m·1+2	a-stem	SAla+rasa	compound:2_members
SAlava		m.	SAlava	m·1	a-stem		
SAlavadana		m.	SAlavadana	m·1+2	a-stem	SAla+vadana	compound:2_members
SAlavARaka		m.	SAlavARaka	m·1+2	a-stem	SAla+vARaka	compound:2_members
SAlavezwa		m.	SAlavezwa	m·1+2	a-stem	SAla+vezwa	compound:2_members
SAlasAra		m.	SAlasAra	m·1+2	a-stem	SAla+sAra	compound:2_members
SAlA		f.	SA/lA	f·2a	ā-stem		ā_stem_f(§364)
SAlAka		m.	SAlAka/	m·1b	a-stem		
SAlAkABreya		m.	SAlAkABreya/	m·1b	a-stem		
SAlAkin		m.	SAlAkin	m·8i	consonant-stem		
SAlAkeya		m.	SAlAkeya/	m·1b	a-stem		
SAlAkya		m.	SAlAkya	m·1	a-stem		
SAlAkza		m.	SAlAkza	m·1	a-stem		
SAlAgni		m.	SAlAgni	m·3	i-stem		
SAlANkI		f.	SAlANkI	f·4	ī-stem		
SAlAjira		m.	SAlAjira	m·1	a-stem		
SAlAYji		f.	SAlAYji	f·3	i-stem		
SAlAturIya		adj.	SAlAturI/ya	mfn·1a	a-stem		tri_gender_adj
SAlAtva		n.	SAlAtva	n·1+2	a-stem	SAlA+tva	compound:2_members
SAlATala		m.	SAlATala	m·1	a-stem		
SAlATaleya		m.	SAlATaleya/	m·1b	a-stem		
SAlAdvAra		n.	SAlAdvAra	n·1+2	a-stem	SAlA+dvAra	compound:2_members
SAlAdvArya		adj.	SAlAdvArya	mfn·1+2	a-stem	SAlA+dvArya	compound:2_members;tri_gender_adj
SAlAnI		f.	SAlAnI	f·4	ī-stem		
SAlApati		m.	SA/lApati	m·3a+2	i-stem	SAlA+pati	compound:2_members
SAlAmuKa		n.	SAlAmuKa	n·1+2	a-stem	SAlA+muKa	compound:2_members
SAlAmuKIya		adj.	SAlAmuKIya	mfn·1+2	a-stem	SAlA+muKIya	compound:2_members;tri_gender_adj
SAlAmfga		m.	SAlAmfga	m·1+2	a-stem	SAlA+mfga	compound:2_members
SAlAra		n.	SAlAra	n·1	a-stem		
SAlAluka		adj.	SAlAluka/	mfn·1b	a-stem		tri_gender_adj
SAlAvata		m.	SAlAvata/	m·1b+2	a-stem	SAlA+vata	compound:2_members
SAlAvatya		m.	SA/lAvatya	m·1a+2	a-stem	SAlA+vatya	compound:2_members
SAlAvant		m.	SAlAvant	m·8t*	consonant-stem		
SAlAsad		adj.	SAlAsad	mfn·8√+2	consonant-stem	SAlA+sad	compound:2_members;tri_gender_adj
SAlAsTali		m.	SAlAsTali	m·3	i-stem		
SAli		m.	SAli	m·3	i-stem		
SAlika		adj.	SAlika	mfn·1	a-stem		tri_gender_adj
SAligotra		m.	SAligotra	m·1+2	a-stem	SAli+gotra	compound:2_members
SAligopa		m.	SAligopa	m·1	a-stem		
SAliYca		m.	SAliYca	m·1	a-stem		
SAlita		adj.	SAlita	mfn·1	a-stem		tri_gender_adj
SAlitA		f.	SAlitA	f·2+2	ā-stem	SAli+tA	compound:2_members;ā_stem_f(§364)
SAlitva	1	n.	SAlitva	n·1+2	a-stem	SAli+tva	compound:2_members
SAlitva	2	n.	SAlitva	n·1+2	a-stem	SAli+tva	compound:2_members
SAlin		adj.	SAlin	mfn·8i	consonant-stem		tri_gender_adj
SAlinATa		m.	SAlinATa	m·1+2	a-stem	SAli+nATa	compound:2_members
SAlinIkaraRa		n.	SAlinIkaraRa	n·1	a-stem		
SAliparRI		f.	SAliparRI	f·4+2	ī-stem	SAli+parRI	compound:2_members
SAlipiRqa		m.	SAlipiRqa	m·1+2	a-stem	SAli+piRqa	compound:2_members
SAlipizwa		n.	SAlipizwa	n·1+2	a-stem	SAli+pizwa	compound:2_members
SAlimaYjari		m.	SAlimaYjari	m·3+2	i-stem	SAli+maYjari	compound:2_members
SAlivah		adj.	SAlivah	mfn·8√+2	consonant-stem	SAli+vah	compound:2_members;tri_gender_adj
SAlivAha		m.	SAlivAha	m·1+2	a-stem	SAli+vAha	compound:2_members
SAlivAhana		m.	SAlivAhana	m·1+2	a-stem	SAli+vAhana	compound:2_members
SAliSiras		m.	SAliSiras	m·8s+2	consonant-stem	SAli+Siras	compound:2_members
SAliSUka		m.n.	SAliSUka	mn·1+2	a-stem	SAli+SUka	compound:2_members;m_n_common
SAlihotra		m.	SAlihotra	m·1+2	a-stem	SAli+hotra	compound:2_members
SAlihotrAyaRa		m.	SAlihotrAyaRa	m·1+2	a-stem	SAli+hotrAyaRa	compound:2_members
SAlI		f.	SAlI	f·4	ī-stem		
SAlIkzumant		adj.	SAlIkzumant	mfn·8t*	consonant-stem		tri_gender_adj
SAlIna		adj.	SA/lIna	mfn·1a	a-stem		tri_gender_adj
SAlInatA		f.	SAlInatA	f·2+2	ā-stem	SAlIna+tA	compound:2_members;ā_stem_f(§364)
SAlInatva		n.	SAlInatva	n·1+2	a-stem	SAlIna+tva	compound:2_members
SAlInIkaraRa		n.	SAlInIkaraRa	n·1+2	a-stem	SAlInI+karaRa	compound:2_members
SAlInya		m.	SAlInya/	m·1b	a-stem		
SAlIya		adj.	SAlI/ya	mfn·1a	a-stem		tri_gender_adj
SAlu		m.	SA/lu	m·5a	u-stem		
SAluka		n.	SAluka	n·1	a-stem		
SAluqa		m.	SA/luqa	m·1a	a-stem		
SAlUka		n.	SAlU/ka	n·1a	a-stem		
SAlUkinI		f.	SAlUki/nI	f·4a	ī-stem		
SAlUkeya		m.	SAlUkeya/	m·1b	a-stem		
SAlUra		m.	SAlU/ra	m·1a	a-stem		
SAlUraka		m.	SAlUraka	m·1	a-stem		
SAlendrarAja		m.	SAlendrarAja	m·1	a-stem		
SAleya		adj.	SA/leya	mfn·1a	a-stem		tri_gender_adj
SAlottarIya		m.	SAlottarIya	m·1	a-stem		
SAlmala		m.	SAlmala	m·1	a-stem		
SAlmali		m.f.	SAlmali	mf·3	i-stem		tri_gender_adj
SAlmalika		adj.	SAlmalika/	mfn·1b	a-stem		tri_gender_adj
SAlmalin		m.	SAlmalin	m·8i	consonant-stem		
SAlmalipattraka		m.	SAlmalipattraka	m·1+2	a-stem	SAlmali+pattraka	compound:2_members
SAlmalisTa		m.	SAlmalisTa	m·1+2	a-stem	SAlmali+sTa	compound:2_members
SAlmalIPala		m.	SAlmalIPala	m·1+2	a-stem	SAlmalI+Pala	compound:2_members
SAlmalIvezwa		m.	SAlmalIvezwa	m·1+2	a-stem	SAlmalI+vezwa	compound:2_members
SAlmalyA		f.	SAlmalyA/	f·2b	ā-stem		ā_stem_f(§364)
SAlyapati		m.	SAlyapati	m·3	i-stem		
SAlva		m.	SAlva	m·1	a-stem		
SAlvaka		adj.	SA/lvaka	mfn·1a	a-stem		tri_gender_adj
SAlvakinI		f.	SAlvakinI	f·4	ī-stem		
SAlvaRa		m.	SAlvaRa	m·1	a-stem		
SAlvaseni		m.	SAlvaseni	m·3+2	i-stem	SAlva+seni	compound:2_members
SAlvAgiri		m.	SAlvAgiri	m·3	i-stem		
SAlvAyana		adj.	SAlvAyana	mfn·1	a-stem		tri_gender_adj
SAlvika		m.	SAlvika	m·1	a-stem		
SAlveya		m.	SAlveya/	m·1b	a-stem		
SAlveyaka		m.	SAlveyaka	m·1	a-stem		
SAva	1	m.	SAva	m·1	a-stem		
SAva	2	adj.	SAva	mfn·1	a-stem		tri_gender_adj
SAva	3	adj.	SAva	mfn·1	a-stem		tri_gender_adj
SAvaka		m.	SAvaka	m·1	a-stem		
SAvatA		f.	SAvatA	f·2	ā-stem		ā_stem_f(§364)
SAvatva		n.	SAvatva	n·1+2	a-stem	SAva+tva	compound:2_members
SAvasAyana		m.	SAvasAyana	m·1	a-stem		
SASa		adj.	SASa	mfn·1	a-stem		tri_gender_adj
SASaka		adj.	SASaka	mfn·1	a-stem		tri_gender_adj
SASabindava		adj.	SASabindava	mfn·1	a-stem		tri_gender_adj
SASAdanaka		adj.	SA/SAdanaka	mfn·1a	a-stem		tri_gender_adj
SASika		m.	SASika	m·1	a-stem		
SASvat		m.	SASvat	m·8t*	consonant-stem		
SASvata		adv.	SASvata/	ind·0	indeclinable		
SASvatatva		n.	SASvatatva	n·1+2	a-stem	SASvata+tva	compound:2_members
SASvatika		adj.	SASvatika	mfn·1	a-stem		tri_gender_adj
SAzasAna		m.	SAzasAna	m·1	a-stem		
SAzkula		adj.	SAzkula	mfn·1	a-stem		tri_gender_adj
SAzkulika		adj.	SAzkulika/	mfn·1b	a-stem		tri_gender_adj
SAzpaka		adj.	SA/zpaka	mfn·1a	a-stem		tri_gender_adj
SAzpeya		m.	SAzpeya	m·1	a-stem		
SAzpeyin		m.	SAzpeyi/n	m·8ib	consonant-stem		
SAs	1	n.	SAs	n·8√	consonant-stem		
SAs	2	f.	SAs	f·8√	consonant-stem		
SAsa	1	m.	SA/sa	m·1a	a-stem		
SAsa	2	m.	SAsa/	m·1b	a-stem		
SAsa	3	m.	SAsa/	m·1b	a-stem		
SAsana		adj.	SA/sana	mfn·1a	a-stem		tri_gender_adj
SAsanadevatA		f.	SAsanadevatA	f·2+2	ā-stem	SAsana+devatA	compound:2_members;ā_stem_f(§364)
SAsanadevI		f.	SAsanadevI	f·4+2	ī-stem	SAsana+devI	compound:2_members
SAsanaDara		adj.	SAsanaDara	mfn·1+2	a-stem	SAsana+Dara	compound:2_members;tri_gender_adj
SAsanIya		adj.	SAsanIya	mfn·1	a-stem		tri_gender_adj
SAsin		adj.	SAsin	mfn·8i	consonant-stem		tri_gender_adj
SAsus		n.	SA/sus	n·8sa	consonant-stem		
SAsti		f.	SAsti/	f·3b	i-stem		
SAstfka		adj.	SA/stfka	mfn·1a	a-stem		tri_gender_adj
SAstftva		n.	SAstftva	n·1+2	a-stem	SAstf+tva	compound:2_members
SAstra		n.	SAstra/	n·1b	a-stem		
SAstrakAra		m.	SAstrakAra	m·1+2	a-stem	SAstra+kAra	compound:2_members
SAstrakft		m.	SAstrakft	m·8√+2	consonant-stem	SAstra+kft	compound:2_members
SAstragaYja		m.	SAstragaYja	m·1+2	a-stem	SAstra+gaYja	compound:2_members
SAstragaRqa		m.	SAstragaRqa	m·1+2	a-stem	SAstra+gaRqa	compound:2_members
SAstracakzus	1	n.	SAstracakzus	n·8s+2	consonant-stem	SAstra+cakzus	compound:2_members
SAstracakzus	2	adj.	SAstracakzus	mfn·8s+2	consonant-stem	SAstra+cakzus	compound:2_members;tri_gender_adj
SAstracAraRa		adj.	SAstracAraRa	mfn·1+2	a-stem	SAstra+cAraRa	compound:2_members;tri_gender_adj
SAstracintaka		m.	SAstracintaka	m·1+2	a-stem	SAstra+cintaka	compound:2_members
SAstracOra		m.	SAstracOra	m·1+2	a-stem	SAstra+cOra	compound:2_members
SAstrajYa		adj.	SAstrajYa	mfn·1+2	a-stem	SAstra+jYa	compound:2_members;tri_gender_adj
SAstratattvajYa		adj.	SAstratattvajYa	mfn·1+3	a-stem	SAstra+tattva+jYa	compound:3_members;tri_gender_adj
SAstratas		adj.	SAstratas	mfn·8s+2	consonant-stem	SAstra+tas	compound:2_members;tri_gender_adj
SAstratva		n.	SAstratva	n·1+2	a-stem	SAstra+tva	compound:2_members
SAstradarpaRa		m.	SAstradarpaRa	m·1+2	a-stem	SAstra+darpaRa	compound:2_members
SAstradarSana		n.	SAstradarSana	n·1+2	a-stem	SAstra+darSana	compound:2_members
SAstradarSin		adj.	SAstradarSin	mfn·8i+2	consonant-stem	SAstra+darSin	compound:2_members;tri_gender_adj
SAstradIpikA		f.	SAstradIpikA	f·2+2	ā-stem	SAstra+dIpikA	compound:2_members;ā_stem_f(§364)
SAstradfzwa		adj.	SAstradfzwa	mfn·1+2	a-stem	SAstra+dfzwa	compound:2_members;tri_gender_adj
SAstradfzwi		m.	SAstradfzwi	m·3+2	i-stem	SAstra+dfzwi	compound:2_members
SAstranetra		adj.	SAstranetra	mfn·1+2	a-stem	SAstra+netra	compound:2_members;tri_gender_adj
SAstrabudDi		f.	SAstrabudDi	f·3+2	i-stem	SAstra+budDi	compound:2_members
SAstramati		adj.	SAstramati	mfn·3+2	i-stem	SAstra+mati	compound:2_members;tri_gender_adj
SAstramAlA		f.	SAstramAlA	f·2+2	ā-stem	SAstra+mAlA	compound:2_members;ā_stem_f(§364)
SAstravat		adv.	SAstravat	ind·0+2	indeclinable	SAstra+vat	compound:2_members
SAstravid		adj.	SAstravid	mfn·8√+2	consonant-stem	SAstra+vid	compound:2_members;tri_gender_adj
SAstraSilpin		adj.	SAstraSilpin	mfn·8i+2	consonant-stem	SAstra+Silpin	compound:2_members;tri_gender_adj
