slp1	hom	sense_id	gloss_de	ls_loci
BArata		1b	b〉 von Bharata stammend: . MBH. 1,371 . 3122 . HARIV. 3040 . 4035 . VP. _bei_ MUIR, ST. I, 187 . 5 . ṚV. 3,53,12 . so heissen Devaśravas und Devarāta 23,2 . subst. ein Nachkomme des Bharata ( f. ) gaṇ	MBH. 1,371;MBH. 1, 3122;HARIV. 3040;HARIV 4035;VP;MUIR, ST. I, 187;MUIR, ST. I, N 5;ṚV. 3,53,12;ṚV. 3, 23,2;P. 5,3,117;P 4,1,178;HIḌ. 1,7;BRĀHMAṆ. 2,36;SĀV. 3,22;N. 1,6;N. 1, 3;N. 1, 1;N 12,87;TAITT. ĀR. 1,27,2;MBH. 1,3122;MBH 5,923;HARIV. 12;HARIV 1723;MBH. 5,7283;MBH. 5, 955
BArata		1c	c〉 den Bharata gehörig, ihnen zukommend . MBH. 1,534 . 3,1930 . 4,1241 . 6,4548 . 7,28 . 1,3122	MBH. 1,534;MBH 3,1930;MBH 4,1241;MBH 6,4548;MBH 7,28;MBH 1,3122
BArata		1d	d〉 der Kampf —, die Schlacht der Bharata ʼs P. 4,2,56 . Sch. ( oxyt. ). MBH. 6,5769 . HARIV. 9800 . Z. d. d. m. G. 8,537 . 34 . 41 . subst. : (= Schol. ) MBH. 12,1716 . RĀJA-TAR. 1,49	P. 4,2,56;MBH. 6,5769;HARIV. 9800;Z. d. d. m. G. 8,537;Z. d. d. m. G. 8, 34;Z. d. d. m. G. 8, 41;MBH. 12,1716;RĀJA-TAR. 1,49
BArata		1e	e〉 und subst. n. die Erzählung von den Bharata ʼs, von ihrem Kampfe: MBH. 1,2233 . Spr. 340 . MBH. 1,19 . 18,210 (wo mit der ed. Bomb. st. zu lesen ist). BHĀG. P. 1,4,25 . subst. n. TRIK. 3,3,175. fg.	MBH. 1,2233;Spr. 340;MBH. 1,19;MBH 18,210;ed. Bomb;BHĀG. P. 1,4,25;TRIK. 3,3,175. fg;H. an. 3,284;MED. t. 139;ĀŚV. GṚHY. 3,4,4;MBH. 1,52;MBH. 1, 96;MBH. 1, 101;MBH 13,6069;MBH 18,209;MBH. 18, 211;HARIV. 16140;PRAB. 101,7;Verz. d. Oxf. H. 125,a,35;Verz. d. Oxf. H 163,a,6;Verz. d. Oxf. H 266,a,38;Z. d. d. m. G. 8,537,22;LA. (II) 100,6 v. u;Ind. St. 8,413, N. 1;Verz. d. B. H. No. 1025
BArata		1f	f〉 N. pr. eines Sees ŚATR. 1,60	ŚATR. 1,60
BArata		1g	g〉 oder n. mit Ergänzung desselben: Bharata ʼs Varṣa d. i. Indien AK. 2,1,6 . TRIK. 2,1,2 . 3,3,175. fg. H. 691 . 947 , Sch. H. an. MED. MBH. 6,201 . SŪRYAS. 12,39 . 70 . 71 . VARĀH. BṚH. S. 14,1 . VP	AK. 2,1,6;TRIK. 2,1,2;TRIK 3,3,175. fg;H. 691;H 947;H. an;MED;MBH. 6,201;SŪRYAS. 12,39;SŪRYAS. 12, 70;SŪRYAS. 12, 71;VARĀH. BṚH. S. 14,1;VP. 165;VP 174. fgg;BHĀG. P. 1,16,13;BHĀG. P 3,1,20;BHĀG. P 5,4,9;BHĀG. P. 5, 17,11;BHĀG. P. 5, 19,9;MĀRK. P. 53,41;PAÑCAR. 1,1,67;PAÑCAR 2,2,62;Verz. d. Oxf. H. 41,a,32;ŚATR. 1,292;Verz. d. Oxf. H. 259,a,5
BArata		1h	h〉 Bhāratavarṣa bewohnend: BHĀG. P. 5,19,10 . 17	BHĀG. P. 5,19,10;BHĀG. P. 5,19, 17
BArata		1i	i〉 Bez. einer best. Stilart TRIK. 3,3,175 . H. 285 . H. an. MED. PRATĀPAR. 10,a,7 . 24,a,5 . DAŚAR. 2,55 . 57 . 3,4 . 5 . SĀH. D. 285 . Verz. d. Oxf. H. 208,a,35	TRIK. 3,3,175;H. 285;H. an;MED;PRATĀPAR. 10,a,7;PRATĀPAR 24,a,5;DAŚAR. 2,55;DAŚAR. 2, 57;DAŚAR 3,4;DAŚAR. 3, 5;SĀH. D. 285;Verz. d. Oxf. H. 208,a,35
BArata		2	2〉 m. Schauspieler ( vgl. ) JAṬĀDH. _im_ ŚKDR	JAṬĀDH;ŚKDR
BArata		3	3〉 f	
BArata		3a	a〉 nach NAIGH. 1,11 . AK. 1,1,5,1 . TRIK. 3,3,175 . H. 241 . H. an. MED. (= und ) und HALĀY. 1,8 so v. a. . Eine der Götterfrauen, welche namentlich unter den Āprī -Gottheiten neben Iḷā und Sarasvatī 	NAIGH. 1,11;AK. 1,1,5,1;TRIK. 3,3,175;H. 241;H. an;MED;HALĀY. 1,8;ṚV. 1,22,10;ṚV. 1, 142,9;ṚV. 1, 188,8;ṚV 2,1,11;ṚV. 2, 3,8;ṚV 3,4,8;ṚV. 3, 62,3;ṚV 9,5,8;ṚV 10,110,7;NIR. 8,13;TBR. 1,5,11,1;TBR. 1,5,11, 2;TBR. ebend;PAÑCAR. 1,11,34;PAÑCAR 12,56;MBH. 3,2421;MBH 4,913;MBH 5,7434;HARIV. 5769;DAŚ. 2,37;RAGH. 10,37;KUMĀRAS. 6,79;Spr. 2658;VARĀH. BṚH. S. 2,3;VID. 114;KATHĀS. 26,256;KATHĀS 38,68;KATHĀS 27,56;RĀJA-TAR. 1,12
BArata		3b	b〉 Wachtel TRIK. 2,5,29 . 3,3,175 . H. an. MED. Verz. d. H. B. No. 897	TRIK. 2,5,29;TRIK 3,3,175;H. an;MED;Verz. d. H;B. No. 897
BArata		3c	c〉 N. pr. eines Flusses MBH. 3,14232	MBH. 3,14232
BArata		4	4〉 m. (die Rede) N. pr. eines Lehrers Verz. d. Oxf. H. 227,b,16 . 251,b,22 . WILSON, Sel. Works I, 202. fg. — Vgl	Verz. d. Oxf. H. 227,b,16;Verz. d. Oxf. H 251,b,22;WILSON, Sel. Works I, 202. fg
BArata		1	1〉	
BArata		1b	b〉 Z. 4 nach 23,2 hinzuzufügen: Aśvamedha Bhārata Verfasser von ṚV. 5,27	ṚV. 5,27
BArata		1i	i〉 SĀH. D. 410	SĀH. D. 410
BArata		5	5〉 m. Bez. der im Süden des Meru scheinenden Sonne Ind. St. 10,268 . 275	Ind. St. 10,268;Ind. St. 10, 275
BArata		4	4〉 lies N. eines der zehn auf Schüler Śaṃkarācārya ʼs zurückgeführten Bettelorden, dessen Mitglieder das Wort ihrem Namen beifügen	
BAravAha		1	1〉 nom. ag. eine Last tragend, Lastträger AK. 2,10,15 . H. 363 . HĀR. 163 . demjenigen, der eine Last trägt, soll man den Weg räumen, MBH. 3,10621	AK. 2,10,15;H. 363;HĀR. 163;MBH. 3,10621
BAravAha		2	2〉 f. Indigo RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
BArava		1	1〉 n. Bogensehne TRIK. 2,8,51	TRIK. 2,8,51
BArava		2	2〉 f. Basilienkraut ŚABDĀRTHAK. _bei_ WILSON	ŚABDĀRTHAK;WILSON
BArga		1	1〉 m. ein Fürst der Bharga P. 4,1,178 . N. pr. eines Sohne des Pratardana HARIV. 1587 . st. dessen ( d. i. die neuere Ausg. ) 1741 . N. pr. eines Fürsten, der sonst Bharga genannt wird. VP. 409 ( MUIR	P. 4,1,178;HARIV. 1587;HARIV 1741;VP. 409;MUIR, ST. I, 52, N. 31;MBH. 6,358;ed. Bomb;VP. 190
BArga		2	2〉 f	
BArga		2a	a〉 eine Fürstin der Bharga P. 4,1,178	P. 4,1,178
BArga		2b	b〉 Clerodendrum Siphonanthus R. Br. AK. 2,4,3,8 . RATNAM. 37 . SUŚR. 1,138,12 . 139,4 . 145,18 . 2,80,17 . 104,21 . 276,3 . 285,12 . — Vgl	AK. 2,4,3,8;RATNAM. 37;SUŚR. 1,138,12;SUŚR. 1, 139,4;SUŚR. 1, 145,18;SUŚR 2,80,17;SUŚR. 2, 104,21;SUŚR. 2, 276,3;SUŚR. 2, 285,12
BArga		2	2〉	
BArga		2b	b〉 wohl fehlerhaft für	
BArgava		1	1〉 adj. f. von Bhaṛgu stammend, herrührend, ihm gehörend MBH. 1,865 . HARIV. 1597 . 1753 . Ind. St. 8,276 . TAITT. UP. 3,6 . Verz. d. Oxf. H. 266,b,18 . Ind. St. 3,227,b . (das Nomen) Ind. St. 4,330 .	MBH. 1,865;HARIV. 1597;HARIV 1753;Ind. St. 8,276;TAITT. UP. 3,6;Verz. d. Oxf. H. 266,b,18;Ind. St. 3,227,b;Ind. St. 4,330;Verz. d. Oxf. H. 8,a,10;Verz. d. B. H. 127, N;MADHUS;Ind. St. 1,18,21;BURNOUF;BHĀG. P. I, LXXVII;P. 2,4,65;VOP. 7,14;AIT. BR. 8,21;ŚAT. BR. 4,1,5,1;MBH. 1,870;MBH. 1, 1928;MBH 13,207;R. 1,70,31;R 2,110,19. fg;R. 2, 119,19 GORR;ŚĀṄKH. BR. 22,4;PAÑCAV. BR. 14,9,32;Ind. St. 3,459;Ind. St 1,193;MBH. 13,1545;MBH 1,1117;R. 1,61,13;R. 1,61, 17;R. 1,51,11;R. 1, 52,11 GORR;TRIK. 3,3,302;TRIK. 3,3, 418;H. 848;H an. 3,707;MED. v. 45;MBH. 5,7012;MBH. 5, 7022;MBH. 5, 7308;R. 1,74,17;Spr. 323;RAGH. 11,46;Verz. d. Oxf. H. 59,a,30;MĀRK. P. 110,35;ĀŚV. ŚR. 12,10;Ind. St. 7,467;KĀTY. ŚR. 15,4,1;PAÑCAV. BR. 14,3,23;PAÑCAV. BR. 14, 9,19;PAÑCAV. BR. 14,3, 39;PRAŚNOP. 1,1;HARIV. 1597;HARIV 1741;HARIV 1753;R;Verz. d. B. H. 121;ed. Bomb;Spr. 2292;Verz. d. B. H. 54,3 v. u. 55,1;Verz. d. B. H. 54,3 v. u. 55, 90 (21). 93 (54);Verz. d. Oxf. H. 32,a,23;Verz. d. Oxf. H. 32, b,7;Verz. d. Oxf. H 80,a,15;Verz. d. Oxf. H 101,b,17;Verz. d. Oxf. H 310,a,24;Verz. d. Oxf. H 138,a (No. 270). 279,a,3;Verz. d. Oxf. H 351,a,25;MĀRK. P. 57,35;DAŚAK. 162,11;Journ. of the Am. Or. S. 6,508, Śl. 12;MBH. 7,9527;MBH 14,200
BArgava		2	2〉 m	
BArgava		2a	a〉 patron. Śukra ʼs, des Lehrers der Daitya , der Planet Venus, AK. 1,1,2,26 . TRIK. 3,3,418 . H. 119 . H. an. MED. HALĀY. 1,48 . R. GORR. 2,40,10 . 5,73,53 . KĀM. NĪTIS. 14,63 . SŪRYAS. 2,8 . 56 . 7,	AK. 1,1,2,26;TRIK. 3,3,418;H. 119;H. an;MED;HALĀY. 1,48;R. GORR. 2,40,10;R. GORR 5,73,53;KĀM. NĪTIS. 14,63;SŪRYAS. 2,8;SŪRYAS. 2, 56;SŪRYAS 7,23;SŪRYAS 9,3;VARĀH. BṚH. S. 18,5;VARĀH. BṚH. S 28,1;Verz. d. Oxf. H. 100,a,8
BArgava		2b	b〉 pl. die Nachkommen des Bhṛgu (die sonst heissen) HARIV. 1790 . MBH. 5,6048 . N. eines Volksstammes MBH. 6,358 ( VP. 190 ). MĀRK. P. 57,43	HARIV. 1790;MBH. 5,6048;MBH. 6,358;VP. 190;MĀRK. P. 57,43
BArgava		2c	c〉 ein Bogenschütze, ein guter Bogenschütze (wie es Paraśurāma war) = und TRIK. H. an. MED. Man beachte, dass MBH. 7,9527 und 14,200 vor (als Namen von Śiva ) steht	TRIK;H. an;MED;MBH. 7,9527;MBH 14,200
BArgava		2d	d〉 Elephant TRIK. H. an. MED	TRIK;H. an;MED
BArgava		3	3〉 f	
BArgava		3a	a〉 ein weiblicher Nachkomme des Bhṛgu P. 2,4,65 . VOP. 7,14 . Devayāni MBH. 1,3217 . BHĀG. P. 9,19,2 . 28	P. 2,4,65;VOP. 7,14;MBH. 1,3217;BHĀG. P. 9,19,2;BHĀG. P. 9,19, 28
BArgava		3b	b〉 Bein. der Lakṣmī H. ś. 76 (wo st. wohl so zu lesen ist). H. an. MED	H. ś. 76;H. an;MED
BArgava		3c	c〉 Bein. der Pārvatī TRIK. H. an. MED	TRIK;H. an;MED
BArgava		3d	d〉 = Panicum Dactylon AK. 2,4,5,24 . TRIK. MED. HĀR. 93 . = H. an. ŚABDAR. _im_ ŚKDR. = RĀJAN. _im_ ŚKDR. — Vgl	AK. 2,4,5,24;TRIK;MED;HĀR. 93;H. an;ŚABDAR;ŚKDR;RĀJAN;ŚKDR
BArgava		1	1〉 adj. Bhārgava d. i. Śukra gehörend: R. 7,80,3 . In ṚV. ANUKR. führen das patron. Bhārgava : Iṭa , Kali , Kṛtnu , Gṛtsamada , Cyavana , Jamadagni , Nema , Prayoga , Vena , Somāhuti und Syūmaraśmi . 	R. 7,80,3;ṚV. ANUKR;R. 7,80,7
BArgava		2	2〉	
BArgava		2a	a〉 R. 7,93,18	R. 7,93,18
BArika		1	1〉 adj. eine Last bildend; schwer; so heisst eine Form der Elephantiasis SUŚR. 1,291,16	SUŚR. 1,291,16
BArika		2	2〉 m. Lastträger AK. 2,10,15 . H. 363 . HĀR. 163 . RĀJA-TAR. 5,204 . Holzträger KATHĀS. 37,56	AK. 2,10,15;H. 363;HĀR. 163;RĀJA-TAR. 5,204;KATHĀS. 37,56
BArika		2	2〉 KATHĀS. 57,7 . 12 . 14	KATHĀS. 57,7;KATHĀS. 57, 12;KATHĀS. 57, 14
BArika		1	1〉 Verdauung CARAKA 1,7 . Kopf 17	CARAKA 1,7;CARAKA 1, 17
BAruRqa		1	1〉 m. ein best. Vogel MBH. 6,265 . 12,3357 . 3519 . 6326 . Vgl	MBH. 6,265;MBH 12,3357;MBH. 12, 3519;MBH. 12, 6326
BAruRqa		2	2〉 n	
BAruRqa		2a	a〉 Name eines Sāman MBH. 1,2882 . Ind. St. 2,54, N	MBH. 1,2882;Ind. St. 2,54, N
BAruRqa		2b	b〉 N. pr. eines Waldes R. 2,71,5	R. 2,71,5
BAryAru		1	1〉 der Vater eines mit einem fremden Weibe erzeugten Sohnes	
BAryAru		2	2〉 eine Art Gazelle	
BAryAru		3	3〉 N. pr. eines Berges H. an. 3,585 . MED. r. 193	H. an. 3,585;MED. r. 193
BAryAwika		1	1〉 ein unter dem Pantoffel seines Weibes stehender Mann H. an. 4,26 . MED. k. 205	H. an. 4,26;MED. k. 205
BAryAwika		2	2〉 eine Art Gazelle ( ) MED	MED
BAryAwika		3	3〉 N. pr. eines Muni ( ) H. an	H. an
BArya		1	1〉 adj. zu tragen; zu hegen, zu pflegen, zu ernähren: jeder der von einem Andern seinen Lebensunterhalt empfängt, Diener, familiaris: TS. 5,5,2,5 . ŚAT. BR. 2,3,2 . 18 . 4,7 . 4 . 6,7,21 . 10,3,5,9 . 	TS. 5,5,2,5;ŚAT. BR. 2,3,2;ŚAT. BR. 2,3, 18;ŚAT. BR 4,7;ŚAT. BR. 4, 4;ŚAT. BR 6,7,21;ŚAT. BR 10,3,5,9;HARIV. 8831;AIT. BR. 1,29
BArya		2	2〉 m. Söldling, Soldat: P. 3,1,112 . Sch	P. 3,1,112
BArya		3	3〉 f. Gattin VOP. 26 . 20 . AK. 2,6,1,6 . H. 513 . HĀR. 145 . HALĀY. 2,339 . AIT. BR. 7,1 . ŚAT. BR. 14,6,7,1 . 7,3,1 . KĀTY. ŚR. 20,8,24 . 25,4,35 . ŚĀṄKH. GṚHY. 2,16 . 5,9 . [Page5-0256] KAUŚ. 89 . 	VOP. 26;VOP 20;AK. 2,6,1,6;H. 513;HĀR. 145;HALĀY. 2,339;AIT. BR. 7,1;ŚAT. BR. 14,6,7,1;ŚAT. BR. 14, 7,3,1;KĀTY. ŚR. 20,8,24;KĀTY. ŚR 25,4,35;ŚĀṄKH. GṚHY. 2,16;ŚĀṄKH. GṚHY 5,9;KAUŚ. 89;KAUŚ 141;MBH. 1,4199;M. 3,4;M. 3, 7;M. 3, 77;M 6,3;MBH. 13,2530;R. 1,8,25;Spr. 2038. fgg;Spr 1373;Spr 4658. fgg;Spr 5150;ŚĀK. 90,22;VID. 333;M. 2,131;M 9,120;P. 6,2,69;P. 2,2,31;AK. 2,6,1,38;H. 519;MĀRK. P. 72,9;Spr. 2040;RAGH. 1,55;HALĀY. 3,34
BArya		1	1〉 BHĀG. P. 10,86,43	BHĀG. P. 10,86,43
BAs	1	1	1〉 Schein, Licht, Glanz (auch Strahl nach den Lexicogrr. ) AK. 1,1,2,35 . 3,4,30,232 . H. 100 . an. 1,16 . MED. s. 6 . HALĀY. 1,38 . ṚV. 1,45,8 . 46,10 . 2,4,5 . 4,5,1 . 7,9 . 6,1,11 . 4,6 . 7,8,2 . 8	AK. 1,1,2,35;AK 3,4,30,232;H. 100;H an. 1,16;MED. s. 6;HALĀY. 1,38;ṚV. 1,45,8;ṚV. 1, 46,10;ṚV 2,4,5;ṚV 4,5,1;ṚV. 4, 7,9;ṚV 6,1,11;ṚV. 6, 4,6;ṚV 7,8,2;ṚV 8,1,28;ṚV. 8, 23,11;ṚV 10,3,1;VS. 13,39;VS 17,72;AV. 7,14,2;TBR. 1,1,3,12;ŚAT. BR. 1,9,3,10;ŚAT. BR 14,7,1,10;ŚAT. BR. 14, 8,8,1;PAÑCAV. BR. 10,2,6;KĀṬH. 34,8;CHĀND. UP. 1,6,5;KAṬHOP. 5,15;BHAG. 11,12;HARIV. 14181;MBH. 14,118;MBH 7,2143;MBH 6,2940;MBH 8,3392;HARIV. 1331;HARIV 14994;R. 4,44,119;KUMĀRAS. 7,3;VARĀH. BṚH. S. 30,32;PRAB. 107,19;BHAG. 11,30;Spr. 3349;ŚAṂK;BṚH. ĀR. UP. S. 237;PRASAṄGĀBH. 15,a;MBH. 1,7294;MBH 6,133;MBH 12,3760;MBH 13,3499;HARIV. 8289;RAGH. 9,17;KUMĀRAS. 7,35;MEGH. 79;ṚT. 1,17;ṚT. 1, 24;ṚT 3,21;MĀRK. P. 96,36;NAIṢ. 22,43;KĀVYĀD. 2,99
BAs	1	2	2〉 Machtglanz, Macht, Majestät H. an. MED	H. an;MED
BAs	1	3	3〉 Wunsch ( ) DHAR. _im_ ŚKDR	DHAR;ŚKDR
BAs	1	1	1〉 f. TBR. 1,2,1,7 . ( pl. ) ṚT. 6,33 . RĀJA-TAR. 5,343 . NALOD. 1,17	TBR. 1,2,1,7;ṚT. 6,33;RĀJA-TAR. 5,343;NALOD. 1,17
BAs	2	1	1〉 scheinen, leuchten: VS. 12,32 . MBH. 1,4852 . 2,433 . 3,11862 . 4,1326 . 12,7857 . HARIV. 5724 . med. : NIR. 6,25 . 32 . MBH. 3,12299 . 4,1461 . 6,2603 . 7,633 . 14,670 . HARIV. 3584 . 5034 = 5561 	VS. 12,32;MBH. 1,4852;MBH 2,433;MBH 3,11862;MBH 4,1326;MBH 12,7857;HARIV. 5724;NIR. 6,25;NIR. 6, 32;MBH. 3,12299;MBH 4,1461;MBH 6,2603;MBH 7,633;MBH 14,670;HARIV. 3584;HARIV 5034;HARIV 5561;HARIV 14994;R. 2,78,7;R 5,28,17;RAGH. ed. Calc. 7,21;ST;KUMĀRAS. 6,11;BHAṬṬ. 10,61;BHAṬṬ 14,83;HARIV. 11759
BAs	2	2	2〉 med. erscheinen, zur Vorstellung kommen, deutlich werden, einleuchten, begriffen werden: Spr. 1080 . in wessen Geiste taucht nicht der Zweifel auf? 2101 . Verz. d. Oxf. H. 266,a,26 . KUSUM. 45,4 . 	Spr. 1080;Spr 2101;Verz. d. Oxf. H. 266,a,26;KUSUM. 45,4;BĀLAB. 18;VEDĀNTAS. (Allah.) No. 125;AṢṬĀV. 2,7;AṢṬĀV. 2, 8;AṢṬĀV. 2, 9;AṢṬĀV 15,14;NĪLAK. 56,89;P. 7,4,3;MAITRYUP. 6,7;MBH. 3,1668;MBH. 3, 11861;MBH 6,3179;MBH. 6, 5111;MBH 8,556;MBH 11,721;MBH 13,7375;HARIV. 1318;HARIV 1324;HARIV 1331;HARIV 6548;HARIV 13249;R. 5,11,2;R. 5, 14,32;RAGH. 9,17;SŪRYAS. 13,12;KATHĀS. 29,40;VID. 3;MĀRK. P. 16,85;MĀRK. P 63,6;MĀRK. P 97,14;LA. (II) 89,12;Verz. d. Oxf. H. 28,b,17;Journ. of the Am. Or. S. 6,504, Śl. 14;VEDĀNTAS. (Allah.) No. 112;BHAG. 15,6;BHAG. 15, 12;MBH. 3,182;MBH 9,2010;Verz. d. Oxf. H. 222,b,27;ebend;MBH. 2,1334;MBH 7,7619;KATHĀS. 45,12;MĀRK. P. 65,5;ŚATR. 2,659;BHAṬṬ. 15,42;BHAṬṬ. 15, 111;BĀLAB. 4;Verz. d. Oxf. H. 238,b,19;MBH. 5,1091;MBH 1,1253;BHĀG. P. 5,23,2;MBH. 12,13221;Spr. 678;SUŚR. 1,104,7;R. 1,35,16;BHĀG. P. 4,21,41;BHĀG. P. 4, 29,69;BHĀG. P 5,26,28;BĀLAB. 17;Verz. d. Oxf. H. 181,b, No. 413;VEDĀNTAS. (Allah.) No. 94;ŚAṂK;BṚH. ĀR. UP. S. 16;MBH. 3,1674;MBH 12,8345;ed. Bomb;MBH 13,4088;ŚAṂK;BṚH. ĀR. UP. S. 60;BHĀG. P. 5,1,8;BHĀG. P. 5,1, 30;VEDĀNTAS. (Allah.) No. 112;MBH. 4,1776;MBH 5,2525;MBH 7,6672;ed. Bomb;MBH. 7, 7601;MBH. 7, 7605;ed. Bomb;MBH 12,13361;R. 4,2,9;R 5,20,18;SUŚR. 1,54,16;KATHĀS. 35,112;KATHĀS 45,312;ŚIŚ. 9,37;SUŚR. 1,326,3;MBH. 2,1313;MBH 8,204;RAGH. 7,40;RAGH. 7, 60;RAGH 14,12;RAGH 16,41;KUMĀRAS. 7,3;KATHĀS. 45,339;NIR. 7,23;MĀRK. P. 105,18;MBH. 1,1241;R. 3,29,10;ed. Bomb;MBH. 13,7302;MBH 5,728;HARIV. 2051;VARĀH. BṚH. S. 30,20;VARĀH. BṚH. S 32,21;VARĀH. BṚH. S 43,3;PAÑCAR. 4,3,30;MALLIN;KUMĀRAS. 1,2;MṚCCH. 86,18;MṚCCH 159,2;RAGH. 7,16;Spr. 466;HARIV. 590;MED. t. 25;ŚAT. BR. 3,1,3,11;Verz. d. Oxf. H. 72,a,24;MBH. 3,5005;MBH. 3, 17090;MBH 8,2202;HARIV. 6618;HARIV 9013;MBH. 4,238;MBH. 1,6532;R. 4,43,50;MBH. 9,2052;MBH 4,1776;RĀJA-TAR. 4,380;RĀJA-TAR 6,327;Spr. 4232;VEDĀNTAS. (Allah.) No. 23;AṢṬĀV. 15,14;NĪLAK. 222;KATHĀS. 6,143;AV. 13,4,7;AV 19,26,23;ŚATR. 1,35;Spr. 595;R. 2,13,10;MBH. 8,4667;MBH. 12,13912
BAs	2	1	2. ¦ mit vgl. . — caus. vollkommen erleuchten, — erhellen KATHĀS. 103,206 . — , KATHĀS. 74,187 . 93,17 . — caus. erleuchten, erhellen 53,168 . — , KATHĀS. 83,15	KATHĀS. 103,206;KATHĀS. 74,187;KATHĀS 93,17;KATHĀS 53,168;KATHĀS. 83,15
BAsa		1	1〉 m. = Licht, Glanz H. an. 2,585 . MED. s. 6 . VIŚVA _im_ ŚKDR. KATHĀS. 35,21 . am Ende eines adj. comp. : MBH. 7,74 . 8,2889 . ( die neuere Ausg. ) von Viṣṇu HARIV. 14119	H. an. 2,585;MED. s. 6;VIŚVA;ŚKDR;KATHĀS. 35,21;MBH. 7,74;MBH 8,2889;HARIV. 14119
BAsa		2	2〉 m. ein best. Raubvogel, = MED. = AK. 3,4,14,60 . H. 1338 . H. an. HALĀY. 2,92 . = H. an. VIŚVA. = ders. = Schol. zu MBH. 1,5277 . — ADBH. BR. 6,8 _in_ Ind. St. 1,40 . M. 11,135 . YĀJÑ. 1,127 . 3,27	MED;AK. 3,4,14,60;H. 1338;H. an;HALĀY. 2,92;H. an;VIŚVA;MBH. 1,5277;ADBH. BR. 6,8;Ind. St. 1,40;M. 11,135;YĀJÑ. 1,127;YĀJÑ 3,272;MBH. 1,5277. fg;MBH 6,62. fg;MBH 12,1315;HARIV. 3390;R. 4,58,30;SUŚR. 1,24,7;SUŚR. 1, 75,1;SUŚR. 1, 108,3;SUŚR. 1, 202,13;VĀGBH. 1,6,50;BHĀG. P. 3,10,23;BHĀG. P 5,24,6;BHĀG. P 8,10,10;PAÑCAT. 157,3;Verz. d. B. H. No. 897;Verz. d. Oxf. H. 86,b,37;ebend. 354,a,32;Verz. d. B. H. 193,13;MBH. 1,2620. fg;HARIV. 222. fg;R. 3,20,18. fg;VP. 148;MĀRK. P. 104;MĀRK. P 8
BAsa		3	3〉 m. Kuhstall, Kuhhürde ( ) VIŚVA	VIŚVA
BAsa		4	4〉 m. oxyt. N. eines Sāman TBR. 1,2,4,3 . n. Ind. St. 3,227,b . AIT. BR. 4,19 . PAÑCAV. BR. 14,11,14 . LĀṬY. 4,7,1 . 6,12,5 . ĀŚV. ŚR. 8,6	TBR. 1,2,4,3;Ind. St. 3,227,b;AIT. BR. 4,19;PAÑCAV. BR. 14,11,14;LĀṬY. 4,7,1;LĀṬY 6,12,5;ĀŚV. ŚR. 8,6
BAsa		5	5〉 m. N. pr. eines Mannes RĀJA-TAR. 8,1431 . 1476 . 1480 . 1482 u. s. w. eines dramatischen Dichters ( vgl. ) HALL in der Einl. zu VĀSAV. 14 . 20 . Verz. d. Oxf. H. 124,a,42 . b,18 . 142,a,14 . SARASV	RĀJA-TAR. 8,1431;RĀJA-TAR. 8, 1476;RĀJA-TAR. 8, 1480;RĀJA-TAR. 8, 1482;HALL;VĀSAV. 14;VĀSAV 20;Verz. d. Oxf. H. 124,a,42;Verz. d. Oxf. H. 124, b,18;Verz. d. Oxf. H 142,a,14;SARASVATĪKAṆṬHĀBH. ebend. 511,c;KATHĀS. 44,25;KATHĀS. 44, 143;KATHĀS 45,379;KATHĀS 47,25
BAsa		6	6〉 m. N. pr. eines Berges MBH. 14,1174	MBH. 14,1174
BAsa		7	7〉 f	
BAsa		7a	a〉 die Urmutter der Bhāsa s. u. 2	
BAsa		7b	b〉 N. pr. einer Tochter der Prādhā MBH. 1,2554	MBH. 1,2554
BAsa		8	8〉 n. s. u. 4. — Vgl	
BAsa		2	2〉 PAT. a. a. O. 4,88,a	PAT. a. a. O. 4,88,a
BAsaka		1	1〉 adj. (vom caus. von 2. ) am Ende eines comp. erscheinen [Page5-0275] machend VEDĀNTAS. (Allah.) No. 91	VEDĀNTAS. (Allah.) No. 91
BAsaka		2	2〉 m. N. pr. eines dramatischen Dichters ( vgl. ) MĀLAV. 3,12 , v. l. Verz. d. Oxf. H. 135,b, N. HALL in der Einl. zu VĀSAV. 14. fg	MĀLAV. 3,12;Verz. d. Oxf. H. 135,b, N;HALL;VĀSAV. 14. fg
BAsaka		1	1〉 beleuchtend, machend dass man erkennt; davon nom. abstr. n. SARVADARŚANAS. 94,5	SARVADARŚANAS. 94,5
BAsanta		1	1〉 adj. glänzend, schön H. an. 3,285 . MED. t. 140	H. an. 3,285;MED. t. 140
BAsanta		2	2〉 m	
BAsanta		2a	a〉 die Sonne H. an	H. an
BAsanta		2b	b〉 der Mond UṆĀDIK. _im_ ŚKDR	UṆĀDIK;ŚKDR
BAsanta		2c	c〉 Stern, Sternbild ( ) H. an	H. an
BAsanta		2d	d〉 der Vogel H. an. MED	H. an;MED
BAsanta		3	3〉 f. Sternbild, ein Nakṣatra UṆĀDIK. _im_ ŚKDR	UṆĀDIK;ŚKDR
BAskarIya		1	1〉 adj. von Bhāskara herrührend Z. d. d. m. G. 2,339 (162, . Verz. d. B. H. No. 828 . Ind. St. 2,253	Z. d. d. m. G. 2,339 (162,c);Verz. d. B. H. No. 828;Ind. St. 2,253
