k1	hom	homonym_precise	deriv_base	deriv_suffix	deriv_class	deriv_citation	panini_sutras	compound_members_pwg	compound_status	ganas	gana_sutras	gana_corroborated
SrezWatama		1	SrezWa	tama	сравнение	ṚV. 1,113,12	P.5.3.55		index-only			
SrezWatara		1	SrezWa	tara	сравнение	MBH. 1,186			index-only			
SrezWatas		1	SrezWa	tas	адверб	LĀṬY. 8,11,20			index-only			
SrezWin		1	SrezWa	in	поссессив	AIT. BR. 3,30						
SrEzWya		1	SrezWa	ya	относит./vṛddhi	AV. 1,9,3	P.10.74.19|P.33.10					
SroRa	1						P.8.18.5					
SroRa	2						P.8.18.5					
SroRi							P.3.23.32|P.4.24.51|P.4.25.23|P.8.9.17|P.8.12.30					
SroRitas		1	SroRi	tas	адверб	VS. 21,43			index-only			
Srotar							P.4.12.46|P.12.11.37					
Srotavya							P.1.1.11|P.1.2.14|P.2.1|P.34.85					
Srotra							P.2.2.29|P.3.26.13|P.61.31			BikzAdiH|prajYAdiH	4.2.38|5.4.38	
Srotratas		1	Srotra	tas	адверб	ŚAT. BR. 13,4,4,8			index-only			
SrotratA		1	Srotra	tA	абстракт	Spr. (II) 3246			index-only			
Srotranetramaya		1						Srotra + netra	differs			
Srotramaya		1	Srotra	maya	материал	ŚAT. BR. 10,5,3,7			index-only			
Srotriya							P.2.1.65|P.5.2.84|P.5.4.12			manojYAdiH	5.1.133	
SrotriyatA		1	Srotriya	tA	абстракт	TRIK. 2,7,3			index-only			
SrOta							P.5.14.30|P.11.5.5|P.75.15					
SrOti							P.4.2.138			gahAdiH	4.2.138	1
SrOtra							P.4.2.38|P.5.1.130|P.5.4.38					
SrOtriyaka		1	Srotriya	ka	уменьш./собират.	P. 5,1,133	P.5.1.133					
SrOmatya							P.5.3.118					
SrOzaw							P.1.4|P.1.4.57|P.8.2.91			UryAdiH|cAdiH	1.4.57|1.4.61	1
SrOzwIya		1	Sruzwi	Iya	относит./vṛddhi	Ind. St. 3,240,b						
SryAhva		1						SrI + AhvA	differs			
SlakzRa							P.1.6.21|P.2.1.31|P.3.23.33			ukTAdiH	4.2.60	
SlakzRaka		1	SlakzRa	ka	уменьш./собират.	AV. 20,133,5						
SlaTatva		1	SlaTa	tva	абстракт	SĀH. D. 221,5			index-only			
SlAkzRaBArika							P.5.1.50					
SlAkzRika							P.4.2.60|P.5.1.50					
SlAGanIya							P.9.24.62					
SlAGanIyatA		1	SlAGanIya	tA	абстракт	Spr. (II) 457			index-only			
SlAGA							P.5.1.134					
SlAGin							P.1.15.10|P.8.2.6					
SlAGya							P.1.10.26|P.4.16.3|P.21.98					
Sliz	2						P.1.3.25|P.3.1.46|P.3.4.72|P.4.9.3|P.5.2.4|P.7.2.10|P.9.10.40|P.10.43.21|P.10.60.27|P.10.81.15|P.135.40					
Slizwokti		1						Slizwa + ukti	pwg-new-fill			
SlIpadin		1	SlIpada	in	поссессив	VYUTP. 204						
Sleza							P.3.1.141|P.3.20.30					
SlezmaGna							P.3.2.53		index-only			
SlezmaRa							P.5.2.100					
Slezman							P.5.26.23|P.14.79			pAmAdiH|siDmAdiH	5.2.100|5.2.97	
Slezmala							P.5.2.97					
SlezmAtakamaya		1	SlezmAtaka	maya	материал	MBH. 14,2631			index-only			
SlEzmika							P.5.1.38					
Sloka							P.1.3.40|P.4.12.39					
SlokakAra							P.3.2.23		index-only			
Slokin		1	Sloka	in	поссессив	ṚV. 8,82,8						
Slokya							P.1.17.30					
SvaHkAla		1						Svas + kAla	differs			
SvagaRa		1					P.4.4.11	Svan + gaRa	differs			
SvagaRika		1	SvagaRa	ika	относит./vṛddhi	P. 4,4,11	P.4.4.11		index-only			
Svacakra		1						Svan + cakra	differs			
Svan	1						P.2.4.11|P.2.7.42|P.3.10.22|P.3.17.31|P.4.1.41|P.6.4.133|P.7.3.4|P.9.18.11|P.9.21.9			KaRqikAdiH|gOrAdiH|snAtvyAdiH|sutaNgamAdiH	4.1.41|4.2.45|4.2.80|7.1.49	1
Svanin		1	Svan	in	поссессив	VS. 16,27						
SvaniSa							P.2.4.25		index-only			
Svapaca							P.3.1.134|P.3.16.6|P.29.23		index-only	pacAdiH	3.1.134	1
SvapacatA		1	Svapaca	tA	абстракт	MBH. 13,188			index-only			
Svapati							P.9.21.9		index-only			
Svapad		1						Svan + pad	differs			
SvapAka							P.1.11.23|P.7.3.53		index-only	kulAlAdiH|kzipakAdiH	4.3.118|7.3.45	
SvaPalka							P.3.1.32		index-only			
SvaBojana							P.3.14.27		index-only			
SvaBra							P.4.7.28|P.10.81|P.43.29					
SvaBray							P.5.2.36					
SvayaTu							P.3.3.89					
SvayAtu		1						Svan + yAtu	differs			
SvayUTa		1						Svan + yUTa	differs			
Svalih							P.8.4.42		index-only			
Svalehya							P.2.1.33		index-only			
Svavftti	1						P.7.11|P.7.11.18		index-only			
Svavftti	2						P.7.11|P.7.11.18		index-only			
SvaSura							P.1.2.71|P.4.3.1					
SvaSuraka		1	SvaSura	ka	уменьш./собират.	PAÑCAT. 130,1						
SvaSurya							P.4.1.137					
SvaSrU							P.1.2.71|P.4.1.68					
SvaHSreyasa		1					P.5.4.80	Svas + SreyaMs	differs			
SvaHSva		1						Svas + Svas	differs			
Svas	1						P.1.1.37|P.1.11.23|P.2.1.33|P.2.3.23|P.3.1.11|P.3.3.15|P.3.11.15|P.3.30.18|P.4.4.3|P.4.8.15|P.5.6.12|P.6.1.188|P.6.9.21|P.7.2.5|P.7.2.16|P.7.2.76|P.7.3.4|P.7.3.98|P.10.17.6|P.10.38.20|P.10.78.11|P.10.87.20|P.21.23|P.21.24|P.22.42|P.23.11|P.23.69|P.23.73|P.27.8|P.61.26|P.62.8|P.68.22|P.122.16			snAtvyAdiH|svarAdiH	1.1.37|7.1.49	1
Svas	2						P.1.1.37|P.1.11.23|P.2.1.33|P.2.3.23|P.3.1.11|P.3.3.15|P.3.11.15|P.3.30.18|P.4.4.3|P.4.8.15|P.5.6.12|P.6.1.188|P.6.9.21|P.7.2.5|P.7.2.16|P.7.2.76|P.7.3.4|P.7.3.98|P.10.17.6|P.10.38.20|P.10.78.11|P.10.87.20|P.21.23|P.21.24|P.22.42|P.23.11|P.23.69|P.23.73|P.27.8|P.61.26|P.62.8|P.68.22|P.122.16			snAtvyAdiH|svarAdiH	1.1.37|7.1.49	1
Svasana							P.1.11.35|P.2.2.29|P.3.8|P.4.8.20					
SvasanaranDra							P.10.16.24		index-only			
Svastana							P.3.3.15|P.4.2.105|P.11.8.11					
Svastya							P.4.2.105					
SvAkarRa		1					P.6.3.137	Svan + karRa	differs			
SvAgaRika							P.4.4.11					
SvAgra		1						Svan + agra	pwg-new-fill			
SvAtrya		1	SvAtra	ya	относит./vṛddhi	ṚV. 10,49,10						
SvAda		1					P.3.33.6	Svan + ada	pwg-new-fill			
SvAdaMzwrA							P.6.3.137					
SvAdaMzwri							P.7.3.8					
SvAdanta		1					P.6.3.137	Svan + danta	differs			
SvApada		1					P.6.3.137|P.6.6.26|P.7.3.9|P.48.30|P.57.50	Svan + pada	differs			
SvApAkaka		1	SvapAka	ka	уменьш./собират.	P. 4,3,118	P.4.3.118					
SvApucCa							P.6.3.137		index-only			
SvAPalka							P.4.1.114					
SvAPalki							P.11.12.10					
SvABastra							P.7.3.8					
SvABastri							P.7.3.8					
SvAyUTika		1	SvayUTa	ika	относит./vṛddhi		P.7.3.8					
SvAvarAha							P.6.3.137		index-only			
SvAvarAhikA							P.4.2.104|P.4.3.125		index-only			
SvAviD		1					P.3.21.44|P.6.3.116|P.8.146	Svan + viD	differs			
SvASva		1						Svan + aSva	pwg-new-fill			
SvAsa							P.1.1.9|P.1.13.51|P.3.1.141|P.3.30.17|P.8.7.15|P.8.19.10					
SvAhi							P.9.23.30					
Svitra							P.7.1.18					
Svitraka		1	Svitra	ka	уменьш./собират.	MBH. 13,6067						
Svitrin		1	Svitra	in	поссессив	M. 3,7						
Sveta							P.3.21.10|P.4.1.39|P.4.4.5|P.5.16.8|P.5.24.31|P.53.27|P.54.9			sutaNgamAdiH	4.2.80	
Svetaka		1	Sveta	ka	уменьш./собират.	VARĀH. BṚH. S. 81,19						
SvetakAkIya		1						Sveta + kAka	differs			
SvetaguRavant		1						Sveta + guRa	pwg-new-fill			
SvetacCattra							P.5.1.63|P.9.10.42		index-only			
Svetatara		1	Sveta	tara	сравнение	Ind. St. 3,258			index-only			
SvetadvIpa							P.8.4.18		index-only			
SvetaparRa							P.59.4		index-only			
SvetapAkI							P.4.3.167		index-only	harItakyAdiH	4.3.167	1
SvetaPalA							P.4.1.64		index-only			
SvetamUtratA		1						Sveta + mUtra	differs			
Svetavastrin		1						Sveta + vastra	differs			
SvetavAh							P.3.2.71		index-only			
SvetaSElamaya		1	SvetaSEla	maya	материал	RĀJA-TAR. 6,302			index-only			
SvetAkza		1						Sveta + akza	pwg-new-fill			
SvetAdri							P.6.8.4					
SvetArka		1						Sveta + arka	pwg-new-fill			
SvetASva	1	1						Sveta + aSva	pwg-new-fill			
SvetASva	2							Sveta + aSva	pwg-new-fill			
Svetekzu		1						Sveta + ikzu	pwg-new-fill			
Svetodara							P.55.7					
Svetya		1	Sveta	ya	относит./vṛddhi	ṚV. 1,113,2						
SvEtacCattrika		1	SvetacCattra	ika	относит./vṛddhi	P. 5,1,63	P.5.1.63					
SvEtya		1	Sveta	ya	относит./vṛddhi	NĪLAK.						
SvoBAva		1						Svas + BAva	differs			
SvovasIyasa		1					P.5.4.80	Svas + vasIyaMs	differs			
Svovasyasa		1						Svas + vasyaMs	differs			
zawka							P.5.1.22					
zawkala		1						zaz + kalA	differs			
zawkulIya		1						zaz + kula	differs			
zawtilin		1						zaz + tila	differs			
zawtva							P.5.2.29		index-only			
zawpaYcavarza							P.4.12.42		index-only			
zawpad							P.5.4.139		index-only			
zawpada							P.4.6.29|P.8.2.14|P.8.8.15		index-only			
zawpadezwa		1						zawpada + izwa	differs			
zawsapta		1						zaz + saptan	differs			
zaqaNgulidatta							P.5.3.84		index-only			
zaqaNGri							P.3.23.15		index-only			
zaqaSva							P.50.85		index-only			
zaqAtman							P.99.27		index-only			
zaqAnana	1						P.94.7		index-only			
zaqAnana	2						P.94.7		index-only			
zaqika							P.5.3.84					
zaqgava							P.5.2.29		index-only			
zaqgavIya		1	zaqgava	Iya	относит./vṛddhi	MBH. 8,3837			index-only			
zaqguRa	2						P.1.3.36|P.5.1.124		index-only	caturvedAdiH	5.1.124	1
zaqja							P.106.58		index-only			
zaqQotar		1						zaz + hotar	pwg-new-fill			
zaqDA							P.6.3.109		index-only			
zaqBAga							P.18.4|P.130.38		index-only			
zaqvarga							P.11.18.40|P.132.44		index-only			
zaqviMSati							P.11.22.2		index-only			
zaqviDa							P.3.10.18		index-only			
zaRqa	1						P.1.7.3|P.3.15.41|P.4.19.23|P.60.2			gOrAdiH	4.1.41	
zaRQa							P.4.1.41|P.8.3.24|P.15.31					
zaRQatA		1	zaRQa	tA	абстракт	KATHĀS. 33,90	P.15.38		index-only			
zaRRagarika		1	zaRRagarI	ika	относит./vṛddhi	WASSILJEW 231			index-only			
zaRRagarI		1					P.8.4.42	zaz + nagara	differs			
zaRRavati		1					P.5.24.16|P.8.4.42	zaz + navati	pwg-new-fill			
zaRRABi		1						zaz + nABi	differs			
zaRmAsa							P.5.1.84		index-only			
zaRmAsika		1	zaRmAsa	ika	относит./vṛddhi	P. 5,1,84	P.5.1.84		index-only			
zaRmAsya		1	zaRmAsa	ya	относит./vṛddhi	P. 5,1,83	P.5.1.83		index-only			
zaz							P.1.1.24|P.7.1|P.7.1.22|P.7.1.55					
zazwa							P.5.2.58					
zazwi							P.4.1.39|P.5.1.59|P.6.6.1|P.52.25			nizkAdiH	5.1.20	
zazwika							P.2.4.31|P.5.1.90			arDarcAdiH	2.4.31	1
zazwikya							P.5.2.3					
zazwitama							P.5.2.58		index-only			
zazwipaTa							P.4.2.60		index-only			
zazwipaTika							P.4.2.60		index-only			
zazwirAtra							P.5.1.90		index-only			
zazwisahasrin							P.9.8.10		index-only			
zazWa							P.1.1.49|P.2.1|P.5.2.51|P.5.15.9|P.6.2|P.6.2.25|P.7.4.60					
zazWaka							P.5.3.51					
zazWavatI							P.5.19.18		index-only			
zazWAMSa		1					P.120.6	zazWa + aMSa	pwg-new-fill			
zAwkOSika		1						zaz + koSa	pwg-new-fill			
zAwpOruzika		1						zaz + puruza	pwg-new-fill			
zAqaRqaka		1	zaqaRqa	ka	уменьш./собират.	P. 4,2,127	P.4.2.127					
zAqguRya		1	zaqguRa	ya	относит./vṛddhi	KATHĀS. 54,31	P.5.1.124|P.27.9					
zAqvargika		1	zaqvarga	ika	относит./vṛddhi	BHĀG. P. 1,3,36	P.1.3.36					
zAqviDya		1	zaqviDa	ya	относит./vṛddhi	KULL.						
zARqaSa							P.4.1.41			gOrAdiH	4.1.41	1
zARQya		1	zaRQa	ya	относит./vṛddhi	SUŚR. 1,348,21						
zARmAtura		1					P.4.1.115	zaz + mAtar	pwg-new-fill			
zARmAsika							P.5.1.83					
zARmAsya							P.5.1.83					
zAtvaRatvika		1					P.4.3.67	zatva + Ratva	pwg-new-fill			
zAzwika		1	zazwi	ika	относит./vṛddhi	P. 5,1,20	P.5.1|P.5.1.20					
zAzwipaTa							P.4.2.60					
zAzWa							P.5.3.50					
zoqant		1					P.5.4.38|P.6.3.109	zaz + dant	pwg-new-fill			
zoqaSa							P.2.9.6|P.6.1.50|P.78.20|P.109.33		index-only			
zoqaSakala		1					P.1.3.1	zoqaSan + kalA	differs			
zoqaSan		1					P.1.2.34|P.1.11.31|P.4.29.74|P.6.3.109	zaz + daSan	pwg-new-fill			
zoqaSama							P.1.3.20					
zoqaSarca		1						zoqaSan + fc	differs			
zoqaSasahasra							P.5.16.7		index-only			
zoqaSAtmaka							P.2.4.23					
zoqaSAtman							P.5.11.5					
zoqaSikAmra		1						zoqaSikA + Amra	pwg-new-fill			
zoqaSin							P.3.12.40|P.8.3.105					
zoQA							P.6.3.109					
zOqata							P.5.4.38					
zWiv							P.1.4.62|P.5.24.17|P.11.22.58|P.11.23.35|P.34.69					
zWIvana							P.5.5.30|P.35.30					
sa	1						P.2.1.6|P.2.2.28|P.4.1.57|P.6.1.32|P.6.3.79|P.6.3.80|P.6.3.84|P.7.2.102|P.7.2.106|P.7.12.27|P.8.12.3|P.61.52|P.62.20|P.70.5					
sa	2						P.2.1.6|P.2.2.28|P.4.1.57|P.6.1.32|P.6.3.79|P.6.3.80|P.6.3.84|P.7.2.102|P.7.2.106|P.7.12.27|P.8.12.3|P.61.52|P.62.20|P.70.5					
sa	3						P.2.1.6|P.2.2.28|P.4.1.57|P.6.1.32|P.6.3.79|P.6.3.80|P.6.3.84|P.7.2.102|P.7.2.106|P.7.12.27|P.8.12.3|P.61.52|P.62.20|P.70.5					
sa	4						P.2.1.6|P.2.2.28|P.4.1.57|P.6.1.32|P.6.3.79|P.6.3.80|P.6.3.84|P.7.2.102|P.7.2.106|P.7.12.27|P.8.12.3|P.61.52|P.62.20|P.70.5					
safkza		1						sa + fkza	agrees			
saMyat							P.6.4.40					
saMyatin							P.31.31					
saMyama							P.3.3.63|P.3.5|P.3.5.16|P.4.21.41|P.7.15.28|P.9.2.34|P.11.26.4|P.45.28|P.51.54|P.77.4					
saMyamana							P.3.5.20|P.4.15.15|P.5.16.30|P.5.21.7|P.10.16.6|P.63.20|P.77.4					
saMyamin		1	saMyama	in	поссессив	Spr. (II) 1916	P.2.43					
saMyAti							P.9.18.1|P.9.20.3					
saMyAma							P.3.3.63					
saMyAva							P.3.3.23|P.9.21.4|P.34.48					
saMyuktaka		1	saMyukta	ka	уменьш./собират.	BURNOUF, Intr. 49						
saMyuga		1					P.1.16.11|P.43.73	sam + yuga	pwg-new-fill	pratijanAdiH	4.4.99	
saMyuj							P.10.32.22					
saMyoga							P.1.1.7|P.1.13.40|P.2.1.29|P.4.1.23|P.4.1.33|P.5.1.38|P.5.14.1|P.5.16.21|P.16.6|P.22.19|P.64.7			saMtApAdiH	5.1.101	
saMyogin		1	saMyoga	in	поссессив	KAṆ. 3,1,9	P.1.2.27|P.78.11					
saMrakza							P.5.1.128			caturvedAdiH	5.1.124	
saMrakzaRa							P.3.21.50|P.5.26.36|P.51.107					
saMrakzita							P.5.2.88			izwAdiH	5.2.88	1
saMrakzya							P.27.5					
saMramBa							P.3.2|P.3.2.24|P.5.9.19|P.8.6.24|P.8.11.45					
saMramBin		1	saMramBa	in	поссессив	SUŚR. 1,266,6	P.3.29.8					
saMrADya							P.3.4.26					
saMrAva							P.3.3.22					
saMroDa							P.10.63.25|P.10.73.2					
saMroDana							P.10.73.7					
saMroha							P.7.10.6					
saMlApa							P.5.24.16|P.8.26|P.20.4					
saMvat	1						P.1.1.37			svarAdiH	1.1.37	1
saMvatsam		1						sam + vatsa	pwg-new-fill			
saMvatsara							P.3.11|P.3.11.12|P.5.22.7|P.8.3.110|P.16.35			parimuKAdiH	4.3.59	
saMvatsaratama		1	saMvatsara	tama	сравнение	P. 5,2,57	P.5.2.57		index-only			
saMvatsaraparvan							P.4.2.21		index-only			
saMvatsaramaya		1	saMvatsara	maya	материал	WEBER, JYOT. 20			index-only			
saMvatsarIRa							P.5.1.87|P.5.1.92					
saMvatsarIya							P.5.1.92					
saMvandana							P.10.44.51					
saMvara	1						P.6.6.29					
saMvara	2						P.6.6.29					
saMvara	3						P.6.6.29					
saMvaraRa	1						P.6.6.39|P.10.87.20|P.78.34					
saMvaraRa	2						P.6.6.39|P.10.87.20|P.78.34					
saMvargya		1	saMvarga	ya	относит./vṛddhi	VARĀH. BṚH. 26 (24), 9						
saMvarta							P.8.15.26|P.9.2.26|P.130.11					
saMvartaka		1	saMvarta	ka	уменьш./собират.	NṚS. TĀP. UP.	P.4.30.45|P.12.4.9|P.12.4.11|P.47.11					
saMvAc		1						sam + vAc	pwg-new-fill			
saMvAcya							P.10.45.36					
saMvAda							P.1.4.7|P.1.5|P.2.10.49|P.6.4.31|P.9.6.10|P.15.42					
saMvAdin		1	saMvAda	in	поссессив	P. 5,1,124	P.5.1.124			brAhmaRAdiH	5.1.124	1
saMvAra							P.1.1.9					
saMvAsa										saMtApAdiH	5.1.101	
saMvAha							P.4.2.116|P.16.15			guqAdiH|kASyAdiH	4.2.116|4.4.103	1
saMvAhana							P.9.18.35|P.10.15|P.10.73|P.19.2|P.20.11					
saMvAhya							P.3.1.131					
saMvid	1						P.1.13.33|P.8.3.11|P.8.6.32|P.8.24.46|P.10.31.10|P.39.21|P.81.28|P.101.18					
saMvid	2						P.1.13.33|P.8.3.11|P.8.6.32|P.8.24.46|P.10.31.10|P.39.21|P.81.28|P.101.18					
saMviDAnaka		1	saMviDAna	ka	уменьш./собират.	UTTARAR. 68,9 (87,11)						
saMviBAga							P.7.11.10|P.47.30					
saMviBAgin		1	saMviBAga	in	поссессив	MBH. 7,2758						
saMviBAvya							P.3.33.8					
saMvedyatA		1	saMvedya	tA	абстракт	SĀH. D. 119,8			index-only			
saMveSa							P.3.23.21					
saMveSana							P.1.2.57|P.5.1|P.5.1.101|P.5.9.11			saMtApAdiH|upavastrAdiH	5.1.101|5.1.105	1
saMveSanIya							P.5.1.111					
saMveSin							P.5.1.124			brAhmaRAdiH	5.1.124	1
saMveza							P.5.1.101			saMtApAdiH	5.1.101	1
saMvyavahAra							P.26.23|P.44.26|P.57.9					
saMvyUha							P.3.7.27					
saMSakalA							P.1.4.61			UryAdiH	1.4.61	1
saMSaptaka		1	saMSapta	ka	уменьш./собират.	MBH.						
saMSabda		1					P.5.3.6	sam + Sabda	pwg-new-fill			
saMSabdana							P.6.2.106					
saMSamanIya		1	saMSamana	Iya	относит./vṛddhi	SUŚR. 1,144,11						
saMSaya							P.1.1.29|P.3.7.15|P.6.3.2|P.7.1.3					
saMSita							P.4.1.105					
saMSiSvan		1						sam + SiSu	pwg-new-fill			
saMSuzka							P.8.206					
saMSraya							P.1.1.15|P.1.15.7|P.3.1.21|P.3.33.26|P.4.9.22|P.21.29|P.21.73|P.68.2|P.85.35|P.109.23					
saMSruta							P.6.2.148					
saMSleza							P.24.17|P.37.15					
saMsad							P.3.2.61|P.8.9.24					
saMsamaka		1						sam + sam	pwg-new-fill			
saMsaraRa							P.10.40.28					
saMsarga							P.4.7.17|P.5.1.37|P.6.1.21|P.17.23|P.51.90|P.62.30					
saMsargavidyA							P.4.2.60		index-only			
saMsargin		1	saMsarga	in	поссессив	P. 3,2,142	P.3.2.142|P.5.10.5|P.15.53					
saMsarpamARaka		1	saMsarpamARa	ka	уменьш./собират.	MBH. 3,17145						
saMsaryA							P.1.4.74			sAkzAtpraBftiH	1.4.74	1
saMsADaka							P.2.3.4					
saMsADya							P.43.81					
saMsAra							P.3.25.11|P.4.25.6|P.6.11.27|P.7.9|P.7.10.3|P.7.15.46|P.16.8					
saMsArin							P.1.2.3					
saMsidDi							P.1.2.13|P.1.19.37|P.16.43|P.28.9|P.34.10					
saMsUcaka							P.40.34					
saMsfti							P.1.1|P.1.1.14|P.3.31.20					
saMsfzwatva		1	saMsfzwa	tva	абстракт	ŚAṂK.			index-only			
saMsfzwin		1	saMsfzwa	in	поссессив	YĀJÑ. 2,138. fg.						
saMsevana							P.68.7					
saMsevA							P.7.9|P.7.9.27|P.9.15.41|P.11.25.34					
saMsevya							P.1.18.10					
saMskAra							P.2.4.10|P.4.26.6|P.5.9.4|P.22.46|P.24.19					
saMskAraka							P.2.1.34					
saMskAramaya		1	saMskAra	maya	материал	RAGH. 14,75			index-only			
saMskArAdimant		1					P.10.23.43	saMskAra + Adi	pwg-new-fill			
saMskArya							P.49.2					
saMskfti							P.10.45.26					
saMstava							P.3.3.31|P.11.13.41					
saMstavana							P.8.7.34					
saMstAra							P.60.10					
saMstAva							P.3.3.31					
saMstuti							P.3.22.28					
saMsTa							P.1.12.16|P.2.1|P.3.10.6|P.3.13.37|P.10.23.8|P.11.12.21|P.12.7|P.16.70|P.18.50|P.23.38|P.96.32					
saMsTAtva		1	saMsTA	tva	абстракт	BHĀG. P. 3,26,39	P.3.26.39		index-only			
saMsTAna							P.1.3.3|P.2.8.8|P.3.7.38|P.5.4.10|P.16.52|P.23.34|P.57.58					
saMsTApana							P.10.33.27					
saMsTAvayavavant		1					P.2.8.8	saMsTA + avayava	pwg-new-fill			
saMsTiti							P.1.18.3|P.3.7.33|P.4.22.49|P.12.12.8|P.16.45|P.54.31|P.68.3					
saMsparDA							P.3.1.21					
saMsparDin							P.11.6.12					
saMsparSa							P.3.3.116|P.4.9.43|P.7.4.41|P.10.76.24|P.43.14					
saMsparSana							P.10.32.15|P.24.38					
saMsmaraRa							P.1.19.33					
saMsrAva							P.3.1.141					
saMsrAvya		1	saMsrAva	ya	относит./vṛddhi	AV. 1,15,1						
saMsvedayu							P.3.2.170					
saMhatatA		1	saMhata	tA	абстракт	ŚIŚ. 9,44			index-only			
saMhatapucCi		1					P.5.4.128	saMhata + pucCa	differs	dvidaRqyAdiH	5.4.128	1
saMhatANga		1						saMhata + aNga	pwg-new-fill			
saMhatASva		1						saMhata + aSva	pwg-new-fill			
saMhati							P.2.6.9|P.11.26.21|P.45.59|P.88.19|P.102.3					
saMhatyakArin							P.11.24.9		index-only			
saMhanana							P.5.2.20|P.5.9.11|P.5.17.12					
saMharaRa							P.132.39					
saMharza							P.25.10					
saMharzaRa							P.3.1.134					
saMhAtya		1	saMhAta	ya	относит./vṛddhi	SĀH. D. 416. fg.						
saMhAra							P.1.7.20|P.3.3.122|P.74.52|P.81.53					
saMhArabudDimant		1						saMhAra + budDi	pwg-new-fill			
saMhAravegavant		1						saMhAra + vega	pwg-new-fill			
saMhita							P.1.2.36|P.1.2.39|P.1.4.3|P.1.4.109|P.6.2.146|P.8.4.28|P.8.21.2|P.9.21.29|P.45.21					
saMhitapuzpikA		1						saMhita + puzpa	differs			
saMhitAnta		1						saMhita + anta	pwg-new-fill			
saMhitIBAva		1						saMhita + BU	pwg-new-fill			
saMhitoru		1					P.4.1.70	saMhita + Uru	pwg-new-fill			
saMhftabusam							P.2.1.17		index-only	tizWadgupraBftiH	2.1.17	1
saMhotra		1						sam + hotra	pwg-new-fill			
saMhrAda							P.6.18.12					
saMhriyamARa							P.2.1.17					
saka		1	sa	ka	уменьш./собират.	P. 6,1,132	P.6.1.132|P.7.3.45					
sakawAkzam		1						sa + kawAkza	differs			
sakampa		1						sa + kampa	agrees			
sakaruRa		1					P.1.13.12|P.5.13.24	sa + karuRA	differs			
sakarRa		1						sa + karRa	agrees			
sakarRaka							P.4.2.80		index-only	pakzAdiH|saNkASAdiH	4.2.80	1
sakartfka		1						sa + kartar	differs			
sakarmaka		1					P.1.3.53|P.5.20.32	sa + karman	differs			
sakala		1					P.2.7.9|P.4.28.4|P.6.3.79|P.8.2.29|P.75.67|P.78.11	sa + kalA	differs	pakzAdiH	4.2.80	
sakalaBuvanamaya		1						sakala + Buvana	differs			
sakalayajYamaya		1					P.2.7.1	sakala + yajYa	differs			
sakalasidDi	1						P.6.19.4		index-only			
sakalasidDi	2						P.6.19.4		index-only			
sakalArRamaya		1						sakala + arRa	pwg-new-fill			
sakalika		1						sa + kalikA	differs			
sakalendu		1						sakala + indu	pwg-new-fill			
sakaleSvara							P.2.5.8					
sakAma		1					P.3.12.28|P.6.1.144|P.128.4	sa + kAma	agrees			
sakAraRaka		1						sa + kAraRa	differs			
sakASa		1					P.3.16.26|P.63.53	sa + kASa	agrees			
sakula		1						sa + kula	agrees			
sakulya		1						sa + kula	differs			
sakft		1					P.1.5.36|P.5.4.19|P.8.2.4|P.109.67	sa + kft	agrees			
sakftpraja		1						sakft + prajA	differs			
sakfdgati							P.7.1.50		index-only			
saketa		1						sa + keta	agrees			
saktavya							P.5.1.2					
saktu							P.2.4.31|P.7.2.9|P.41.11			arDarcAdiH|guqAdiH|saMtApAdiH|siDmAdiH	2.4.31|4.4.103|5.1.101|5.2.97	1
saktuprasTIya		1						saktu + prasTa	differs			
saktula							P.5.2.97					
sakTa							P.5.4|P.5.4.98					
sakTan							P.5.4.113|P.7.1.75|P.18.49					
sakratu		1						sa + kratu	agrees			
sakriya		1						sa + kriyA	differs			
sakruD		1						sa + kruD	agrees			
sakzaRa	1						P.1.1.21	sa + kzaRa	agrees			
sakzaRa	2	1					P.1.1.21	sa + kzaRa	agrees			
sakzAra		1						sa + kzAra	agrees			
sakzit		1						sa + kzit	agrees			
sakzIra		1						sa + kzIra	agrees			
saKa							P.1.8.43|P.4.25.47|P.5.4.91					
saKi							P.4.1.62|P.4.28.53|P.6.1.112			saKyAdiH	4.2.80	
saKitA		1	saKi	tA	абстракт	MBH. 3,870			index-only			
saKila		1						sa + Kila	agrees			
saKI							P.4.1.62|P.8.9.18					
saKIka		1	saKI	ka	уменьш./собират.	KATHĀS. 20,112						
saKeda		1						sa + Keda	agrees			
saKya		1	saKi	ya	относит./vṛddhi	VS. PRĀT. 4,164	P.5.1.126|P.5.13.16|P.6.4.24|P.6.11.27|P.8.13.24					
sagaRa		1						sa + gaRa	agrees			
saganDa		1						sa + ganDa	agrees			
sagara	1						P.2.7.44|P.5.26.34	sa + gara	agrees			
sagara	2	1					P.2.7.44|P.5.26.34	sa + gara	agrees			
sagarBa		1						sa + garBa	agrees			
sagarBya							P.4.4.114		index-only			
sagarva		1						sa + garva	agrees			
sagu		1						sa + gu	agrees			
saguRa		1					P.3.32|P.3.32.13	sa + guRa	agrees			
sagfha		1						sa + gfha	agrees			
sagotra		1					P.6.3.85	sa + gotra	agrees			
sagozWI							P.4.22.23		index-only			
sagDi		1					P.6.4.100	sa + gDi	agrees			
saGana		1						sa + Gana	agrees			
saGfRa		1					P.5.5.17	sa + GfRA	differs			
saMkakzikA		1						sam + kakza	pwg-new-fill			
