id	k1	hom	L_id	verdict	rule	stratum	pwg_members	index_members	pwg_source_split	mw_first_variant	mw_variant_count	mw_k2_raw	pwg_source_paren	dcs_freq	evidence	reason
prAgukti	prAgukti		50407	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + ukti	prAg + ukti	prAYc + ukti	prAg + ukti	1	prAg—ukti	({#prAYc#} + {#ukti#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgvaMSa	prAgvaMSa		50439	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + vaMSa	prAg + vaMSa	prAYc + vaMSa	prAg + vaMSa	1	prAg—vaMSa	({#prAYc#} + {#vaMSa#})	4	form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAgveza	prAgveza		50445	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + veza	prAg + veza	prAYc + veza	prAg + veza	1	prAg—veza	({#prAYc#} + {#veza#})		form_diffs=prAYc|prAg	both sources cut the word in the same place; the members differ only in form (prAYc|prAg) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAkCAya	prAkCAya		50364	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + CAyA	prAk + CAya	prAYc + CAyA	prAk + CAya	1	prAk—CAya	({#prAYc#} + {#CAyA#})		form_diffs=prAYc|prAk; CAyA|CAya	both sources cut the word in the same place; the members differ only in form (prAYc|prAk; CAyA|CAya) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAkPala	prAkPala		50372	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + Pala	prAk + Pala	prAYc + Pala	prAk + Pala	1	prAk—Pala	({#prAYc#} + {#Pala#})		form_diffs=prAYc|prAk	both sources cut the word in the same place; the members differ only in form (prAYc|prAk) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAkkUla	prAkkUla		50360	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + kUla	prAk + kUla	prAYc + kUla	prAk + kUla	1	prAk—kUla	({#prAYc#} + {#kUla#})		form_diffs=prAYc|prAk	both sources cut the word in the same place; the members differ only in form (prAYc|prAk) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAkpada	prAkpada		50370	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + pada	prAk + pada	prAYc + pada	prAk + pada	1	prAk—pada	({#prAYc#} + {#pada#})		form_diffs=prAYc|prAk	both sources cut the word in the same place; the members differ only in form (prAYc|prAk) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAkpuzpA	prAkpuzpA		50371	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAYc + puzpa	prAk + puzpA	prAYc + puzpa	prAk + puzpA	1	prAk—puzpA	({#prAYc#} + {#puzpa#})		form_diffs=prAYc|prAk; puzpa|puzpA	both sources cut the word in the same place; the members differ only in form (prAYc|prAk; puzpa|puzpA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAtaHkAla	prAtaHkAla		50651	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAtar + kAla	prAtaH + kAla	prAtar + kAla	prAtaH + kAla	1	prAtaH—kAla	({#prAtar#} + {#kAla#})	4	form_diffs=prAtar|prAtaH	both sources cut the word in the same place; the members differ only in form (prAtar|prAtaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAtaHkArya	prAtaHkArya		50650	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAtar + kArya	prAtaH + kArya	prAtar + kArya	prAtaH + kArya	1	prAtaH—kArya	({#prAtar#} + {#kArya#})		form_diffs=prAtar|prAtaH	both sources cut the word in the same place; the members differ only in form (prAtar|prAtaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAtaHsAva	prAtaHsAva		50686	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAtar + sAva	prAtaH + sAva	prAtar + sAva	prAtaH + sAva	1	prAtaH—sAva/	({#prAtar#} + {#sAva#})	3	form_diffs=prAtar|prAtaH	both sources cut the word in the same place; the members differ only in form (prAtar|prAtaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAtaHsnAna	prAtaHsnAna		50687	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAtar + snAna	prAtaH + snAna	prAtar + snAna	prAtaH + snAna	1	prAtaH—snAna	({#prAtar#} + {#snAna#})	24	form_diffs=prAtar|prAtaH	both sources cut the word in the same place; the members differ only in form (prAtar|prAtaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAtastrivargA	prAtastrivargA		50680	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAtar + trivarga	prAtas + trivargA	prAtar + trivarga	prAtas + tri-vargA	1	prAtas—tri-vargA	({#prAtar#} + {#trivarga#})		form_diffs=prAtar|prAtas; trivarga|trivargA; index_members_unattested=trivargA; mw_hyphen_members=tri-vargA	both sources cut the word in the same place; the members differ only in form (prAtar|prAtas; trivarga|trivargA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAtipOruzika	prAtipOruzika		50708	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	prati + pOruza	prAti + pOruzika	prati + pOruza	prAti + pOruzika	1	prAti—pOruzika	(von {#prati#} + {#pOruza#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`prati + pOruza` vs `prAti + pOruzika`) — a genuine lexicographic disagreement, not a notation difference
prAtisvika	prAtisvika		50723	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	prati + sva	prAti + svika	prati + sva	prAti + svika	1	prAti—svika	(von <hom>1.</hom> {#prati#} + {#sva#})	2	index_members_unattested=svika	the two segmentations differ and every PWG member is an attested headword while MW's `svika` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
prAyaScitta~~h1	prAyaScitta	1	50830	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAyas + citta	prAyaS + citta	prAyas + citta	prAyaS + citta	1	prA/yaS—citta	({#prAyas#} + {#citta#})	268	form_diffs=prAyas|prAyaS	both sources cut the word in the same place; the members differ only in form (prAyas|prAyaS) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAyaScitta~~h1	prAyaScitta	1	50830	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAyas + citta	prAyaS + citta	prAyas + citta	prAyaS + citta	1	prA/yaS—citta	({#prAyas#} + {#citta#})	268	form_diffs=prAyas|prAyaS	both sources cut the word in the same place; the members differ only in form (prAyas|prAyaS) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prAyaScitta~~h2	prAyaScitta	2	50830	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prAyas + citta	prAyaS + citta	prAyas + citta	prAyaS + citta	1	prA/yaS—citta	({#prAyas#} + {#citta#})	268	form_diffs=prAyas|prAyaS	both sources cut the word in the same place; the members differ only in form (prAyas|prAyaS) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prageniSa	prageniSa		47814	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prage + niSA	prage + niSa	prage + niSA	pra-ge + niSa	1	pra-ge—niSa	({#prage#} + {#niSA#})		form_diffs=niSA|niSa; mw_hyphen_members=pra-ge	both sources cut the word in the same place; the members differ only in form (niSA|niSa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prahitaMgama	prahitaMgama		50293	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	prahitam + gama	prahita + Mgama	prahitam + gama	prahita + M-gama	1	prahita—M-gama	({#prahitam#}, <ab>acc.</ab> von {#prahita#}, + {#gama#})		index_members_unattested=Mgama; mw_hyphen_members=M-gama; pwg_members_unattested=prahitam	MW puts the linking anusvāra on the right of the cut (`Mgama`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`prahitam`) — MW's `Mgama` is not a word
prajYAkara	prajYAkara		48001	pwg_members-right	mw_cut_absorbs_initial_vowel	mw_cut_absorbs_initial_vowel	prajYA + Akara	prajYA + kara	prajYA + Akara	pra-jYA + kara	1	pra-jYA—kara	({#prajYA#} + {#Akara#} oder <hom>1.</hom> {#kara#})		absorbed_vowel=A; mw_hyphen_members=pra-jYA	MW's segment `kara` is PWG's member `Akara` with its initial `A` eaten by sandhi at the seam — the fragment is not the word, PWG names it
pratiBayaMkara	pratiBayaMkara		48425	pwg_members-right	mw_splits_bound_morph	residual-undersized	pratiBayam + kara	prati + BayaM + kara	pratiBayam + kara	prati + BayaM + kara	1	prati—BayaM—kara	({#pratiBayam#}, <ab>acc.</ab> von {#pratiBaya#} 2. + <hom>1.</hom> {#kara#})		index_members_unattested=BayaM; mw_is_finer=True	MW cuts the same string finer and its extra piece(s) `BayaM` are not attested headwords, i.e. bound morphs, while every PWG member is attested
pratibARi	pratibARi		48410	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pra + bARI	prati + bARi	pra + bARI	prati + bARi	1	prati—bARi	(<hom>1.</hom> {#pra#} + {#bARI#})		form_diffs=pra|prati; bARI|bARi	both sources cut the word in the same place; the members differ only in form (pra|prati; bARI|bARi) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratigeham	pratigeham		48198	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prati + geha	prati + geham	prati + geha	prati + geham	1	prati—geham	(von <hom>1.</hom> {#prati#} + {#geha#})		form_diffs=geha|geham; index_members_unattested=geham	both sources cut the word in the same place; the members differ only in form (geha|geham) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratigrAmam	pratigrAmam		48204	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prati + grAma	prati + grAmam	prati + grAma	prati + grAmam	1	prati—grAmam	(von <hom>1.</hom> {#prati#} + {#grAma#})		form_diffs=grAma|grAmam; index_members_unattested=grAmam	both sources cut the word in the same place; the members differ only in form (grAma|grAmam) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratikAmam	pratikAmam		48136	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prati + kAma	prati + kAmam	prati + kAma	prati + kAmam	1	prati—kAma/m	(von <hom>1.</hom> {#prati#} + {#kAma#})		form_diffs=kAma|kAmam	both sources cut the word in the same place; the members differ only in form (kAma|kAmam) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratikAmya	pratikAmya		48139	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	prati + kAma	prati + kAmya	prati + kAma	prati + kAmya	1	prati—kAmya^	(von <hom>1.</hom> {#prati#} + {#kAma#})	4	taddhita_suffix=ya	only the final member differs: PWG's `kAma` is an attested headword and MW's `kAmya` is that lexeme plus `-ya`, a suffix that derives the WHOLE compound rather than being one of its members
pratikaRWam	pratikaRWam		48124	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prati + kaRWa	prati + kaRWam	prati + kaRWa	prati + kaRWam	1	prati—kaRWam	(von <hom>1.</hom> {#prati#} + {#kaRWa#})		form_diffs=kaRWa|kaRWam; index_members_unattested=kaRWam	both sources cut the word in the same place; the members differ only in form (kaRWa|kaRWam) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratikaSa	pratikaSa		48133	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prati + kaSA	prati + kaSa	prati + kaSA	prati + kaSa	1	prati—kaSa	(<hom>1.</hom> {#prati#} + {#kaSA#})		form_diffs=kaSA|kaSa	both sources cut the word in the same place; the members differ only in form (kaSA|kaSa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratipattUrya	pratipattUrya		48331	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pratipad + tUrya	pratipat + tUrya	pratipad + tUrya	prati-pat + tUrya	1	prati-pat—tUrya	({#pratipad#} + {#tUrya#})		form_diffs=pratipad|pratipat; mw_hyphen_members=prati-pat	both sources cut the word in the same place; the members differ only in form (pratipad|pratipat) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
prativarzam	prativarzam		48537	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pra + varza	prati + varzam	pra + varza	prati + varzam	1	prati—varzam	(<hom>1.</hom> {#pra#} + {#varza#})	5	form_diffs=pra|prati; varza|varzam; index_members_unattested=varzam	both sources cut the word in the same place; the members differ only in form (pra|prati; varza|varzam) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratyaNkam	pratyaNkam		79284	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	prati + aNka	praty + aNkam	prati + aNka	praty + aNkam	1	praty—aNkam	(<hom>1.</hom> {#prati#} + {#aNka#})		form_diffs=prati|praty; aNka|aNkam; index_members_unattested=aNkam	both sources cut the word in the same place; the members differ only in form (prati|praty; aNka|aNkam) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
pratyaNmuKa	pratyaNmuKa		48875	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	pratyaYc + muKa	pratyaN + muKa	pratyaYc + muKa	pratyaN + muKa	1	pratyaN—muKa	({#pratyaYc#} + {#muKa#})	19	form_diffs=pratyaYc|pratyaN	both sources cut the word in the same place; the members differ only in form (pratyaYc|pratyaN) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
