key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml
saMvIRatA	sam2vi1n2ata1	saṃvīṇatā	sanvīnatā	grade	25529	351-1	SCH-grade-12427_cases.xml
saMvfti	sam2vr2ti	saṃvṛti	sanvṛti	grade	25530	351-1	SCH-grade-12427_cases.xml
saMSabdAyamAna	sam2s4abda1yama1na	saṃśabdāyamāna	sanśabdāyamāna	grade	25534	351-1	SCH-grade-12427_cases.xml
saMstamBaka	sam2stambhaka	saṃstambhaka	sanstambhaka	grade	25541	351-1	SCH-grade-12427_cases.xml
saMsTa	sam2stha	saṃstha	sanstha	grade	25543	351-1	SCH-grade-12427_cases.xml
saMsTA	sam2stha1	saṃsthā	sansthā	grade	25544	351-1	SCH-grade-12427_cases.xml
saMsTAna	sam2stha1na	saṃsthāna	sansthāna	grade	25545	351-1	SCH-grade-12427_cases.xml
saMsTitavat	sam2sthitavat	saṃsthitavat	sansthitavat	grade	25546	351-1	SCH-grade-12427_cases.xml
saMsPuraRa	sam2sphuran2a	saṃsphuraṇa	sansphurana	grade	25549	351-2	SCH-grade-12427_cases.xml
saMhatakeSa	sam2hatakes4a	saṃhatakeśa	sanhatakeśa	grade	25553	351-2	SCH-grade-12427_cases.xml
saMhartftA	sam2hartr2ta1	saṃhartṛtā	sanhartṛtā	grade	25555	351-2	SCH-grade-12427_cases.xml
saMhAraBAj	sam2ha1rabha1j	saṃhārabhāj	sanhārabhāj	grade	25556	351-2	SCH-grade-12427_cases.xml
saMhAraSarvarI	sam2ha1ras4arvari1	saṃhāraśarvarī	sanhāraśarvarī	grade	25557	351-2	SCH-grade-12427_cases.xml
saMhvaya	sam2hvaya	saṃhvaya	sanhvaya	grade	25558	351-2	SCH-grade-12427_cases.xml
sakaYcukin	sakan5cukin	sakañcukin	sakancukin	grade	25559	351-2	SCH-grade-12427_cases.xml
sakawukakzyA	sakat2ukaks2ya1	sakaṭukakṣyā	sakaṭukakṣyā	grade	25560	351-2	SCH-grade-12427_cases.xml
sakapawa	sakapat2a	sakapaṭa	sakapaṭa	grade	25561	351-2	SCH-grade-12427_cases.xml
sakarRajAha	sakarn2aja1ha	sakarṇajāha	sakarnajāha	grade	25562	351-2	SCH-grade-12427_cases.xml
sakarRapallava	sakarn2apallava	sakarṇapallava	sakarnapallava	grade	25563	351-2	SCH-grade-12427_cases.xml
sakardama	sakardama	sakardama	sakardama	grade	25564	351-2	SCH-grade-12427_cases.xml
sakalarasaBft	sakalarasabhr2t	sakalarasabhṛt	sakalarasabhṛt	grade	25567	351-2	SCH-grade-12427_cases.xml
sakalartucakravartin	sakalartucakravartin	sakalartucakravartin	sakalartucakravartin	grade	25568	351-2	SCH-grade-12427_cases.xml
sakalIkaraRa	sakali1karan2a	sakalīkaraṇa	sakalīkarana	grade	25569	351-2	SCH-grade-12427_cases.xml
sakallola	sakallola	sakallola	sakallola	grade	25570	351-2	SCH-grade-12427_cases.xml
sakARqa	saka1n2d2a	sakāṇḍa	sakānḍa	grade	25572	351-2	SCH-grade-12427_cases.xml
sakArmuka	saka1rmuka	sakārmuka	sakārmuka	grade	25574	351-3	SCH-grade-12427_cases.xml
sakAsUka	saka1su1ka	sakāsūka	sakāsūka	grade	25575	351-3	SCH-grade-12427_cases.xml
sakiMcana	sakim2cana	sakiṃcana	sakincana	grade	25576	351-3	SCH-grade-12427_cases.xml
sakuwI	sakut2i1	sakuṭī	sakuṭī	grade	25577	351-3	SCH-grade-12427_cases.xml
sakft	sakr2t	sakṛt	sakṛt	grade	25578	351-3	SCH-grade-12427_cases.xml
sakftprasU	sakr2tprasu1	sakṛtprasū	sakṛtprasū	grade	25579	351-3	SCH-grade-12427_cases.xml
sakOtuka	sakautuka	sakautuka	sakautuka	grade	25581	351-3	SCH-grade-12427_cases.xml
saKIkfta	sakhi1kr2ta	sakhīkṛta	sakhīkṛta	grade	25587	351-3	SCH-grade-12427_cases.xml
saKeda	sakheda	sakheda	sakheda	grade	25588	351-3	SCH-grade-12427_cases.xml
saganDa	sagandha	sagandha	sagandha	grade	25589	351-3	SCH-grade-12427_cases.xml
saganDatva	sagandhatva	sagandhatva	sagandhatva	grade	25590	351-3	SCH-grade-12427_cases.xml
saganDarva	sagandharva	sagandharva	sagandharva	grade	25591	351-3	SCH-grade-12427_cases.xml
sagulika	sagulika	sagulika	sagulika	grade	25592	351-3	SCH-grade-12427_cases.xml
saguha	saguha	saguha	saguha	grade	25593	351-3	SCH-grade-12427_cases.xml
saGanatva	saghanatva	saghanatva	saghanatva	grade	25595	351-3	SCH-grade-12427_cases.xml
saMkawa	sam2kat2a	saṃkaṭa	sankaṭa	grade	25597	351-3	SCH-grade-12427_cases.xml
saMkarRana	sam2karn2ana	saṃkarṇana	sankarnana	grade	25599	351-3	SCH-grade-12427_cases.xml
saMkarzaRI	sam2kars2an2i1	saṃkarṣaṇī	sankarṣanī	grade	25600	351-3	SCH-grade-12427_cases.xml
saMkalitin	sam2kalitin	saṃkalitin	sankalitin	grade	25601	352-1	SCH-grade-12427_cases.xml
saMkIrRatA	sam2ki1rn2ata1	saṃkīrṇatā	sankīrnatā	grade	25604	352-1	SCH-grade-12427_cases.xml
saMkucita	sam2kucita	saṃkucita	sankucita	grade	25605	352-1	SCH-grade-12427_cases.xml
saMkubja	sam2kubja	saṃkubja	sankubja	grade	25606	352-1	SCH-grade-12427_cases.xml
saMkula	sam2kula	saṃkula	sankula	grade	25607	352-1	SCH-grade-12427_cases.xml
saMketavyAGAtin	sam2ketavya1gha1tin	saṃketavyāghātin	sanketavyāghātin	grade	25608	352-1	SCH-grade-12427_cases.xml
saMkoca	sam2koca	saṃkoca	sankoca	grade	25609	352-1	SCH-grade-12427_cases.xml
saMkocanA	sam2kocana1	saṃkocanā	sankocanā	grade	25610	352-1	SCH-grade-12427_cases.xml
saMkocaBAj	sam2kocabha1j	saṃkocabhāj	sankocabhāj	grade	25611	352-1	SCH-grade-12427_cases.xml
saMkrAntaka	sam2kra1ntaka	saṃkrāntaka	sankrāntaka	grade	25615	352-1	SCH-grade-12427_cases.xml
saMkrAnti	sam2kra1nti	saṃkrānti	sankrānti	grade	25616	352-1	SCH-grade-12427_cases.xml
saMkrIqana	sam2kri1d2ana	saṃkrīḍana	sankrīḍana	grade	25618	352-1	SCH-grade-12427_cases.xml
saMkzepa	sam2ks2epa	saṃkṣepa	sankṣepa	grade	25620	352-1	SCH-grade-12427_cases.xml
saNKa	san3kha	saṅkha	sankha	grade	25621	352-1	SCH-grade-12427_cases.xml
saMKyAtIta	sam2khya1ti1ta	saṃkhyātīta	sankhyātīta	grade	25623	352-1	SCH-grade-12427_cases.xml
saMKyApaka	sam2khya1paka	saṃkhyāpaka	sankhyāpaka	grade	25624	352-1	SCH-grade-12427_cases.xml
saMKyAyaka	sam2khya1yaka	saṃkhyāyaka	sankhyāyaka	grade	25625	352-1	SCH-grade-12427_cases.xml
saMgadizRu	sam2gadis2n2u	saṃgadiṣṇu	sangadiṣnu	grade	25627	352-1	SCH-grade-12427_cases.xml
saMgantar	sam2gantar	saṃgantar	sangantar	grade	25628	352-1	SCH-grade-12427_cases.xml
saNgaBAj	san3gabha1j	saṅgabhāj	sangabhāj	grade	25629	352-1	SCH-grade-12427_cases.xml
saMgara	sam2gara	saṃgara	sangara	grade	25632	352-2	SCH-grade-12427_cases.xml
saMgarBa	sam2garbha	saṃgarbha	sangarbha	grade	25633	352-2	SCH-grade-12427_cases.xml
saNgApura	San3ga1pura	saṅgāpura	sangāpura	grade	25634	352-2	SCH-grade-12427_cases.xml
saNgitA	san3gita1	saṅgitā	sangitā	grade	25635	352-2	SCH-grade-12427_cases.xml
saNgin	san3gin	saṅgin	sangin	grade	25636	352-2	SCH-grade-12427_cases.xml
saMgfhiRI	sam2gr2hin2i1	saṃgṛhiṇī	sangṛhinī	grade	25638	352-2	SCH-grade-12427_cases.xml
saMgraha	sam2graha	saṃgraha	sangraha	grade	25639	352-2	SCH-grade-12427_cases.xml
saMgrahaRI	sam2grahan2i1	saṃgrahaṇī	sangrahanī	grade	25640	352-2	SCH-grade-12427_cases.xml
saMgrAmavisara	Sam2gra1mavisara	saṃgrāmavisara	sangrāmavisara	grade	25641	352-2	SCH-grade-12427_cases.xml
saMgrAha	sam2gra1ha	saṃgrāha	sangrāha	grade	25642	352-2	SCH-grade-12427_cases.xml
saMglApana	sam2gla1pana	saṃglāpana	sanglāpana	grade	25644	352-2	SCH-grade-12427_cases.xml
saMGawwa	sam2ghat2t2a	saṃghaṭṭa	sanghaṭṭa	grade	25645	352-2	SCH-grade-12427_cases.xml
saMGatiTi	sam2ghatithi	saṃghatithi	sanghatithi	grade	25646	352-2	SCH-grade-12427_cases.xml
saMGaBfta	sam2ghabhr2ta	saṃghabhṛta	sanghabhṛta	grade	25647	352-2	SCH-grade-12427_cases.xml
saMGAwaka	sam2gha1t2aka	saṃghāṭaka	sanghāṭaka	grade	25651	352-2	SCH-grade-12427_cases.xml
saMGAwI	sam2gha1t2i1	saṃghāṭī	sanghāṭī	grade	25653	352-3	SCH-grade-12427_cases.xml
saMGAtya	sam2gha1tya	saṃghātya	sanghātya	grade	25655	352-3	SCH-grade-12427_cases.xml
sacandanatilaka	sacandanatilaka	sacandanatilaka	sacandanatilaka	grade	25656	352-3	SCH-grade-12427_cases.xml
sacamatkAram	sacamatka1ram	sacamatkāram	sacamatkāram	grade	25657	352-3	SCH-grade-12427_cases.xml
sacAwu	saca1t2u	sacāṭu	sacāṭu	grade	25658	352-3	SCH-grade-12427_cases.xml
sacAwukam	saca1t2ukam	sacāṭukam	sacāṭukam	grade	25659	352-3	SCH-grade-12427_cases.xml
sacitraka	sacitraka	sacitraka	sacitraka	grade	25660	352-3	SCH-grade-12427_cases.xml
sacetaka	sacetaka	sacetaka	sacetaka	grade	25662	352-3	SCH-grade-12427_cases.xml
sacetanI	sacetani1	sacetanī	sacetanī	grade	25663	352-3	SCH-grade-12427_cases.xml
sacCidra	sacchidra	sacchidra	sacchidra	grade	25665	352-3	SCH-grade-12427_cases.xml
sajfmBaRa	sajr2mbhan2a	sajṛmbhaṇa	sajṛmbhana	grade	25668	352-3	SCH-grade-12427_cases.xml
sajjanatA	sajjanata1	sajjanatā	sajjanatā	grade	25669	352-3	SCH-grade-12427_cases.xml
sajjin	sajjin	sajjin	sajjin	grade	25670	352-3	SCH-grade-12427_cases.xml
saMcaya	sam2caya	saṃcaya	sancaya	grade	25671	352-3	SCH-grade-12427_cases.xml
saMcalana	sam2calana	saṃcalana	sancalana	grade	25673	352-3	SCH-grade-12427_cases.xml
saMcAra	sam2ca1ra	saṃcāra	sancāra	grade	25674	352-3	SCH-grade-12427_cases.xml
saMcAraka	sam2ca1raka	saṃcāraka	sancāraka	grade	25675	352-3	SCH-grade-12427_cases.xml
saMcAraka	sam2ca1raka	saṃcāraka	sancāraka	grade	25676	352-3	SCH-grade-12427_cases.xml
saMcAraRa	sam2ca1ran2a	saṃcāraṇa	sancārana	grade	25677	352-3	SCH-grade-12427_cases.xml
saMcArin	sam2ca1rin	saṃcārin	sancārin	grade	25680	353-1	SCH-grade-12427_cases.xml
saMcumbana	sam2cumbana	saṃcumbana	sancumbana	grade	25681	353-1	SCH-grade-12427_cases.xml
saMcetukAma	sam2cetuka1ma	saṃcetukāma	sancetukāma	grade	25682	353-1	SCH-grade-12427_cases.xml
saYj	san5j	sañj	sanj	grade	25685	353-1	SCH-grade-12427_cases.xml
saMyAtatilakA	sam2ya1tatilaka1	saṃyātatilakā	sanyātatilakā	grade	25686	353-1	SCH-grade-12427_cases.xml
saMjIna	sam2ji1na	saṃjīna	sanjīna	grade	25687	353-1	SCH-grade-12427_cases.xml
saMjvarin	sam2jvarin	saṃjvarin	sanjvarin	grade	25689	353-1	SCH-grade-12427_cases.xml
sawaNka	sat2an3ka	saṭaṅka	saṭanka	grade	25690	353-1	SCH-grade-12427_cases.xml
saRa	san2a	saṇa	sana	grade	25691	353-1	SCH-grade-12427_cases.xml
saMwaNkita	sam2t2an3kita	saṃṭaṅkita	sanṭankita	grade	25692	353-1	SCH-grade-12427_cases.xml
satulA	satula1	satulā	satulā	grade	25693	353-1	SCH-grade-12427_cases.xml
satkajAtIya	satkaja1ti1ya	satkajātīya	satkajātīya	grade	25695	353-1	SCH-grade-12427_cases.xml
satkarmin	satkarmin	satkarmin	satkarmin	grade	25696	353-1	SCH-grade-12427_cases.xml
sattalikA	sattalika1	sattalikā	sattalikā	grade	25699	353-1	SCH-grade-12427_cases.xml
sattA	satta1	sattā	sattā	grade	25700	353-1	SCH-grade-12427_cases.xml
sattramaRqapa	sattraman2d2apa	sattramaṇḍapa	sattramanḍapa	grade	25701	353-1	SCH-grade-12427_cases.xml
sattrasAlA	sattrasa1la1	sattrasālā	sattrasālā	grade	25702	353-2	SCH-grade-12427_cases.xml
sattrAgAra	sattra1ga1ra	sattrāgāra	sattrāgāra	grade	25703	353-2	SCH-grade-12427_cases.xml
sattvavihita	sattvavihita	sattvavihita	sattvavihita	grade	25706	353-2	SCH-grade-12427_cases.xml
satpaTa	satpatha	satpatha	satpatha	grade	25707	353-2	SCH-grade-12427_cases.xml
satpada	satpada	satpada	satpada	grade	25709	353-2	SCH-grade-12427_cases.xml
satpAtra	satpa1tra	satpātra	satpātra	grade	25711	353-2	SCH-grade-12427_cases.xml
satpuruzatA	satpurus2ata1	satpuruṣatā	satpuruṣatā	grade	25712	353-2	SCH-grade-12427_cases.xml
satyaGoza	Satyaghos2a	satyaghoṣa	satyaghoṣa	grade	25714	353-2	SCH-grade-12427_cases.xml
satyaBaRiti	satyabhan2iti	satyabhaṇiti	satyabhaniti	grade	25716	353-2	SCH-grade-12427_cases.xml
satyArTatAM	satya1rthata1m2	satyārthatāṃ	satyārthatām	grade	25719	353-2	SCH-grade-12427_cases.xml
satvaraRa	satvaran2a	satvaraṇa	satvarana	grade	25722	353-2	SCH-grade-12427_cases.xml
sad	sad	sad	sad	grade	25723	353-2	SCH-grade-12427_cases.xml
sadayatA	sadayata1	sadayatā	sadayatā	grade	25729	353-3	SCH-grade-12427_cases.xml
sadara	sadara	sadara	sadara	grade	25730	353-3	SCH-grade-12427_cases.xml
sadastra	sadastra	sadastra	sadastra	grade	25731	353-3	SCH-grade-12427_cases.xml
sadAna	sada1na	sadāna	sadāna	grade	25734	353-3	SCH-grade-12427_cases.xml
sadArAma	sada1ra1ma	sadārāma	sadārāma	grade	25739	353-3	SCH-grade-12427_cases.xml
sadArAva	sada1ra1va	sadārāva	sadārāva	grade	25740	353-3	SCH-grade-12427_cases.xml
sadAru	sada1ru	sadāru	sadāru	grade	25741	353-3	SCH-grade-12427_cases.xml
sadASivatattva	sada1s4ivatattva	sadāśivatattva	sadāśivatattva	grade	25742	353-3	SCH-grade-12427_cases.xml
sadASivaBawwAraka	sada1s4ivabhat2t2a1raka	sadāśivabhaṭṭāraka	sadāśivabhaṭṭāraka	grade	25743	353-3	SCH-grade-12427_cases.xml
sadAha	sada1ha	sadāha	sadāha	grade	25744	354-1	SCH-grade-12427_cases.xml
sadupala	sadupala	sadupala	sadupala	grade	25745	354-1	SCH-grade-12427_cases.xml
sadurga	sadurga	sadurga	sadurga	grade	25746	354-1	SCH-grade-12427_cases.xml
sadfSa	sadr2s4a	sadṛśa	sadṛśa	grade	25747	354-1	SCH-grade-12427_cases.xml
sadfSAtmatA	sadr2s4a1tmata1	sadṛśātmatā	sadṛśātmatā	grade	25748	354-1	SCH-grade-12427_cases.xml
sadEnya	sadainya	sadainya	sadainya	grade	25750	354-1	SCH-grade-12427_cases.xml
sadDAsa	saddha1sa	saddhāsa	saddhāsa	grade	25753	354-1	SCH-grade-12427_cases.xml
sadbanDu	sadbandhu	sadbandhu	sadbandhu	grade	25755	354-1	SCH-grade-12427_cases.xml
sadbudDi	sadbuddhi	sadbuddhi	sadbuddhi	grade	25756	354-1	SCH-grade-12427_cases.xml
sadBAva	sadbha1va	sadbhāva	sadbhāva	grade	25757	354-1	SCH-grade-12427_cases.xml
sadyastana	sadyastana	sadyastana	sadyastana	grade	25759	354-1	SCH-grade-12427_cases.xml
sadvARinI	sadva1n2ini1	sadvāṇinī	sadvāninī	grade	25762	354-1	SCH-grade-12427_cases.xml
sadvfttatA	sadvr2ttata1	sadvṛttatā	sadvṛttatā	grade	25763	354-1	SCH-grade-12427_cases.xml
sadveza	sadves2a	sadveṣa	sadveṣa	grade	25764	354-1	SCH-grade-12427_cases.xml
saDErya	sadhairya	sadhairya	sadhairya	grade	25765	354-1	SCH-grade-12427_cases.xml
sanaya	sanaya	sanaya	sanaya	grade	25767	354-1	SCH-grade-12427_cases.xml
sanalada	sanalada	sanalada	sanalada	grade	25768	354-1	SCH-grade-12427_cases.xml
sanATa	sana1tha	sanātha	sanātha	grade	25769	354-1	SCH-grade-12427_cases.xml
sanATIkf	sana1thi1kr2	sanāthīkṛ	sanāthīkṛ	grade	25770	354-1	SCH-grade-12427_cases.xml
sanAda	sana1da	sanāda	sanāda	grade	25771	354-1	SCH-grade-12427_cases.xml
sanikAram	sanika1ram	sanikāram	sanikāram	grade	25772	354-1	SCH-grade-12427_cases.xml
sanimitta	sanimitta	sanimitta	sanimitta	grade	25773	354-1	SCH-grade-12427_cases.xml
sanIqaBAj	sani1d2abha1j	sanīḍabhāj	sanīḍabhāj	grade	25774	354-1	SCH-grade-12427_cases.xml
saMtamasIBU	sam2tamasi1bhu1	saṃtamasībhū	santamasībhū	grade	25776	354-2	SCH-grade-12427_cases.xml
saMtarpa	sam2tarpa	saṃtarpa	santarpa	grade	25777	354-2	SCH-grade-12427_cases.xml
saMtAqita	sam2ta1d2ita	saṃtāḍita	santāḍita	grade	25778	354-2	SCH-grade-12427_cases.xml
saMtAnaka	Sam2ta1naka	saṃtānaka	santānaka	grade	25779	354-2	SCH-grade-12427_cases.xml
saMtAnika	sam2ta1nika	saṃtānika	santānika	grade	25780	354-2	SCH-grade-12427_cases.xml
saMtApaka	sam2ta1paka	saṃtāpaka	santāpaka	grade	25781	354-2	SCH-grade-12427_cases.xml
saMtApatA	sam2ta1pata1	saṃtāpatā	santāpatā	grade	25782	354-2	SCH-grade-12427_cases.xml
saMtozitva	sam2tos2itva	saṃtoṣitva	santoṣitva	grade	25784	354-2	SCH-grade-12427_cases.xml
saMdaMSa	sam2dam2s4a	saṃdaṃśa	sandanśa	grade	25785	354-2	SCH-grade-12427_cases.xml
saMdaMSana	sam2dam2s4ana	saṃdaṃśana	sandanśana	grade	25786	354-2	SCH-grade-12427_cases.xml
saMdaMSikA	sam2dam2s4ika1	saṃdaṃśikā	sandanśikā	grade	25787	354-2	SCH-grade-12427_cases.xml
saMdazwaka	sam2das2t2aka	saṃdaṣṭaka	sandaṣṭaka	grade	25789	354-2	SCH-grade-12427_cases.xml
saMdazwayamaka	sam2das2t2ayamaka	saṃdaṣṭayamaka	sandaṣṭayamaka	grade	25790	354-2	SCH-grade-12427_cases.xml
saMdAmita	sam2da1mita	saṃdāmita	sandāmita	grade	25792	354-2	SCH-grade-12427_cases.xml
saMdigDatA	sam2digdhata1	saṃdigdhatā	sandigdhatā	grade	25794	354-2	SCH-grade-12427_cases.xml
saMdeSapattra	sam2des4apattra	saṃdeśapattra	sandeśapattra	grade	25796	354-2	SCH-grade-12427_cases.xml
saMdehakArin	sam2dehaka1rin	saṃdehakārin	sandehakārin	grade	25797	354-2	SCH-grade-12427_cases.xml
saMdehaDft	sam2dehadhr2t	saṃdehadhṛt	sandehadhṛt	grade	25798	354-2	SCH-grade-12427_cases.xml
saMdravaRa	sam2dravan2a	saṃdravaṇa	sandravana	grade	25799	354-2	SCH-grade-12427_cases.xml
saMDAva	sam2dha1va	saṃdhāva	sandhāva	grade	25802	354-3	SCH-grade-12427_cases.xml
saMDAvant	sam2dha1vant	saṃdhāvant	sandhāvant	grade	25803	354-3	SCH-grade-12427_cases.xml
saMDi	sam2dhi	saṃdhi	sandhi	grade	25804	354-3	SCH-grade-12427_cases.xml
saMDinI	sam2dhini1	saṃdhinī	sandhinī	grade	25806	354-3	SCH-grade-12427_cases.xml
saMDivigrahin	sam2dhivigrahin	saṃdhivigrahin	sandhivigrahin	grade	25807	354-3	SCH-grade-12427_cases.xml
saMDukzin	sam2dhuks2in	saṃdhukṣin	sandhukṣin	grade	25808	354-3	SCH-grade-12427_cases.xml
sanna	sanna	sanna	sanna	grade	25812	354-3	SCH-grade-12427_cases.xml
sannatA	sannata1	sannatā	sannatā	grade	25813	354-3	SCH-grade-12427_cases.xml
sannaSrotra	sannas4rotra	sannaśrotra	sannaśrotra	grade	25814	354-3	SCH-grade-12427_cases.xml
sannABi	sanna1bhi	sannābhi	sannābhi	grade	25815	354-3	SCH-grade-12427_cases.xml
saMnAminI	sam2na1mini1	saṃnāminī	sannāminī	grade	25816	354-3	SCH-grade-12427_cases.xml
saMnASa	sam2na1s4a	saṃnāśa	sannāśa	grade	25817	354-3	SCH-grade-12427_cases.xml
saMnAhavant	sam2na1havant	saṃnāhavant	sannāhavant	grade	25818	354-3	SCH-grade-12427_cases.xml
saMnikAya	sam2nika1ya	saṃnikāya	sannikāya	grade	25819	354-3	SCH-grade-12427_cases.xml
sanniputra	sanniputra	sanniputra	sanniputra	grade	25823	354-3	SCH-grade-12427_cases.xml
saMnihitIkfta	sam2nihiti1kr2ta	saṃnihitīkṛta	sannihitīkṛta	grade	25824	354-3	SCH-grade-12427_cases.xml
sannemi	sannemi	sannemi	sannemi	grade	25825	354-3	SCH-grade-12427_cases.xml
sanneha	sanneha	sanneha	sanneha	grade	25826	354-3	SCH-grade-12427_cases.xml
sanmAna	sanma1na	sanmāna	sanmāna	grade	25828	355-1	SCH-grade-12427_cases.xml
sapaMsa	sapam2sa	sapaṃsa	sapansa	grade	25829	355-1	SCH-grade-12427_cases.xml
sapakza	sapaks2a	sapakṣa	sapakṣa	grade	25830	355-1	SCH-grade-12427_cases.xml
sapaNkti	sapan3kti	sapaṅkti	sapankti	grade	25831	355-1	SCH-grade-12427_cases.xml
sapatnapuraDUmaketu	Sapatnapuradhu1maketu	sapatnapuradhūmaketu	sapatnapuradhūmaketu	grade	25832	355-1	SCH-grade-12427_cases.xml
sapariBARqa	saparibha1n2d2a	saparibhāṇḍa	saparibhānḍa	grade	25834	355-1	SCH-grade-12427_cases.xml
saparivAha	sapariva1ha	saparivāha	saparivāha	grade	25835	355-1	SCH-grade-12427_cases.xml
sapAdalakzIya	Sapa1dalaks2i1ya	sapādalakṣīya	sapādalakṣīya	grade	25837	355-1	SCH-grade-12427_cases.xml
sapApa	sapa1pa	sapāpa	sapāpa	grade	25838	355-1	SCH-grade-12427_cases.xml
sapAriplava	sapa1riplava	sapāriplava	sapāriplava	grade	25839	355-1	SCH-grade-12427_cases.xml
sapUrvatA	sapu1rvata1	sapūrvatā	sapūrvatā	grade	25842	355-1	SCH-grade-12427_cases.xml
saptatala	saptatala	saptatala	saptatala	grade	25848	355-1	SCH-grade-12427_cases.xml
saptaDAsTitatva	saptadha1sthitatva	saptadhāsthitatva	saptadhāsthitatva	grade	25849	355-1	SCH-grade-12427_cases.xml
saptamaDAtu	saptamadha1tu	saptamadhātu	saptamadhātu	grade	25852	355-1	SCH-grade-12427_cases.xml
saptamuYja	saptamun5ja	saptamuñja	saptamunja	grade	25853	355-1	SCH-grade-12427_cases.xml
saptavyaYjanabanDa	saptavyan5janabandha	saptavyañjanabandha	saptavyanjanabandha	grade	25855	355-2	SCH-grade-12427_cases.xml
saptAMSu	sapta1m2s4u	saptāṃśu	saptānśu	grade	25860	355-2	SCH-grade-12427_cases.xml
saptAratni	sapta1ratni	saptāratni	saptāratni	grade	25861	355-2	SCH-grade-12427_cases.xml
saptAhika	sapta1hika	saptāhika	saptāhika	grade	25863	355-2	SCH-grade-12427_cases.xml
saprakASa	sapraka1s4a	saprakāśa	saprakāśa	grade	25864	355-2	SCH-grade-12427_cases.xml
sapratyaYca	sapratyan5ca	sapratyañca	sapratyanca	grade	25867	355-2	SCH-grade-12427_cases.xml
saprapaYca	saprapan5ca	saprapañca	saprapanca	grade	25868	355-2	SCH-grade-12427_cases.xml
sapramoda	sapramoda	sapramoda	sapramoda	grade	25870	355-2	SCH-grade-12427_cases.xml
saprahAra	sapraha1ra	saprahāra	saprahāra	grade	25872	355-2	SCH-grade-12427_cases.xml
saprIti	sapri1ti	saprīti	saprīti	grade	25873	355-2	SCH-grade-12427_cases.xml
saPala	saphala	saphala	saphala	grade	25874	355-2	SCH-grade-12427_cases.xml
sabIjaka	sabi1jaka	sabījaka	sabījaka	grade	25878	355-2	SCH-grade-12427_cases.xml
sabrahmacAritA	sabrahmaca1rita1	sabrahmacāritā	sabrahmacāritā	grade	25880	355-2	SCH-grade-12427_cases.xml
saBAnugraha	sabha1nugraha	sabhānugraha	sabhānugraha	grade	25884	355-3	SCH-grade-12427_cases.xml
saBApatI	sabha1pati1	sabhāpatī	sabhāpatī	grade	25885	355-3	SCH-grade-12427_cases.xml
saBAra	sabha1ra	sabhāra	sabhāra	grade	25886	355-3	SCH-grade-12427_cases.xml
saBArAzwraka	Sabha1ra1s2t2raka	sabhārāṣṭraka	sabhārāṣṭraka	grade	25887	355-3	SCH-grade-12427_cases.xml
saBAvAsin	sabha1va1sin	sabhāvāsin	sabhāvāsin	grade	25888	355-3	SCH-grade-12427_cases.xml
saBAs	sabha1s	sabhās	sabhās	grade	25889	355-3	SCH-grade-12427_cases.xml
saBAsali	Sabha1sali	sabhāsali	sabhāsali	grade	25890	355-3	SCH-grade-12427_cases.xml
saBIka	sabhi1ka	sabhīka	sabhīka	grade	25891	355-3	SCH-grade-12427_cases.xml
saBIti	sabhi1ti	sabhīti	sabhīti	grade	25892	355-3	SCH-grade-12427_cases.xml
saBuja	sabhuja	sabhuja	sabhuja	grade	25893	355-3	SCH-grade-12427_cases.xml
saBoga	sabhoga	sabhoga	sabhoga	grade	25894	355-3	SCH-grade-12427_cases.xml
saBrama	sabhrama	sabhrama	sabhrama	grade	25895	355-3	SCH-grade-12427_cases.xml
samakowika	samakot2ika	samakoṭika	samakoṭika	grade	25896	355-3	SCH-grade-12427_cases.xml
samagrahaRa	samagrahan2a	samagrahaṇa	samagrahana	grade	25899	355-3	SCH-grade-12427_cases.xml
samacezwin	samaces2t2in	samaceṣṭin	samaceṣṭin	grade	25901	355-3	SCH-grade-12427_cases.xml
samajanman	samajanman	samajanman	samajanman	grade	25902	355-3	SCH-grade-12427_cases.xml
samaRi	saman2i	samaṇi	samani	grade	25905	355-3	SCH-grade-12427_cases.xml
samatala	samatala	samatala	samatala	grade	25906	356-1	SCH-grade-12427_cases.xml
samatalaka	samatalaka	samatalaka	samatalaka	grade	25907	356-1	SCH-grade-12427_cases.xml
samadAs	samada1s	samadās	samadās	grade	25910	356-1	SCH-grade-12427_cases.xml
samadehatA	samadehata1	samadehatā	samadehatā	grade	25911	356-1	SCH-grade-12427_cases.xml
samadvandva	samadvandva	samadvandva	samadvandva	grade	25912	356-1	SCH-grade-12427_cases.xml
samaDurA	samadhura1	samadhurā	samadhurā	grade	25914	356-1	SCH-grade-12427_cases.xml
samaDyAsin	samadhya1sin	samadhyāsin	samadhyāsin	grade	25915	356-1	SCH-grade-12427_cases.xml
samanoraTa	samanoratha	samanoratha	samanoratha	grade	25916	356-1	SCH-grade-12427_cases.xml
samantaBadraka	samantabhadraka	samantabhadraka	samantabhadraka	grade	25918	356-1	SCH-grade-12427_cases.xml
samapARi	samapa1n2i	samapāṇi	samapāni	grade	25924	356-1	SCH-grade-12427_cases.xml
samapAda	samapa1da	samapāda	samapāda	grade	25925	356-1	SCH-grade-12427_cases.xml
samapraDAna	samapradha1na	samapradhāna	samapradhāna	grade	25926	356-1	SCH-grade-12427_cases.xml
